segment_id	segment_text	comment_text
dn1:1.3.5	And so both tutor and pupil followed behind the Buddha and the Saṅgha of mendicants directly contradicting each other.”	NA
dn1:1.4.1	When the Buddha found out about this discussion on judgmentalism among the mendicants, he went to the pavilion, where he sat on the seat spread out and addressed the mendicants,	This would have been an open air pavilion in the rest-house. By convention, when a teacher or other respected person is to sit, a sitting mat is spread out or made ready for them.
dn1:1.4.2	“Mendicants, what were you sitting talking about just now? What conversation was left unfinished?”	The very first words of the Buddha in the Suttapiṭaka: he asks to hear what others are saying.
dn1:1.4.3	The mendicants told him what had happened, adding,	Here and in similar passages the Pali repeats all and I abbreviate.
dn1:1.4.4	NA	NA
dn1:1.4.5	NA	NA
dn1:1.4.6	NA	NA
dn1:1.4.7	NA	NA
dn1:1.4.8	NA	NA
dn1:1.4.9	“This was our conversation that was unfinished when the Buddha arrived.”	NA
dn1:1.5.1	“Mendicants, if others criticize me, the teaching, or the Saṅgha, don’t make yourselves resentful, bitter, and exasperated.	The phrasing here is somewhat unusual and specific. They “should not do” what creates bitterness (i.e. judging others). Compare [mn22](), where the same phrases are used. In the Buddha’s case, it has the neutral _hoti_, while for the mendicants it uses _karaṇīya_, as here.
dn1:1.5.2	You’ll get angry and upset, which would be an obstacle for you alone.	Complaining about others does not hurt them, only the one who gets upset.
dn1:1.5.3	If others were to criticize me, the teaching, or the Saṅgha, and you got angry and upset, would you be able to understand whether they spoke well or poorly?”	Equanimity is a prerequisite for evaluating facts.
dn1:1.5.4	“No, sir.”	NA
dn1:1.6.1	“If others criticize me, the teaching, or the Saṅgha, you should explain that what is untrue is in fact untrue:	NA
dn1:1.6.2	‘This is why that’s untrue, this is why that’s false. There’s no such thing in us, it’s not found among us.’	NA
dn1:1.6.3	If others praise me, the teaching, or the Saṅgha, don’t make yourselves thrilled, elated, and excited.	NA
dn1:1.6.4	You’ll get thrilled, elated, and excited, which would be an obstacle for you alone.	NA
dn1:1.6.5	If others praise me, the teaching, or the Saṅgha, you should acknowledge that what is true is in fact true:	NA
dn1:1.6.6	‘This is why that’s true, this is why that’s correct. There is such a thing in us, it is found among us.’	NA
dn1:1.7.0.1	2. Ethics	NA
dn1:1.7.0.2	2.1. The Shorter Section on Ethics	NA
dn1:1.7.1	When an ordinary person speaks praise of the Realized One, they speak only of trivial, insignificant details of mere ethics.	Ethics (or morality or virtue, _sīla_) is important, but it pales in comparison with the higher dimensions of the Buddha’s path. For an example of this kind of praise see [mn77:8.1](). | The Buddha often referred to himself as “the Realized One” (_tathāgata_).
dn1:1.7.2	And what are the trivial, insignificant details of mere ethics that an ordinary person speaks of?	Here the Buddha lays out in detail the ethical conduct for mendicant followers.
dn1:1.8.1	‘The ascetic Gotama has given up killing living creatures. He has renounced the rod and the sword. He’s scrupulous and kind, living full of sympathy for all living beings.’	The first and most important precept. It is not just the negative injunction to avoid killing, but also the positive injunction to have compassion for all creatures. | The Buddha is called “the ascetic Gotama” by non-Buddhists.
dn1:1.8.2	Such is an ordinary person’s praise of the Realized One.	An “ordinary person” (_puthujjana_) is anyone who has not, at minimum, entered the path to stream-entry.
dn1:1.8.3	‘The ascetic Gotama has given up stealing. He takes only what’s given, and expects only what’s given. He keeps himself clean by not thieving.’	NA
dn1:1.8.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.8.5	‘The ascetic Gotama has given up unchastity. He is chaste, set apart, avoiding the vulgar act of sex.’	“Chastity” is _brahmacariya_, literally “divine conduct”. Here it is used in the narrow sense of refraining from sex, but more commonly it has a broader sense of “spiritual life”.
dn1:1.8.6	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.9.1	‘The ascetic Gotama has given up lying. He speaks the truth and sticks to the truth. He’s honest and dependable, and doesn’t trick the world with his words.’	This is the first of the four kinds of right speech. Just as the precept of not killing implies the positive injunction to live with compassion, the precepts on speech enjoin a positive and constructive use of speech.
dn1:1.9.2	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.9.3	‘The ascetic Gotama has given up divisive speech. He doesn’t repeat in one place what he heard in another so as to divide people against each other. Instead, he reconciles those who are divided, supporting unity, delighting in harmony, loving harmony, speaking words that promote harmony.’	“Harmony” (or “unanimity”, _samagga_) does not excuse untrue, bigoted, or otherwise harmful speech. True harmony is only achieved in the presence of the Dhamma.
dn1:1.9.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.9.5	‘The ascetic Gotama has given up harsh speech. He speaks in a way that’s mellow, pleasing to the ear, lovely, going to the heart, polite, likable and agreeable to the people.’	NA
dn1:1.9.6	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.9.7	‘The ascetic Gotama has given up talking nonsense. His words are timely, true, and meaningful, in line with the teaching and training. He says things at the right time which are valuable, reasonable, succinct, and beneficial.’	_Attha_ is a polyvalent term, here taking the senses  “meaningful” and “beneficial”. Elsewhere it means “goal”, “need”, “purpose”, “lawsuit”, or “ending”, and the senses are not always easy to untangle.
dn1:1.9.8	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.10.1	‘The ascetic Gotama refrains from injuring plants and seeds.’	Buddhists generally do not regard plants as sentient, but value them as part of the ecosystem that supports all life.
dn1:1.10.2	NA	NA
dn1:1.10.3	‘He eats in one part of the day, abstaining from eating at night and food at the wrong time.’	From [mn66:6.4]() and [mn70:4.8]() we can see that “at night” means after dark, while “at the wrong time” means in the afternoon. More explicitly, these are the “wrong time at night” and the “wrong time in the day”, in which case they are both the “wrong time”.
dn1:1.10.4	‘He refrains from seeing shows of dancing, singing, and music .’	Such sensual entertainments distract and excite the mind. This and the next three precepts encourage peace of mind for meditation.
dn1:1.10.5	‘He refrains from beautifying and adorning himself with garlands, fragrance, and makeup.’	This was ignored by the Buddha’s cousin, Nanda ([sn21.8:1.2]()).
dn1:1.10.6	‘He refrains from high and luxurious beds.’	To avoid sleeping too much.
dn1:1.10.7	‘He refrains from receiving gold and currency,	Literally “gold and silver” (_jātarūparajata_), but _rajata_ is explained in [pli-tv-bu-vb-np18:2.8]() as currency of any kind.
dn1:1.10.8	raw grains,	Mendicants receive only the day’s meal and do not store or cook food.
dn1:1.10.9	raw meat,	NA
dn1:1.10.10	women and girls,	NA
dn1:1.10.11	male and female bondservants,	According to ancient Indian law (Arthaśāstra 3.13), a person in a time of trouble may bind themselves in service for a fee. Such bondservants were protected against cruelty, sexual abuse, and unfair work. After earning back the fee of their indenture they were freed, retaining their original inheritance and status.
dn1:1.10.12	goats and sheep,	These are animals raised for food.
dn1:1.10.13	chickens and pigs,	NA
dn1:1.10.14	elephants, cows, horses, and mares,	NA
dn1:1.10.15	and fields and land.’	Land for a monastery may be accepted by the Saṅgha as a community, but not by individual mendicants.
dn1:1.10.16	‘He refrains from running errands and messages;	These items are discussed in detail below. | Acting as a go-between for lay business was tempting due to the mendicants’ wandering lifestyle. However, it exposes them to risk if the message is not delivered or if it is bad news.
dn1:1.10.17	buying and selling;	For example, trading in monastery property.
dn1:1.10.18	falsifying weights, metals, or measures;	NA
dn1:1.10.19	bribery, fraud, cheating, and duplicity;	NA
dn1:1.10.20	mutilation, murder, abduction, banditry, plunder, and violence.’	NA
dn1:1.10.21	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.10.22	The shorter section on ethics is finished.	NA
dn1:1.11.0	2.2. The Middle Section on Ethics	NA
dn1:1.11.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in injuring plants and seeds.	This section expands some of the former section in further detail. | The “middle” and “large” sections on ethics are not found in briefer presentations such as [mn27:14.1]().
dn1:1.11.2	These include plants propagated from roots, stems, cuttings, or joints; and those from regular seeds as the fifth.	That these are not five “kinds of seeds” but five kinds of “plants grown from seeds” is clear from the Vinaya and its commentary ([pli-tv-bu-vb-pc11]():  _Bhūtagāmo nāma pañca bījajātāni_).
dn1:1.11.3	The ascetic Gotama refrains from such injury to plants and seeds.’	NA
dn1:1.11.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.12.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in storing up goods for their own use.	For storing up food as a sign of decline, see [dn27:17.5]().
dn1:1.12.2	This includes such things as food, drink, clothes, vehicles, bedding, fragrance, and things of the flesh.	NA
dn1:1.12.3	The ascetic Gotama refrains from storing up such goods.’	NA
dn1:1.12.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.13.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in seeing shows.	NA
dn1:1.13.2	This includes such things as dancing, singing, music, performances, and storytelling; clapping, gongs, and kettledrums; beauty pageants; pole-acrobatics and bone-washing displays of the corpse-workers; battles of elephants, horses, buffaloes, bulls, goats, rams, chickens, and quails; staff-fights, boxing, and wrestling; combat, roll calls of the armed forces, battle-formations, and regimental reviews.	_Sobhanaka_ (“beauty pageant”) is explained by the commentary as the movement (or “sprinkling”) of dancers, or their beautification and painting. The PTS reading _sobha-nagarakaṁ_, supported by an unrelated reference to a _gandhabba_ city of that name, is spurious. | _Caṇḍālaṁ vaṁsaṁ dhovanaṁ_ should be a compound, as shown by the prose to [ja498](), where it is a performance by corpse-workers (_caṇḍāla_) in Ujjenī. _Vaṁsa_ is the bamboo used by _caṇḍāla_ acrobats ([sn47.19]()). _Dhovana_ is referred by the commentary to [an10.107](), where it is a southern ceremony accompanied by drink and dance. The commentaries to AN and DN say it was the ritual washing of the bones of the buried dead after the decomposition of the flesh. Such “second funeral” rites have been observed world-wide. From the Jātaka it appears that the tradition had declined to a mere display for passers-by, perhaps featuring naked tribal girls. | _Uyodhika_ is sometimes said to be “sham fights”, but at [an10.30]() it is not a sham. And the definition at [pli-tv-bu-vb-pc50]() says “where strife is seen”.
dn1:1.13.3	The ascetic Gotama refrains from such shows.’	NA
dn1:1.13.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.14.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in gambling that causes negligence.	See too [dn31:11.1]().
dn1:1.14.2	This includes such things as checkers with eight or ten rows, checkers in the air, hopscotch, spillikins, board-games, tip-cat, drawing straws, dice, leaf-flutes, toy plows, somersaults, pinwheels, toy measures, toy carts, toy bows, guessing words from syllables, guessing another’s thoughts, and imitating musical instruments.	“Checkers” (_aṭṭhapada_) was presumably the ancestor of the Gupta period _caturaṅga_ and hence modern chess. | _Yathāvajja_ is explained in the commentary as “mimicking deformities”, but I cannot find support elsewhere in Pali or Sanskrit for _vajja_ in this sense. More likely it refers to musical instruments (Sanskrit _vādya_).
dn1:1.14.3	The ascetic Gotama refrains from such gambling.’	NA
dn1:1.14.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.15.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still make use of high and luxurious bedding.	NA
dn1:1.15.2	This includes such things as sofas, couches, woolen covers—shag-piled, colorful, white, embroidered with flowers, quilted, embroidered with animals, double- or single-fringed—and silk covers studded with gems, as well as silken sheets, woven carpets, rugs for elephants, horses, or chariots, antelope hide rugs, and spreads of fine deer hide, with a canopy above and red cushions at both ends.	NA
dn1:1.15.3	The ascetic Gotama refrains from such bedding.’	NA
dn1:1.15.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.16.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in beautifying and adorning themselves with garlands, fragrance, and makeup.	NA
dn1:1.16.2	This includes such things as applying beauty products by anointing, massaging, bathing, and rubbing; mirrors, ointments, garlands, fragrances, and makeup; face-powder, foundation, bracelets, headbands, fancy walking-sticks or containers, rapiers, parasols, fancy sandals, turbans, jewelry, chowries, and long-fringed white robes.	NA
dn1:1.16.3	The ascetic Gotama refrains from such beautification and adornment.’	NA
dn1:1.16.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.17.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in low talk. This includes such topics as	_Tiracchānakathā_ literally means “animal talk”. The Pali word for animal, _tiracchāna_ has the sense of “moving horizontally”, and “low talk” is that which does not elevate.
dn1:1.17.2	talk about kings, bandits, and ministers; talk about armies, threats, and wars; talk about food, drink, clothes, and beds; talk about garlands and fragrances; talk about family, vehicles, villages, towns, cities, and countries; talk about women and heroes; street talk and well talk; talk about the departed; motley talk; tales of land and sea; and talk about being reborn in this or that place.	_Bhavābhava_ does not mean “existence and non-existence” but is a distributive compound, “this or that state of existence”. Indian religious texts are full of discussions about different heavens and hells.
dn1:1.17.3	The ascetic Gotama refrains from such low talk.’	NA
dn1:1.17.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.18.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in arguments.	NA
dn1:1.18.2	They say such things as: “You don’t understand this teaching and training. I understand this teaching and training. What, you understand this teaching and training? You’re practicing wrong. I’m practicing right. I stay on topic, you don’t. You said last what you should have said first. You said first what you should have said last. What you’ve thought so much about has been disproved. Your doctrine is refuted. Go on, save your doctrine! You’re trapped; get yourself out of this—if you can!”	The folly of disputatiousness is a consistent theme in the suttas, but is a special focus of the Aṭṭhakavagga of the Suttanipāta.
dn1:1.18.3	The ascetic Gotama refrains from such argumentative talk.’	NA
dn1:1.18.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.19.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in running errands and messages.	NA
dn1:1.19.2	This includes running errands for rulers, ministers, aristocrats, brahmins, householders, or princes who say: “Go here, go there. Take this, bring that from there.”	“Rulers” (_raññaṁ_, genitive plural) include hereditary kings as well as the elected joint leaders of republican states such as the Sakyans or Vajjis.
dn1:1.19.3	The ascetic Gotama refrains from such errands.’	NA
dn1:1.19.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.20.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in deceit, flattery, hinting, and belittling, and using material things to chase after other material things.	Some renunciants like to butter up potential donors, or make ostentatious displays to prompt further donations. | “Using material possessions to chase after other material possessions” includes trading monastery property for profit.
dn1:1.20.2	The ascetic Gotama refrains from such deceit and flattery.’	NA
dn1:1.20.3	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.20.4	The middle section on ethics is finished.	NA
dn1:1.21.0	2.3. The Large Section on Ethics	NA
dn1:1.21.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	This section focuses on practices that are wrong livelihood for a mendicant, though not for lay people. The Vinaya explains “low lore” as whatever is non-Buddhist or useless ([pli-tv-bi-vb-pc49]()), while the commentary says it leads not to emancipation but to heaven.
dn1:1.21.2	This includes such fields as limb-reading, omenology, divining celestial portents, interpreting dreams, divining bodily marks, divining holes in cloth gnawed by mice, fire offerings, ladle offerings, offerings of husks, rice powder, rice, ghee, or oil; offerings from the mouth, blood sacrifices, palmistry; geomancy for building sites, fields, and cemeteries; exorcisms, earth magic, snake charming, poisons; the lore of the scorpion, the rat, the bird, and the crow; prophesying lifespan, chanting for protection, and divining omens from wild animals.	Reading _khattavijjā_ (“political science”) per variant as _khettavijjā_ (“geomancy”). | _Sara_ in _saraparitta_ means “sound” not “arrow”; compare with _sarabhañña_ “chanting”. | _Migacakka_ is explained in the commentary, supported by the astrological text Bṛhatsaṁhitā, as interpretation of the cries and behaviors of wild animals. Here the suffix _-cakka_ refers to the field of study. See also [mil5.3.7:6.1]() _sācakkaṁ migacakkaṁ antaracakkaṁ_ (“divining omens from dogs, wild animals, and the directions around”), terms which are also found at Bṛhatsaṁhitā 2.
dn1:1.21.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.21.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.22.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	NA
dn1:1.22.2	This includes reading the marks of gems, cloth, clubs, swords, spears, arrows, bows, weapons, women, men, boys, girls, male and female bondservants, elephants, horses, buffaloes, bulls, cows, goats, rams, chickens, quails, monitor lizards, rabbits, tortoises, or deer.	The commentary oddly has “earrings or house-gables” for _kaṇṇika_ (“eared one”), but it must be “rabbit”, for which see _sasakaṇṇikā_ at [ja535:76]().
dn1:1.22.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.22.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.23.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	NA
dn1:1.23.2	This includes making predictions that the king will march forth or march back; or that our king will attack and the enemy king will retreat, or vice versa; or that our king will triumph and the enemy king will be defeated, or vice versa; and so there will be victory for one and defeat for the other.	NA
dn1:1.23.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.23.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.24.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	NA
dn1:1.24.2	This includes making predictions that there will be an eclipse of the moon, or sun, or stars; that the sun, moon, and stars will be in conjunction or in opposition; that there will be a meteor shower, a fiery sky, an earthquake, or thunder in the heavens; that there will be a rising, a setting, a darkening, a brightening of the moon, sun, and stars. And it also includes making predictions about the results of all such phenomena.	Despite this, astrology is commonly practiced today among Buddhist mendicants. | _(Up)pathagamana_ can hardly mean that the sun, moon, and stars will “go astray”. Rather, _patha_ here has the sense of “range”, so it means “come within range”, which describes an astrological conjunction. | For “fiery sky” (_disāḍāha_) as an ill omen, see _diśāṁ dāhe_ at Manusmṛti 4.115.
dn1:1.24.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.24.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.25.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	NA
dn1:1.25.2	This includes predicting whether there will be plenty of rain or drought; plenty to eat or famine; an abundant harvest or a bad harvest; security or peril; sickness or health. It also includes such occupations as arithmetic, accounting, calculating, poetry, and cosmology.	“Cosmology” (_lokāyata_) in early Buddhist texts is not, as it later became known, the heterodox school of materialism. Rather, it was a branch of worldly knowledge within regular Vedic studies concerned with the nature and extent of the world and how this may be known ([an9.38](), [sn12.48]()).
dn1:1.25.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.25.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.26.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	NA
dn1:1.26.2	This includes making arrangements for giving and taking in marriage; for engagement and divorce; and for scattering rice inwards or outwards at the wedding ceremony. It also includes casting spells for good or bad luck, treating impacted fetuses, binding the tongue, or locking the jaws; charms for the hands and ears; questioning a mirror, a girl, or a god as an oracle; worshiping the sun, worshiping the Great One, breathing fire, and invoking Siri, the goddess of luck.	The commentary has _saṅkiraṇa_/_vikiraṇa_ as “saving and spending” (cp. [snp1.6:23.1]()), but it seems unlikely. _Vikiraṇa_ means “scattering” food or sand, while Sanskrit  _vikira_ is the ritual scattering of rice. Given the context, I think it refers to the custom of scattering rice at a wedding. | For _viruddhagabbhakaraṇa_, _viruddha_ means “obstructed”. The commentary here, in general agreement with the Niddesa on _gabbhakaraṇa_ at [snp4.14](), explains as giving treatments for the survival of the fetus. | I omit _hanujappana_ as it is absent from the commentary and seems to have just arisen by confusion.
dn1:1.26.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.26.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.27.1	‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by low lore, by wrong livelihood.	NA
dn1:1.27.2	This includes rites for propitiation, for granting wishes, for ghosts, for the earth, for rain, for property settlement, and for preparing and consecrating house sites, and rites involving rinsing and bathing, and oblations. It also includes administering emetics, purgatives, expectorants, and phlegmagogues; administering ear-oils, eye restoratives, nasal medicine, ointments, and counter-ointments; surgery with needle and scalpel, treating children, prescribing root medicines, and binding on herbs.	Medicine is right livelihood, but a mendicant should not make a living from it. They may treat fellow mendicants, family members, or those close to the monastery. | _Santikamma_ is the Sanskrit _śāntikakarman_, a rite for averting evil. | For _vassakamma_ and _vossakamma_, the commentary has “fertile and infertile men” (_vassoti puriso, vossoti paṇḍako_), taking “rain” as a metaphor for semen. Such usages do have precedent elsewhere. But in context I take _vassa_ simply as “rain” and _vossa_ as equivalent to Sanskrit _vyavasya_ in the sense of making a settlement for land. | I take _paṭimokkho_ in the sense of “binding” (cf. _paṭimukka_ at [mn38:41.11]() etc.) rather than the commentary’s “release” (from the effects of caustic medicines; cf. [tha-ap25:5.4]()).
dn1:1.27.3	The ascetic Gotama refrains from such low lore, such wrong livelihood.’	NA
dn1:1.27.4	Such is an ordinary person’s praise of the Realized One.	NA
dn1:1.27.5	These are the trivial, insignificant details of mere ethics that an ordinary person speaks of when they speak praise of the Realized One.	NA
dn1:1.27.6	The longer section on ethics is finished.	NA
dn1:1.28.0.1	3. Views	NA
dn1:1.28.0.2	3.1. Theories About the Past	NA
dn1:1.28.1	There are other principles—deep, hard to see, hard to understand, peaceful, sublime, beyond the scope of logic, subtle, comprehensible to the astute—which the Realized One makes known after realizing them with his own insight. Those who genuinely praise the Realized One would rightly speak of these things.	One meaning of _dhamma_ is “principle” in the sense of a natural law as well as a moral value. | Here begins the famous exposition of the sixty-two views. The subtlety of the analysis lies in how, rather than refuting the details of the views, the Buddha traces them all back to their fundamental psychology.
dn1:1.28.2	And what are these principles?	NA
dn1:1.29.1	There are some ascetics and brahmins who theorize about the past, and assert various hypotheses concerning the past on eighteen grounds.	NA
dn1:1.29.2	And what are the eighteen grounds on which they rely?	NA
dn1:1.30.0	3.1.1. Eternalism	NA
dn1:1.30.1	There are some ascetics and brahmins who are eternalists, who assert that the self and the cosmos are eternal on four grounds.	In such contexts, the “self” (_attā_) is a postulated metaphysical entity rather than a simple psychological sense of personal identity. The nature of this “self” or “soul” was endlessly debated. The Buddha rejected all theories of a “self”, and elsewhere it is said that “identity view” underlies all sixty-two views of the Brahmajāla ([sn41.3:4.13]()). | The “cosmos” is the _loka_, otherwise translated as “world”. This sometimes refers to the simple physical realm, sometimes to the world of experience, or else, as here, the vast universe as conceived in ancient Indian thought.
dn1:1.30.2	And what are the four grounds on which they rely?	NA
dn1:1.31.1	It’s when some ascetic or brahmin—by dint of keen, resolute, committed, and diligent effort, and right application of mind—experiences an immersion of the heart of such a kind that they recollect their many kinds of past lives.	“Immersion” (_samādhi_) is deep meditative stillness. The word conveys the sense of “gathered”, “collected”, with a secondary sense of “ignited”, “illuminated”. The practice of _samādhi_ (or _jhāna_, “absorption”) has never been regarded as uniquely Buddhist. However, right meditation begins with right view. Since these meditators begin with wrong view, their _samādhi_ is “wrong” because it merely reinforces their error.
dn1:1.31.2	That is: one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths. They remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details.	The recollection of past lives is specific, detailed, and confident as it is based on the clear mind of deep immersion.
dn1:1.31.3	They say:	NA
dn1:1.31.4	‘The self and the cosmos are eternal, barren, steady as a mountain peak, standing firm like a pillar.	This is the Upaniṣadic view of the eternal _ātman_ that is the immanent soul of the world or cosmos, _loka_. Elsewhere in the suttas such theorists assert that the self and the cosmos are identical ([sn24.3:1.3](): _so attā so loko_).
dn1:1.31.5	They remain the same for all eternity, while these sentient beings wander and transmigrate and pass away and rearise.	The eternal “self” is contrasted with the ephemeral lives of beings. | The famous word _saṁsara_ is often understood as a “cycle” of rebirths, but the meaning is, rather, to “wander on” or “transmigrate”. | For the phrase _sassatisamaṁ_ (“lasting forever and ever”), compare Bṛhadāraṇyaka Upaniṣad 5.10.1: “He reaches that world free of sorrow and snow, where he lives forever and ever” (_sa lokam āgacchaty aśokam ahimam | tasmin vasati śāśvatīḥ samāḥ_).
dn1:1.31.6	Why is that?	NA
dn1:1.31.7	Because by dint of keen, resolute, committed, and diligent effort, and right application of mind I experience an immersion of the heart of such a kind that I recollect my many kinds of past lives,	NA
dn1:1.31.8	with features and details.	NA
dn1:1.31.9	Because of this I know:	Their meditative experience revealed a process of transient and changing lives, yet from that they infer that there must be an eternal self.
dn1:1.31.10	“The self and the cosmos are eternal, barren, steady as a mountain peak, standing firm like a pillar.	NA
dn1:1.31.11	They remain the same for all eternity, while these sentient beings wander and transmigrate and pass away and rearise.”’	NA
