segment_id	segment_text	sutta	section_num	segment_num	collection	sutta_num	title
mn1:13.2	Having perceived those of abundant fruit as those of abundant fruit, they conceive them to be those of abundant fruit …	mn1	13	2	mn	1	The Root of All Things
mn1:13.3	Why is that?	mn1	13	3	mn	1	The Root of All Things
mn1:13.4	Because they haven’t completely understood it, I say.	mn1	13	4	mn	1	The Root of All Things
mn1:14.1	They perceive the Vanquisher as the Vanquisher.	mn1	14	1	mn	1	The Root of All Things
mn1:14.2	Having perceived the Vanquisher as the Vanquisher, they conceive him to be the Vanquisher …	mn1	14	2	mn	1	The Root of All Things
mn1:14.3	Why is that?	mn1	14	3	mn	1	The Root of All Things
mn1:14.4	Because they haven’t completely understood it, I say.	mn1	14	4	mn	1	The Root of All Things
mn1:15.1	They perceive the dimension of infinite space as the dimension of infinite space.	mn1	15	1	mn	1	The Root of All Things
mn1:15.2	Having perceived the dimension of infinite space as the dimension of infinite space, they conceive it to be the dimension of infinite space …	mn1	15	2	mn	1	The Root of All Things
mn1:15.3	Why is that?	mn1	15	3	mn	1	The Root of All Things
mn1:15.4	Because they haven’t completely understood it, I say.	mn1	15	4	mn	1	The Root of All Things
mn1:16.1	They perceive the dimension of infinite consciousness as the dimension of infinite consciousness.	mn1	16	1	mn	1	The Root of All Things
mn1:16.2	Having perceived the dimension of infinite consciousness as the dimension of infinite consciousness, they conceive it to be the dimension of infinite consciousness …	mn1	16	2	mn	1	The Root of All Things
mn1:16.3	Why is that?	mn1	16	3	mn	1	The Root of All Things
mn1:16.4	Because they haven’t completely understood it, I say.	mn1	16	4	mn	1	The Root of All Things
mn1:17.1	They perceive the dimension of nothingness as the dimension of nothingness.	mn1	17	1	mn	1	The Root of All Things
mn1:17.2	Having perceived the dimension of nothingness as the dimension of nothingness, they conceive it to be the dimension of nothingness …	mn1	17	2	mn	1	The Root of All Things
mn1:17.3	Why is that?	mn1	17	3	mn	1	The Root of All Things
mn1:17.4	Because they haven’t completely understood it, I say.	mn1	17	4	mn	1	The Root of All Things
mn1:18.1	They perceive the dimension of neither perception nor non-perception as the dimension of neither perception nor non-perception.	mn1	18	1	mn	1	The Root of All Things
mn1:18.2	Having perceived the dimension of neither perception nor non-perception as the dimension of neither perception nor non-perception, they conceive it to be the dimension of neither perception nor non-perception …	mn1	18	2	mn	1	The Root of All Things
mn1:18.3	Why is that?	mn1	18	3	mn	1	The Root of All Things
mn1:18.4	Because they haven’t completely understood it, I say.	mn1	18	4	mn	1	The Root of All Things
mn1:19.1	They perceive the seen as the seen.	mn1	19	1	mn	1	The Root of All Things
mn1:19.2	Having perceived the seen as the seen, they conceive it to be the seen …	mn1	19	2	mn	1	The Root of All Things
mn1:19.3	Why is that?	mn1	19	3	mn	1	The Root of All Things
mn1:19.4	Because they haven’t completely understood it, I say.	mn1	19	4	mn	1	The Root of All Things
mn1:20.1	They perceive the heard as the heard.	mn1	20	1	mn	1	The Root of All Things
mn1:20.2	Having perceived the heard as the heard, they conceive it to be the heard …	mn1	20	2	mn	1	The Root of All Things
mn1:20.3	Why is that?	mn1	20	3	mn	1	The Root of All Things
mn1:20.4	Because they haven’t completely understood it, I say.	mn1	20	4	mn	1	The Root of All Things
mn1:21.1	They perceive the thought as the thought.	mn1	21	1	mn	1	The Root of All Things
mn1:21.2	Having perceived the thought as the thought, they conceive it to be the thought …	mn1	21	2	mn	1	The Root of All Things
mn1:21.3	Why is that?	mn1	21	3	mn	1	The Root of All Things
mn1:21.4	Because they haven’t completely understood it, I say.	mn1	21	4	mn	1	The Root of All Things
mn1:22.1	They perceive the known as the known.	mn1	22	1	mn	1	The Root of All Things
mn1:22.2	Having perceived the known as the known, they conceive it to be the known …	mn1	22	2	mn	1	The Root of All Things
mn1:22.3	Why is that?	mn1	22	3	mn	1	The Root of All Things
mn1:22.4	Because they haven’t completely understood it, I say.	mn1	22	4	mn	1	The Root of All Things
mn1:23.1	They perceive oneness as oneness.	mn1	23	1	mn	1	The Root of All Things
mn1:23.2	Having perceived oneness as oneness, they conceive it to be oneness …	mn1	23	2	mn	1	The Root of All Things
mn1:23.3	Why is that?	mn1	23	3	mn	1	The Root of All Things
mn1:23.4	Because they haven’t completely understood it, I say.	mn1	23	4	mn	1	The Root of All Things
mn1:24.1	They perceive diversity as diversity.	mn1	24	1	mn	1	The Root of All Things
mn1:24.2	Having perceived diversity as diversity, they conceive it to be diversity …	mn1	24	2	mn	1	The Root of All Things
mn1:24.3	Why is that?	mn1	24	3	mn	1	The Root of All Things
mn1:24.4	Because they haven’t completely understood it, I say.	mn1	24	4	mn	1	The Root of All Things
mn1:25.1	They perceive all as all.	mn1	25	1	mn	1	The Root of All Things
mn1:25.2	Having perceived all as all, they conceive it to be all …	mn1	25	2	mn	1	The Root of All Things
mn1:25.3	Why is that?	mn1	25	3	mn	1	The Root of All Things
mn1:25.4	Because they haven’t completely understood it, I say.	mn1	25	4	mn	1	The Root of All Things
mn1:26.1	They perceive extinguishment as extinguishment.	mn1	26	1	mn	1	The Root of All Things
mn1:26.2	Having perceived extinguishment as extinguishment, they conceive it to be extinguishment, they conceive it in extinguishment, they conceive it as extinguishment, they conceive that ‘extinguishment is mine’, they approve extinguishment.	mn1	26	2	mn	1	The Root of All Things
mn1:26.3	Why is that?	mn1	26	3	mn	1	The Root of All Things
mn1:26.4	Because they haven’t completely understood it, I say.	mn1	26	4	mn	1	The Root of All Things
mn1:27.1	A mendicant who is a trainee, who hasn’t achieved their heart’s desire, but lives aspiring to the supreme sanctuary from the yoke, directly knows earth as earth.	mn1	27	1	mn	1	The Root of All Things
mn1:27.2	Having directly known earth as earth, let them not conceive it to be earth, let them not conceive it in earth, let them not conceive it as earth, let them not conceive that ‘earth is mine’, let them not approve earth.	mn1	27	2	mn	1	The Root of All Things
mn1:27.3	Why is that?	mn1	27	3	mn	1	The Root of All Things
mn1:27.4	So that they may completely understand it, I say.	mn1	27	4	mn	1	The Root of All Things
mn1:28.1	They directly know water …	mn1	28	1	mn	1	The Root of All Things
mn1:29.1	fire …	mn1	29	1	mn	1	The Root of All Things
mn1:30.1	air …	mn1	30	1	mn	1	The Root of All Things
mn1:31.1	creatures …	mn1	31	1	mn	1	The Root of All Things
mn1:32.1	gods …	mn1	32	1	mn	1	The Root of All Things
mn1:33.1	the Progenitor …	mn1	33	1	mn	1	The Root of All Things
mn1:34.1	the Divinity …	mn1	34	1	mn	1	The Root of All Things
mn1:35.1	those of streaming radiance …	mn1	35	1	mn	1	The Root of All Things
mn1:36.1	those replete with glory …	mn1	36	1	mn	1	The Root of All Things
mn1:37.1	those of abundant fruit …	mn1	37	1	mn	1	The Root of All Things
mn1:38.1	the Vanquisher …	mn1	38	1	mn	1	The Root of All Things
mn1:39.1	the dimension of infinite space …	mn1	39	1	mn	1	The Root of All Things
mn1:40.1	the dimension of infinite consciousness …	mn1	40	1	mn	1	The Root of All Things
mn1:41.1	the dimension of nothingness …	mn1	41	1	mn	1	The Root of All Things
mn1:42.1	the dimension of neither perception nor non-perception …	mn1	42	1	mn	1	The Root of All Things
mn1:43.1	the seen …	mn1	43	1	mn	1	The Root of All Things
mn1:44.1	the heard …	mn1	44	1	mn	1	The Root of All Things
mn1:45.1	the thought …	mn1	45	1	mn	1	The Root of All Things
mn1:46.1	the known …	mn1	46	1	mn	1	The Root of All Things
mn1:47.1	oneness …	mn1	47	1	mn	1	The Root of All Things
mn1:48.1	diversity …	mn1	48	1	mn	1	The Root of All Things
mn1:49.1	all …	mn1	49	1	mn	1	The Root of All Things
mn1:50.1	They directly know extinguishment as extinguishment.	mn1	50	1	mn	1	The Root of All Things
mn1:50.2	Having directly known extinguishment as extinguishment, let them not conceive it to be extinguishment, let them not conceive it in extinguishment, let them not conceive it as extinguishment, let them not conceive that ‘extinguishment is mine’, let them not approve extinguishment.	mn1	50	2	mn	1	The Root of All Things
mn1:50.3	Why is that?	mn1	50	3	mn	1	The Root of All Things
mn1:50.4	So that they may completely understand it, I say.	mn1	50	4	mn	1	The Root of All Things
mn1:51.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	mn1	51	1	mn	1	The Root of All Things
mn1:51.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	mn1	51	2	mn	1	The Root of All Things
mn1:51.3	Why is that?	mn1	51	3	mn	1	The Root of All Things
mn1:51.4	Because they have completely understood it, I say.	mn1	51	4	mn	1	The Root of All Things
mn1:52.1	They directly know water …	mn1	52	1	mn	1	The Root of All Things
mn1:53.1	fire …	mn1	53	1	mn	1	The Root of All Things
mn1:54.1	air …	mn1	54	1	mn	1	The Root of All Things
mn1:55.1	creatures …	mn1	55	1	mn	1	The Root of All Things
mn1:56.1	gods …	mn1	56	1	mn	1	The Root of All Things
mn1:57.1	the Progenitor …	mn1	57	1	mn	1	The Root of All Things
mn1:58.1	the Divinity …	mn1	58	1	mn	1	The Root of All Things
mn1:59.1	those of streaming radiance …	mn1	59	1	mn	1	The Root of All Things
mn1:60.1	those replete with glory …	mn1	60	1	mn	1	The Root of All Things
mn1:61.1	those of abundant fruit …	mn1	61	1	mn	1	The Root of All Things
mn1:62.1	the Vanquisher …	mn1	62	1	mn	1	The Root of All Things
mn1:63.1	the dimension of infinite space …	mn1	63	1	mn	1	The Root of All Things
mn1:64.1	the dimension of infinite consciousness …	mn1	64	1	mn	1	The Root of All Things
mn1:65.1	the dimension of nothingness …	mn1	65	1	mn	1	The Root of All Things
mn1:66.1	the dimension of neither perception nor non-perception …	mn1	66	1	mn	1	The Root of All Things
mn1:67.1	the seen …	mn1	67	1	mn	1	The Root of All Things
mn1:68.1	the heard …	mn1	68	1	mn	1	The Root of All Things
mn1:69.1	the thought …	mn1	69	1	mn	1	The Root of All Things
mn1:70.1	the known …	mn1	70	1	mn	1	The Root of All Things
mn1:71.1	oneness …	mn1	71	1	mn	1	The Root of All Things
mn1:72.1	diversity …	mn1	72	1	mn	1	The Root of All Things
mn1:73.1	all …	mn1	73	1	mn	1	The Root of All Things
mn1:74.1	They directly know extinguishment as extinguishment.	mn1	74	1	mn	1	The Root of All Things
mn1:74.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	mn1	74	2	mn	1	The Root of All Things
mn1:74.3	Why is that?	mn1	74	3	mn	1	The Root of All Things
mn1:74.4	Because they have completely understood it, I say.	mn1	74	4	mn	1	The Root of All Things
mn1:75.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	mn1	75	1	mn	1	The Root of All Things
mn1:75.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	mn1	75	2	mn	1	The Root of All Things
mn1:75.3	Why is that?	mn1	75	3	mn	1	The Root of All Things
mn1:75.4	Because they’re free of greed due to the ending of greed.	mn1	75	4	mn	1	The Root of All Things
mn1:76.1	They directly know water …	mn1	76	1	mn	1	The Root of All Things
mn1:77.1	fire …	mn1	77	1	mn	1	The Root of All Things
mn1:78.1	air …	mn1	78	1	mn	1	The Root of All Things
mn1:79.1	creatures …	mn1	79	1	mn	1	The Root of All Things
mn1:80.1	gods …	mn1	80	1	mn	1	The Root of All Things
mn1:81.1	the Progenitor …	mn1	81	1	mn	1	The Root of All Things
mn1:82.1	the Divinity …	mn1	82	1	mn	1	The Root of All Things
mn1:83.1	those of streaming radiance …	mn1	83	1	mn	1	The Root of All Things
mn1:84.1	those replete with glory …	mn1	84	1	mn	1	The Root of All Things
mn1:85.1	those of abundant fruit …	mn1	85	1	mn	1	The Root of All Things
mn1:86.1	the Vanquisher …	mn1	86	1	mn	1	The Root of All Things
mn1:87.1	the dimension of infinite space …	mn1	87	1	mn	1	The Root of All Things
mn1:88.1	the dimension of infinite consciousness …	mn1	88	1	mn	1	The Root of All Things
mn1:89.1	the dimension of nothingness …	mn1	89	1	mn	1	The Root of All Things
mn1:90.1	the dimension of neither perception nor non-perception …	mn1	90	1	mn	1	The Root of All Things
mn1:91.1	the seen …	mn1	91	1	mn	1	The Root of All Things
mn1:92.1	the heard …	mn1	92	1	mn	1	The Root of All Things
mn1:93.1	the thought …	mn1	93	1	mn	1	The Root of All Things
mn1:94.1	the known …	mn1	94	1	mn	1	The Root of All Things
mn1:95.1	oneness …	mn1	95	1	mn	1	The Root of All Things
mn1:96.1	diversity …	mn1	96	1	mn	1	The Root of All Things
mn1:97.1	all …	mn1	97	1	mn	1	The Root of All Things
mn1:98.1	They directly know extinguishment as extinguishment.	mn1	98	1	mn	1	The Root of All Things
mn1:98.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	mn1	98	2	mn	1	The Root of All Things
mn1:98.3	Why is that?	mn1	98	3	mn	1	The Root of All Things
mn1:98.4	Because they’re free of greed due to the ending of greed.	mn1	98	4	mn	1	The Root of All Things
mn1:99.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	mn1	99	1	mn	1	The Root of All Things
mn1:99.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	mn1	99	2	mn	1	The Root of All Things
mn1:99.3	Why is that?	mn1	99	3	mn	1	The Root of All Things
mn1:99.4	Because they’re free of hate due to the ending of hate.	mn1	99	4	mn	1	The Root of All Things
mn1:100.1	They directly know water …	mn1	100	1	mn	1	The Root of All Things
mn1:101.1	fire …	mn1	101	1	mn	1	The Root of All Things
mn1:102.1	air …	mn1	102	1	mn	1	The Root of All Things
mn1:103.1	creatures …	mn1	103	1	mn	1	The Root of All Things
mn1:104.1	gods …	mn1	104	1	mn	1	The Root of All Things
mn1:105.1	the Progenitor …	mn1	105	1	mn	1	The Root of All Things
mn1:106.1	the Divinity …	mn1	106	1	mn	1	The Root of All Things
mn1:107.1	those of streaming radiance …	mn1	107	1	mn	1	The Root of All Things
mn1:108.1	those replete with glory …	mn1	108	1	mn	1	The Root of All Things
mn1:109.1	those of abundant fruit …	mn1	109	1	mn	1	The Root of All Things
mn1:110.1	the Vanquisher …	mn1	110	1	mn	1	The Root of All Things
mn1:111.1	the dimension of infinite space …	mn1	111	1	mn	1	The Root of All Things
mn1:112.1	the dimension of infinite consciousness …	mn1	112	1	mn	1	The Root of All Things
mn1:113.1	the dimension of nothingness …	mn1	113	1	mn	1	The Root of All Things
mn1:114.1	the dimension of neither perception nor non-perception …	mn1	114	1	mn	1	The Root of All Things
mn1:115.1	the seen …	mn1	115	1	mn	1	The Root of All Things
mn1:116.1	the heard …	mn1	116	1	mn	1	The Root of All Things
mn1:117.1	the thought …	mn1	117	1	mn	1	The Root of All Things
mn1:118.1	the known …	mn1	118	1	mn	1	The Root of All Things
mn1:119.1	oneness …	mn1	119	1	mn	1	The Root of All Things
mn1:120.1	diversity …	mn1	120	1	mn	1	The Root of All Things
mn1:121.1	all …	mn1	121	1	mn	1	The Root of All Things
mn1:122.1	They directly know extinguishment as extinguishment.	mn1	122	1	mn	1	The Root of All Things
mn1:122.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	mn1	122	2	mn	1	The Root of All Things
mn1:122.3	Why is that?	mn1	122	3	mn	1	The Root of All Things
mn1:122.4	Because they’re free of hate due to the ending of hate.	mn1	122	4	mn	1	The Root of All Things
mn1:123.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	mn1	123	1	mn	1	The Root of All Things
mn1:123.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	mn1	123	2	mn	1	The Root of All Things
mn1:123.3	Why is that?	mn1	123	3	mn	1	The Root of All Things
mn1:123.4	Because they’re free of delusion due to the ending of delusion.	mn1	123	4	mn	1	The Root of All Things
mn1:124.1	They directly know water …	mn1	124	1	mn	1	The Root of All Things
mn1:125.1	fire …	mn1	125	1	mn	1	The Root of All Things
mn1:126.1	air …	mn1	126	1	mn	1	The Root of All Things
mn1:127.1	creatures …	mn1	127	1	mn	1	The Root of All Things
mn1:128.1	gods …	mn1	128	1	mn	1	The Root of All Things
mn1:129.1	the Progenitor …	mn1	129	1	mn	1	The Root of All Things
mn1:130.1	the Divinity …	mn1	130	1	mn	1	The Root of All Things
mn1:131.1	those of streaming radiance …	mn1	131	1	mn	1	The Root of All Things
mn1:132.1	those replete with glory …	mn1	132	1	mn	1	The Root of All Things
mn1:133.1	those of abundant fruit …	mn1	133	1	mn	1	The Root of All Things
mn1:134.1	the Vanquisher …	mn1	134	1	mn	1	The Root of All Things
mn1:135.1	the dimension of infinite space …	mn1	135	1	mn	1	The Root of All Things
mn1:136.1	the dimension of infinite consciousness …	mn1	136	1	mn	1	The Root of All Things
mn1:137.1	the dimension of nothingness …	mn1	137	1	mn	1	The Root of All Things
mn1:138.1	the dimension of neither perception nor non-perception …	mn1	138	1	mn	1	The Root of All Things
mn1:139.1	the seen …	mn1	139	1	mn	1	The Root of All Things
mn1:140.1	the heard …	mn1	140	1	mn	1	The Root of All Things
mn1:141.1	the thought …	mn1	141	1	mn	1	The Root of All Things
mn1:142.1	the known …	mn1	142	1	mn	1	The Root of All Things
mn1:143.1	oneness …	mn1	143	1	mn	1	The Root of All Things
mn1:144.1	diversity …	mn1	144	1	mn	1	The Root of All Things
mn1:145.1	all …	mn1	145	1	mn	1	The Root of All Things
mn1:146.1	They directly know extinguishment as extinguishment.	mn1	146	1	mn	1	The Root of All Things
mn1:146.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	mn1	146	2	mn	1	The Root of All Things
mn1:146.3	Why is that?	mn1	146	3	mn	1	The Root of All Things
mn1:146.4	Because they’re free of delusion due to the ending of delusion.	mn1	146	4	mn	1	The Root of All Things
mn1:147.1	The Realized One, the perfected one, the fully awakened Buddha directly knows earth as earth.	mn1	147	1	mn	1	The Root of All Things
mn1:147.2	Having directly known earth as earth, he does not conceive it to be earth, he does not conceive it in earth, he does not conceive it as earth, he does not conceive that ‘earth is mine’, he does not approve earth.	mn1	147	2	mn	1	The Root of All Things
mn1:147.3	Why is that?	mn1	147	3	mn	1	The Root of All Things
mn1:147.4	Because the Realized One has completely understood it to the end, I say.	mn1	147	4	mn	1	The Root of All Things
mn1:148.1	He directly knows water …	mn1	148	1	mn	1	The Root of All Things
mn1:149.1	fire …	mn1	149	1	mn	1	The Root of All Things
mn1:150.1	air …	mn1	150	1	mn	1	The Root of All Things
mn1:151.1	creatures …	mn1	151	1	mn	1	The Root of All Things
mn1:152.1	gods …	mn1	152	1	mn	1	The Root of All Things
mn1:153.1	the Progenitor …	mn1	153	1	mn	1	The Root of All Things
mn1:154.1	the Divinity …	mn1	154	1	mn	1	The Root of All Things
mn1:155.1	those of streaming radiance …	mn1	155	1	mn	1	The Root of All Things
mn1:156.1	those replete with glory …	mn1	156	1	mn	1	The Root of All Things
mn1:157.1	those of abundant fruit …	mn1	157	1	mn	1	The Root of All Things
mn1:158.1	the Vanquisher …	mn1	158	1	mn	1	The Root of All Things
mn1:159.1	the dimension of infinite space …	mn1	159	1	mn	1	The Root of All Things
mn1:160.1	the dimension of infinite consciousness …	mn1	160	1	mn	1	The Root of All Things
mn1:161.1	the dimension of nothingness …	mn1	161	1	mn	1	The Root of All Things
mn1:162.1	the dimension of neither perception nor non-perception …	mn1	162	1	mn	1	The Root of All Things
mn1:163.1	the seen …	mn1	163	1	mn	1	The Root of All Things
mn1:164.1	the heard …	mn1	164	1	mn	1	The Root of All Things
mn1:165.1	the thought …	mn1	165	1	mn	1	The Root of All Things
mn1:166.1	the known …	mn1	166	1	mn	1	The Root of All Things
mn1:167.1	oneness …	mn1	167	1	mn	1	The Root of All Things
mn1:168.1	diversity …	mn1	168	1	mn	1	The Root of All Things
mn1:169.1	all …	mn1	169	1	mn	1	The Root of All Things
mn1:170.1	He directly knows extinguishment as extinguishment.	mn1	170	1	mn	1	The Root of All Things
mn1:170.2	Having directly known extinguishment as extinguishment, he does not conceive it to be extinguishment, he does not conceive it in extinguishment, he does not conceive it as extinguishment, he does not conceive that ‘extinguishment is mine’, he does not approve extinguishment.	mn1	170	2	mn	1	The Root of All Things
mn1:170.3	Why is that?	mn1	170	3	mn	1	The Root of All Things
mn1:170.4	Because the Realized One has completely understood it to the end, I say.	mn1	170	4	mn	1	The Root of All Things
mn1:171.1	The Realized One, the perfected one, the fully awakened Buddha directly knows earth as earth.	mn1	171	1	mn	1	The Root of All Things
mn1:171.2	Having directly known earth as earth, he does not conceive it to be earth, he does not conceive it in earth, he does not conceive it as earth, he does not conceive that ‘earth is mine’, he does not approve earth.	mn1	171	2	mn	1	The Root of All Things
mn1:171.3	Why is that?	mn1	171	3	mn	1	The Root of All Things
mn1:171.4	Because he has understood that approval is the root of suffering,	mn1	171	4	mn	1	The Root of All Things
mn1:171.5	and that rebirth comes from continued existence; whoever has come to be gets old and dies.	mn1	171	5	mn	1	The Root of All Things
mn1:171.6	That’s why the Realized One—with the ending, fading away, cessation, giving up, and letting go of all cravings—has awakened to the supreme perfect awakening, I say.	mn1	171	6	mn	1	The Root of All Things
mn1:172.1	He directly knows water …	mn1	172	1	mn	1	The Root of All Things
mn1:173.1	fire …	mn1	173	1	mn	1	The Root of All Things
mn1:174.1	air …	mn1	174	1	mn	1	The Root of All Things
mn1:175.1	creatures …	mn1	175	1	mn	1	The Root of All Things
mn1:176.1	gods …	mn1	176	1	mn	1	The Root of All Things
mn1:177.1	the Progenitor …	mn1	177	1	mn	1	The Root of All Things
mn1:178.1	the Divinity …	mn1	178	1	mn	1	The Root of All Things
mn1:179.1	those of streaming radiance …	mn1	179	1	mn	1	The Root of All Things
mn1:180.1	those replete with glory …	mn1	180	1	mn	1	The Root of All Things
mn1:181.1	those of abundant fruit …	mn1	181	1	mn	1	The Root of All Things
mn1:182.1	the Vanquisher …	mn1	182	1	mn	1	The Root of All Things
