segment_id	segment_text	comment_text
mn1:12.1	They perceive those of universal beauty as those of universal beauty.	“Universal beauty” is _subhakiṇha_. _Subha_ is “beauty, radiance”. _Kiṇha_ is “universal, entire, total” (= Sanskrit _kṛtsna_); the same word is the basis for the meditation on “universals” (_kasiṇa_). The concept appears to be Buddhist, but we find a precedent when Yājñavalkya says that, just as salt is “entirely” salty, the Self is an “entire mass of consciousness” (_kṛtsnaḥ prajñānaghana eva_, Bṛhadāraṇyaka Upaniṣad 4.5.13).
mn1:12.2	But then they conceive them to be those of universal beauty …	NA
mn1:12.3	Why is that?	NA
mn1:12.4	Because they haven’t completely understood it, I say.	NA
mn1:13.1	They perceive those of abundant fruit as those of abundant fruit.	The gods of “abundant fruit” (_vehapphala_; Sanskrit _bṛhatphala_) do not appear in Brahmanical literature, but _bṛhat_ is a common descriptor of divinity. See eg. the Vedic god Bṛhaspati, identified with the planet Jupiter, or Rig Veda 9.107.15, which describes Soma as _ṛtam bṛhat_, “vast and true”.
mn1:13.2	Having perceived those of abundant fruit as those of abundant fruit, they conceive them to be those of abundant fruit …	NA
mn1:13.3	Why is that?	NA
mn1:13.4	Because they haven’t completely understood it, I say.	NA
mn1:14.1	They perceive the Vanquisher as the Vanquisher.	“Vanquisher” (_abhibhū_) is an epithet of Brahmā ([mn49:5.2]()) that was appropriated for the Buddha ([an4.23:5.1]()). In Rig Veda 8.97.10 it is an epithet of Indra, but it is not a regular name for a deity in either Buddhism or Brahmanism. Here it appears to be the name of the highest of the Brahmā gods.
mn1:14.2	Having perceived the Vanquisher as the Vanquisher, they conceive him to be the Vanquisher …	NA
mn1:14.3	Why is that?	NA
mn1:14.4	Because they haven’t completely understood it, I say.	NA
mn1:15.1	They perceive the dimension of infinite space as the dimension of infinite space.	Here begins the series of realms associated with the practice of formless meditations. These were practiced by the most advanced non-dualist Brahmanical teachers before the Buddha, who identified such experiences with the highest Self that is the cosmic divinity. The Buddha adopted the practices as part of the development of meditation, divesting them of metaphysical significance.
mn1:15.2	Having perceived the dimension of infinite space as the dimension of infinite space, they conceive it to be the dimension of infinite space …	“Space” (_ākāsa_) is a principle of deep significance in the Upaniṣads, yet it is ultimately a lesser manifestation of the Absolute. See eg. Bṛhadāraṇyaka Upaniṣad 3.8.7; Taittirīya Upaniṣad 2.1.1; Chāndogya Upaniṣad 7.12.
mn1:15.3	Why is that?	NA
mn1:15.4	Because they haven’t completely understood it, I say.	NA
mn1:16.1	They perceive the dimension of infinite consciousness as the dimension of infinite consciousness.	“Infinite consciousness” is identified with the highest Self by Yājñavalkya at Bṛhadāraṇyaka Upaniṣad 2.4.12.
mn1:16.2	Having perceived the dimension of infinite consciousness as the dimension of infinite consciousness, they conceive it to be the dimension of infinite consciousness …	NA
mn1:16.3	Why is that?	NA
mn1:16.4	Because they haven’t completely understood it, I say.	NA
mn1:17.1	They perceive the dimension of nothingness as the dimension of nothingness.	Taught by the Brahmanical sage Āḷāra Kālāma at [mn26:15.13]().
mn1:17.2	Having perceived the dimension of nothingness as the dimension of nothingness, they conceive it to be the dimension of nothingness …	NA
mn1:17.3	Why is that?	NA
mn1:17.4	Because they haven’t completely understood it, I say.	NA
mn1:18.1	They perceive the dimension of neither perception nor non-perception as the dimension of neither perception nor non-perception.	Taught by the Brahmanical sage Uddaka Rāmaputta at [mn26:16.13]().
mn1:18.2	Having perceived the dimension of neither perception nor non-perception as the dimension of neither perception nor non-perception, they conceive it to be the dimension of neither perception nor non-perception …	NA
mn1:18.3	Why is that?	NA
mn1:18.4	Because they haven’t completely understood it, I say.	NA
mn1:19.1	They perceive the seen as the seen.	The discourse presents four items—the seen, heard, thought, and known—which describe the means of knowing spiritual truths: the sight of a holy person, hearing a teaching, contemplating the truth, and meditative awareness. This framework, which is found commonly in the suttas, was adopted from Yājñavalkya; for example at Bṛhadāraṇyaka Upaniṣad 3.8.11 he describes the Absolute as “the unseen seer, the unheard hearer, the unthought thinker, the unknown knower”.
mn1:19.2	Having perceived the seen as the seen, they conceive it to be the seen …	See [snp4.4]() for a more detailed critique of “seeing” a holy person as a standard of truth.
mn1:19.3	Why is that?	NA
mn1:19.4	Because they haven’t completely understood it, I say.	NA
mn1:20.1	They perceive the heard as the heard.	This refers to teachings that are “heard” or passed down in oral tradition. It includes Vedic scriptures (_śruti_) that were believed to have been “heard” or transmitted by divine inspiration, as well Buddhist scriptures, which begin, “So I have heard”. No scripture is infallible ([mn76:25.2]()).
mn1:20.2	Having perceived the heard as the heard, they conceive it to be the heard …	NA
mn1:20.3	Why is that?	NA
mn1:20.4	Because they haven’t completely understood it, I say.	NA
mn1:21.1	They perceive the thought as the thought.	_Muta_ means “(what is) thought”, but is often mistranslated as “sensed”, a meaning that does not apply in the early texts. Philosophical thought, like scripture, is fallible ([mn76:27.3]()), but people get attached to their theories ([snp4.5]()).
mn1:21.2	Having perceived the thought as the thought, they conceive it to be the thought …	NA
mn1:21.3	Why is that?	NA
mn1:21.4	Because they haven’t completely understood it, I say.	NA
mn1:22.1	They perceive the known as the known.	The “known” (_viññāta_) is that which is cognized with consciousness (_viññāṇa_), especially states of expanded consciousness in deep meditation. Even such states are not immune to misinterpretation (eg. [mn136:9.1](), [dn1:1.31.1]()).
mn1:22.2	Having perceived the known as the known, they conceive it to be the known …	NA
mn1:22.3	Why is that?	NA
mn1:22.4	Because they haven’t completely understood it, I say.	NA
mn1:23.1	They perceive oneness as oneness.	Perception of “oneness” (_ekatta_) sees the world as manifold reflections of an underlying unity. Arising from meditative experience or philosophical reflection, it is associated with the non-dual schools of Brahmanism. Īśa Upaniṣad 7, for example, speaks of “contemplating the oneness” (_ekatvam anupaśyataḥ_) of all creatures with the supreme soul. Yājñavalkya said in the state of non-differentiation the Self “becomes clear as water, one, the seer without a second; this is the Brahmā realm” (Bṛhadāraṇyaka Upaniṣad 4.3.32: _salila eko draṣṭādvaito bhavati, eṣa brahmalokaḥ_).
mn1:23.2	Having perceived oneness as oneness, they conceive it to be oneness …	NA
mn1:23.3	Why is that?	NA
mn1:23.4	Because they haven’t completely understood it, I say.	NA
mn1:24.1	They perceive diversity as diversity.	“Diversity” (_nānatta_) is the opposite fallacy to “oneness”; based on the diversity of sense experience, it interprets the world as irreducibly manifold. An example would be the Jains, who believed the world was made up of countless separate entities, a view criticized in Māṇḍūkya Upaniṣad 3.13 (_nānātvaṁ nindyate_). Both these fallacies take a particular mode of perception, which is true in certain respects, and apply it as an absolute.
mn1:24.2	Having perceived diversity as diversity, they conceive it to be diversity …	NA
mn1:24.3	Why is that?	NA
mn1:24.4	Because they haven’t completely understood it, I say.	NA
mn1:25.1	They perceive all as all.	The “all” is another critical term in the Upaniṣads, representing the totality of creation as an expression of divinity. See eg. Chāndogya Upaniṣad 7.25.2, “the self is all this” (_ātmaivedaṁ sarvamiti_), or Bṛhadāraṇyaka Upaniṣad 2.5.19, “this self that experiences all is divinity” (_ayam ātmā brahma sarvānubhūḥ_).
mn1:25.2	Having perceived all as all, they conceive it to be all …	NA
mn1:25.3	Why is that?	NA
mn1:25.4	Because they haven’t completely understood it, I say.	NA
mn1:26.1	They perceive extinguishment as extinguishment.	It is puzzling to see “extinguishment” (_nibbāna_; Sanskrit _nirvāṇa_) here, as it is the end of conceiving. The similar sequence at [mn49:23.1]() culminates with “all”. Three interpretations: (1) *Simple textual error*. Of the three Chinese parallels, EA 44.6 mentions _nibbāna_ here, while MA 106 and T 56 do not. If two separate texts have the same error, it predates the separation between the schools, or arose later through contamination. (2) *The five kinds of “extinguishment in the present life”*. These are false liberations believed by sectarians (Brahmajālasutta, [dn1:3.19.1]()). The commentary says they are meant here, but it seems unlikely, given that below the stream-enterer is enjoined to not identify with _nibbāna_, whereas they have already dispelled such misconceptions of the path. (3) *An unenlightened person’s misconception of the Buddhist goal*. At least some ancient Buddhists read it this way, as this passage is quoted in an Abhidhamma discussion as to whether the deathless as an object of thought can be a fetter (Kathāvatthu 9.2). The Theravāda commentary, rejecting this, says it was the view of the Pubbaseliyas, a branch of the Mahāsaṅghikas.
mn1:26.2	Having perceived extinguishment as extinguishment, they conceive it to be extinguishment, they conceive it in extinguishment, they conceive it as extinguishment, they conceive that ‘extinguishment is mine’, they approve extinguishment.	NA
mn1:26.3	Why is that?	NA
mn1:26.4	Because they haven’t completely understood it, I say.	NA
mn1:26.5	NA	NA
mn1:27.1	A mendicant who is a trainee, who hasn’t achieved their heart’s desire, but lives aspiring to the supreme sanctuary from the yoke, directly knows earth as earth.	A “trainee” (_sekha_), who has realized stream-entry, once-return, or non-return, has had a vision of the path and Nibbāna. Yet since they have not fully relinquished the fetters that bind them to transmigration, they continue to deepen their practice of the noble eightfold path. Their “direct knowing” (_abhiññā_) is purified by the twin powers of _samatha_ and _vipassanā_ meditation, rather than “perception” (_saññā_), which is filtered through the five hindrances and other cognitive distortions. This distinction between perception and higher awareness (_vijñāna_ or _prajñāna_) was first made by Yājñavalkya (Bṛhadāraṇyaka Upaniṣad 2.4.12 and 4.5.13).
mn1:27.2	Having directly known earth as earth, let them not conceive it to be earth, let them not conceive it in earth, let them not conceive it as earth, let them not conceive that ‘earth is mine’, let them not approve earth.	The sutta depicts progress through the path in three grammatical modes. The ordinary person conceives; the trainee ought not conceive; the perfected one does not conceive. This echoes the “three rounds” of the first sermon (Dhammacakkappavattanasutta, [sn56.11]()): “there is” suffering; suffering “should be understood”; suffering “has been understood”.
mn1:27.3	Why is that?	NA
mn1:27.4	So that they may completely understand it, I say.	NA
mn1:28.1	They directly know water …	NA
mn1:29.1	fire …	NA
mn1:30.1	air …	NA
mn1:31.1	creatures …	NA
mn1:32.1	gods …	NA
mn1:33.1	the Progenitor …	NA
mn1:34.1	the Divinity …	NA
mn1:35.1	those of streaming radiance …	NA
mn1:36.1	those replete with glory …	NA
mn1:37.1	those of abundant fruit …	NA
mn1:38.1	the Vanquisher …	NA
mn1:39.1	the dimension of infinite space …	NA
mn1:40.1	the dimension of infinite consciousness …	NA
mn1:41.1	the dimension of nothingness …	NA
mn1:42.1	the dimension of neither perception nor non-perception …	The stream-enterer has not necessarily had personal experience of all these meditation states and realms of existence. Yet they “directly know” dependent origination, and hence understand that all such states are conditioned, impermanent, and included within the round of transmigration.
mn1:43.1	the seen …	NA
mn1:44.1	the heard …	NA
mn1:45.1	the thought …	NA
mn1:46.1	the known …	NA
mn1:47.1	oneness …	NA
mn1:48.1	diversity …	NA
mn1:49.1	all …	NA
mn1:50.1	They directly know extinguishment as extinguishment.	NA
mn1:50.2	Having directly known extinguishment as extinguishment, let them not conceive it to be extinguishment, let them not conceive it in extinguishment, let them not conceive it as extinguishment, let them not conceive that ‘extinguishment is mine’, let them not approve extinguishment.	NA
mn1:50.3	Why is that?	NA
mn1:50.4	So that they may completely understand it, I say.	NA
mn1:51.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	The “perfected one” is the _arahant_, literally “worthy one”, who is the Buddhist spiritual ideal. Their direct knowing is so powerful that it has cut through all fetters binding them to transmigration.
mn1:51.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	NA
mn1:51.3	Why is that?	NA
mn1:51.4	Because they have completely understood it, I say.	NA
mn1:52.1	They directly know water …	NA
mn1:53.1	fire …	NA
mn1:54.1	air …	NA
mn1:55.1	creatures …	NA
mn1:56.1	gods …	NA
mn1:57.1	the Progenitor …	NA
mn1:58.1	the Divinity …	NA
mn1:59.1	those of streaming radiance …	NA
mn1:60.1	those replete with glory …	NA
mn1:61.1	those of abundant fruit …	NA
mn1:62.1	the Vanquisher …	NA
mn1:63.1	the dimension of infinite space …	NA
mn1:64.1	the dimension of infinite consciousness …	NA
mn1:65.1	the dimension of nothingness …	NA
mn1:66.1	the dimension of neither perception nor non-perception …	NA
mn1:67.1	the seen …	NA
mn1:68.1	the heard …	NA
mn1:69.1	the thought …	NA
mn1:70.1	the known …	NA
mn1:71.1	oneness …	NA
mn1:72.1	diversity …	NA
mn1:73.1	all …	NA
mn1:74.1	They directly know extinguishment as extinguishment.	NA
mn1:74.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	NA
mn1:74.3	Why is that?	NA
mn1:74.4	Because they have completely understood it, I say.	NA
mn1:75.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	NA
mn1:75.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	NA
mn1:75.3	Why is that?	NA
mn1:75.4	Because they’re free of greed due to the ending of greed.	The text repeats the passage on the perfected one three times, emphasizing the ending of greed, hate, and delusion respectively.
mn1:76.1	They directly know water …	NA
mn1:77.1	fire …	NA
mn1:78.1	air …	NA
mn1:79.1	creatures …	NA
mn1:80.1	gods …	NA
mn1:81.1	the Progenitor …	NA
mn1:82.1	the Divinity …	NA
mn1:83.1	those of streaming radiance …	NA
mn1:84.1	those replete with glory …	NA
mn1:85.1	those of abundant fruit …	NA
mn1:86.1	the Vanquisher …	NA
mn1:87.1	the dimension of infinite space …	NA
mn1:88.1	the dimension of infinite consciousness …	NA
mn1:89.1	the dimension of nothingness …	NA
mn1:90.1	the dimension of neither perception nor non-perception …	NA
mn1:91.1	the seen …	NA
mn1:92.1	the heard …	NA
mn1:93.1	the thought …	NA
mn1:94.1	the known …	NA
mn1:95.1	oneness …	NA
mn1:96.1	diversity …	NA
mn1:97.1	all …	NA
mn1:98.1	They directly know extinguishment as extinguishment.	NA
mn1:98.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	NA
mn1:98.3	Why is that?	NA
mn1:98.4	Because they’re free of greed due to the ending of greed.	NA
mn1:99.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	NA
mn1:99.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	NA
mn1:99.3	Why is that?	NA
mn1:99.4	Because they’re free of hate due to the ending of hate.	NA
mn1:100.1	They directly know water …	NA
mn1:101.1	fire …	NA
mn1:102.1	air …	NA
mn1:103.1	creatures …	NA
mn1:104.1	gods …	NA
mn1:105.1	the Progenitor …	NA
mn1:106.1	the Divinity …	NA
mn1:107.1	those of streaming radiance …	NA
mn1:108.1	those replete with glory …	NA
mn1:109.1	those of abundant fruit …	NA
mn1:110.1	the Vanquisher …	NA
mn1:111.1	the dimension of infinite space …	NA
mn1:112.1	the dimension of infinite consciousness …	NA
mn1:113.1	the dimension of nothingness …	NA
mn1:114.1	the dimension of neither perception nor non-perception …	NA
mn1:115.1	the seen …	NA
mn1:116.1	the heard …	NA
mn1:117.1	the thought …	NA
mn1:118.1	the known …	NA
mn1:119.1	oneness …	NA
mn1:120.1	diversity …	NA
mn1:121.1	all …	NA
mn1:122.1	They directly know extinguishment as extinguishment.	NA
mn1:122.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	NA
mn1:122.3	Why is that?	NA
mn1:122.4	Because they’re free of hate due to the ending of hate.	NA
mn1:123.1	A mendicant who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their own true goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—directly knows earth as earth.	NA
mn1:123.2	Having directly known earth as earth, they do not conceive it to be earth, they do not conceive it in earth, they do not conceive it as earth, they do not conceive that ‘earth is mine’, they do not approve earth.	NA
mn1:123.3	Why is that?	NA
mn1:123.4	Because they’re free of delusion due to the ending of delusion.	NA
mn1:124.1	They directly know water …	NA
mn1:125.1	fire …	NA
mn1:126.1	air …	NA
mn1:127.1	creatures …	NA
mn1:128.1	gods …	NA
mn1:129.1	the Progenitor …	NA
mn1:130.1	the Divinity …	NA
mn1:131.1	those of streaming radiance …	NA
mn1:132.1	those replete with glory …	NA
mn1:133.1	those of abundant fruit …	NA
mn1:134.1	the Vanquisher …	NA
mn1:135.1	the dimension of infinite space …	NA
mn1:136.1	the dimension of infinite consciousness …	NA
mn1:137.1	the dimension of nothingness …	NA
mn1:138.1	the dimension of neither perception nor non-perception …	NA
mn1:139.1	the seen …	NA
mn1:140.1	the heard …	NA
mn1:141.1	the thought …	NA
mn1:142.1	the known …	NA
mn1:143.1	oneness …	NA
mn1:144.1	diversity …	NA
mn1:145.1	all …	NA
mn1:146.1	They directly know extinguishment as extinguishment.	NA
mn1:146.2	Having directly known extinguishment as extinguishment, they do not conceive it to be extinguishment, they do not conceive it in extinguishment, they do not conceive it as extinguishment, they do not conceive that ‘extinguishment is mine’, they do not approve extinguishment.	NA
mn1:146.3	Why is that?	NA
mn1:146.4	Because they’re free of delusion due to the ending of delusion.	NA
mn1:147.1	The Realized One, the perfected one, the fully awakened Buddha directly knows earth as earth.	The Buddha is an _arahant_, and he shares his fundamental understanding with other arahants. Yet the suttas elevate his understanding as the one who discovered the path.
mn1:147.2	Having directly known earth as earth, he does not conceive it to be earth, he does not conceive it in earth, he does not conceive it as earth, he does not conceive that ‘earth is mine’, he does not approve earth.	NA
mn1:147.3	Why is that?	NA
mn1:147.4	Because the Realized One has completely understood it to the end, I say.	To “completely understood to the end” is a phrase unique to this sutta. It implies that, while other arahants understand phenomena to the extent necessary for release, the Buddha understands all phenomena without exception.
mn1:148.1	He directly knows water …	NA
mn1:149.1	fire …	NA
mn1:150.1	air …	NA
mn1:151.1	creatures …	NA
mn1:152.1	gods …	NA
mn1:153.1	the Progenitor …	NA
mn1:154.1	the Divinity …	NA
mn1:155.1	those of streaming radiance …	NA
mn1:156.1	those replete with glory …	NA
mn1:157.1	those of abundant fruit …	NA
mn1:158.1	the Vanquisher …	NA
mn1:159.1	the dimension of infinite space …	NA
mn1:160.1	the dimension of infinite consciousness …	NA
mn1:161.1	the dimension of nothingness …	NA
mn1:162.1	the dimension of neither perception nor non-perception …	NA
mn1:163.1	the seen …	NA
mn1:164.1	the heard …	NA
mn1:165.1	the thought …	NA
mn1:166.1	the known …	NA
mn1:167.1	oneness …	NA
mn1:168.1	diversity …	NA
mn1:169.1	all …	NA
mn1:170.1	He directly knows extinguishment as extinguishment.	NA
mn1:170.2	Having directly known extinguishment as extinguishment, he does not conceive it to be extinguishment, he does not conceive it in extinguishment, he does not conceive it as extinguishment, he does not conceive that ‘extinguishment is mine’, he does not approve extinguishment.	NA
mn1:170.3	Why is that?	NA
mn1:170.4	Because the Realized One has completely understood it to the end, I say.	NA
mn1:171.1	The Realized One, the perfected one, the fully awakened Buddha directly knows earth as earth.	NA
mn1:171.2	Having directly known earth as earth, he does not conceive it to be earth, he does not conceive it in earth, he does not conceive it as earth, he does not conceive that ‘earth is mine’, he does not approve earth.	NA
mn1:171.3	Why is that?	NA
mn1:171.4	Because he has understood that approval is the root of suffering,	This clarifies an ambiguity in the phrase “approve” (or “delights”, “relishes”, _(abhi)-nandati_). This can have a positive sense, as the audience normally “approves” the Buddha’s teachings (but see the end of this sutta). Here, however, the Buddha clarifies that he is using “approve” in the sense of craving, as it is found in the standard definition of the second noble truth ([sn56.11:4.4]()).
mn1:171.5	and that rebirth comes from continued existence; whoever has come to be gets old and dies.	With these lines the Buddha connects the teachings of this sutta with dependent origination. He employs a similar strategy at the end of the Brahmajālasutta.
mn1:171.6	That’s why the Realized One—with the ending, fading away, cessation, giving up, and letting go of all cravings—has awakened to the supreme perfect awakening, I say.	NA
mn1:172.1	He directly knows water …	NA
mn1:173.1	fire …	NA
mn1:174.1	air …	NA
mn1:175.1	creatures …	NA
mn1:176.1	gods …	NA
mn1:177.1	the Progenitor …	NA
mn1:178.1	the Divinity …	NA
mn1:179.1	those of streaming radiance …	NA
mn1:180.1	those replete with glory …	NA
mn1:181.1	those of abundant fruit …	NA
mn1:182.1	the Vanquisher …	NA
mn1:183.1	the dimension of infinite space …	NA
mn1:184.1	the dimension of infinite consciousness …	NA
mn1:185.1	the dimension of nothingness …	NA
mn1:186.1	the dimension of neither perception nor non-perception …	NA
mn1:187.1	the seen …	NA
mn1:188.1	the heard …	NA
mn1:189.1	the thought …	NA
mn1:190.1	the known …	NA
mn1:191.1	oneness …	NA
mn1:192.1	diversity …	NA
mn1:193.1	all …	NA
mn1:194.1	He directly knows extinguishment as extinguishment.	NA
mn1:194.2	Having directly known extinguishment as extinguishment, he does not conceive it to be extinguishment, he does not conceive it in extinguishment, he does not conceive it as extinguishment, he does not conceive that ‘extinguishment is mine’, he does not approve extinguishment.	NA
mn1:194.3	Why is that?	NA
