segment_id	segment_text	comment_text
sn1.14:1.1	“An aristocrat is the best of bipeds,	Where the setting is omitted, it is assumed that a deity speaks and the Buddha answers.
sn1.14:1.2	an ox is the best of quadrupeds,	A loyal ox labors hard.
sn1.14:1.3	a maiden is the best of wives,	NA
sn1.14:1.4	and a first-born the best of sons.”	NA
sn1.14:2.1	“A Buddha is the best of bipeds,	NA
sn1.14:2.2	a thoroughbred, the best of quadrupeds,	NA
sn1.14:2.3	a good listener is the best of wives,	_Sussusati_, literally “wanting to listen” is a precursor for wisdom ([snp1.10:11.3]()), and is normally used of mendicants who want to learn the Dhamma ([mn122:26.4]()).
sn1.14:2.4	and the best of sons is loyal.”	NA
sn1.15:0.1	Linked Discourses 1.15	NA
sn1.15:0.2	2. The Garden of Delight	NA
sn1.15:0.3	Whispering	NA
sn1.15:1.1	“In the still of high noon,	NA
sn1.15:1.2	when the birds have settled down,	NA
sn1.15:1.3	the formidable jungle babbles—	NA
sn1.15:1.4	that strikes me as so scary!”	NA
sn1.15:2.1	“In the still of high noon,	NA
sn1.15:2.2	when the birds have settled down,	NA
sn1.15:2.3	the formidable jungle babbles—	NA
sn1.15:2.4	that strikes me as so delightful!”	NA
sn1.16:0.1	Linked Discourses 1.16	NA
sn1.16:0.2	2. The Garden of Delight	NA
sn1.16:0.3	Sleepiness and Sloth	NA
sn1.16:1.1	“Sleepiness, sloth, and yawning,	NA
sn1.16:1.2	discontent, and grogginess after eating:	NA
sn1.16:1.3	because of this the noble path	NA
sn1.16:1.4	doesn’t shine for creatures here.”	NA
sn1.16:2.1	“Sleepiness, sloth, and yawning,	NA
sn1.16:2.2	discontent, and grogginess after eating:	NA
sn1.16:2.3	when this is energetically fended off,	NA
sn1.16:2.4	the noble path is purified.”	NA
sn1.17:0.1	Linked Discourses 1.17	NA
sn1.17:0.2	2. The Garden of Delight	NA
sn1.17:0.3	Hard to Do	NA
sn1.17:1.1	“Hard to do, hard to endure,	NA
sn1.17:1.2	is the ascetic life for the inept,	NA
sn1.17:1.3	for it has many narrow passes	NA
sn1.17:1.4	where the fool founders.”	NA
sn1.17:2.1	“How many days could an ascetic live	NA
sn1.17:2.2	without controlling the mind?	NA
sn1.17:2.3	They’d founder with each step,	NA
sn1.17:2.4	under the sway of thoughts.	“Thought” here is _saṅkappa_, while below it is _(mano)-vitakka_.
sn1.17:3.1	A mendicant should collect their thoughts	NA
sn1.17:3.2	as a tortoise draws its limbs into its shell.	The simile is drawn out into a parable at [sn35.240](), while the same simile is found in the Jain Isibhāsiyāiṁ chapter 16.
sn1.17:3.3	Independent, not disturbing others,	NA
sn1.17:3.4	quenched: they wouldn’t blame anyone.”	NA
sn1.18:0.1	Linked Discourses 1.18	NA
sn1.18:0.2	2. The Garden of Delight	NA
sn1.18:0.3	Conscience	NA
sn1.18:1.1	“Can a person constrained by conscience	NA
sn1.18:1.2	be found in the world,	NA
sn1.18:1.3	who is cognizant of blame,	The reading _apabodhati_ is uncertain. It seems to be from the root _bodh_, which suggests the sense “be aware (of), be cognizant (of)”. This matches the answering verse, which speaks of mindfulness. The point is that by being aware of what is blameworthy they restrain themselves from it.
sn1.18:1.4	like a fine horse of the whip?”	NA
sn1.18:2.1	“Few are those constrained by conscience,	NA
sn1.18:2.2	who live always mindful.	NA
sn1.18:2.3	Having reached the end of suffering,	NA
sn1.18:2.4	smoothly they walk in the rough.”	NA
sn1.19:0.1	Linked Discourses 1.19	NA
sn1.19:0.2	2. The Garden of Delight	NA
sn1.19:0.3	Little Hut	NA
sn1.19:1.1	“Don’t you have a little hut?	NA
sn1.19:1.2	Don’t you have a little nest?	NA
sn1.19:1.3	Don’t you have any networks?	At [sn22.102:2.1]() and [an6.54:9.2](), _santānakā_ means “network of roots”, while at [pli-tv-kd1:25.15.7]() it means “cobwebs”.
sn1.19:1.4	Aren’t you free of shackles?”	NA
sn1.19:2.1	“Indeed I have no little hut.	NA
sn1.19:2.2	Indeed I have no little nest.	NA
sn1.19:2.3	Indeed I have no networks.	NA
sn1.19:2.4	Indeed I’m free from shackles.”	NA
sn1.19:3.1	“What do you think I call your little hut?	NA
sn1.19:3.2	What do I call your little nest?	NA
sn1.19:3.3	What do I call your network?	NA
sn1.19:3.4	And what do I call your shackle?”	NA
sn1.19:4.1	“You call mother a little hut;	NA
sn1.19:4.2	and wife a little nest.	NA
sn1.19:4.3	You call children a network,	NA
sn1.19:4.4	and you call my craving a shackle.”	NA
sn1.19:5.1	“It’s good you have no little hut!	NA
sn1.19:5.2	It’s good you have no little nest!	NA
sn1.19:5.3	It’s good you have no networks!	NA
sn1.19:5.4	And good that you’re free from shackles.”	NA
sn1.20:0.1	Linked Discourses 1.20	NA
sn1.20:0.2	2. The Garden of Delight	NA
sn1.20:0.3	With Samiddhi	NA
sn1.20:1.1	So I have heard.	NA
sn1.20:1.2	At one time the Buddha was staying near Rājagaha in the Hot Springs Monastery.	NA
sn1.20:1.3	Then Venerable Samiddhi rose at the crack of dawn and went to the hot springs to bathe.	At a later date, a deity in the same location asked Samiddhi if he knew the verses on “one fine night” ([mn133:1.3]()). Samiddhi further appears in discourses at [mn136](), where he had gone forth only three years, and [an9.14 ](), where he seems more mature. In [sn4.22](), Māra threatens to shake his faith, prompting him to ask the Buddha about Māra’s true nature ([sn35.65]()). This event is recalled in his verse at [thag1.46](). The tale is expanded at [ja167]().
sn1.20:1.4	When he had bathed and emerged from the water he stood in one robe drying his limbs.	NA
sn1.20:1.5	Then, late at night, a glorious deity, lighting up the entire hot springs, went up to Samiddhi, and, standing in the air, addressed him in verse:	The commentary says the deity is female, but he is addressed as _āvuso_ by Samiddhi and _yakkha_ by the Buddha, both of which are masculine.
sn1.20:2.1	“Mendicant, you seek alms before you eat;	NA
sn1.20:2.2	you don’t seek alms after eating.	NA
sn1.20:2.3	But you should eat first, then seek alms:	The deity is playing with two meanings of _bhutvāna_. The obvious sense is “having eaten”, because one can only eat after going for alms. By reversing the terms, they introduce a paradox—how can one eat without having obtained food?—and thereby force the second meaning of _bhutvāna_, “having enjoyed (the pleasures of life)”. They are suggesting that the mendicant should enjoy sensual pleasures while young, then go forth.
sn1.20:2.4	don’t let the time pass you by.”	NA
sn1.20:3.1	“I actually don’t know the time;	Samiddhi joins the game, answering the deity with another play on words. He implies that “time” means the “time of death”.
sn1.20:3.2	it’s hidden and unseen.	NA
sn1.20:3.3	That’s why I seek alms before eating,	NA
sn1.20:3.4	so that the time may not pass me by!”	NA
sn1.20:4.1	Then that deity landed on the ground and said to Samiddhi,	NA
sn1.20:4.2	“You’ve gone forth while young, mendicant. With pristine black hair, you’re blessed with youth, in the prime of life, and you’ve never flirted with sensual pleasures.	NA
sn1.20:4.3	Enjoy human sensual pleasures!	NA
sn1.20:4.4	Don’t give up what is apparent in the present to chase after what takes effect over time.”	NA
sn1.20:5.1	“I’m not, reverend.	NA
sn1.20:5.2	I’m giving up what takes effect over time to chase after what is apparent in the present.	Similar arguments appear at [sn4.21]() and [mn70:4.10]().
sn1.20:5.3	For the Buddha has said that sensual pleasures take effect over time, with much suffering and distress, and they’re all the more full of drawbacks.	NA
sn1.20:5.4	But this teaching is apparent in the present life, immediately effective, inviting inspection, relevant, so that sensible people can know it for themselves.”	NA
sn1.20:6.1	“But in what way, mendicant, has the Buddha said that sensual pleasures take effect over time, with much suffering and distress, and they’re all the more full of drawbacks?	NA
sn1.20:6.2	And how is this teaching apparent in the present life, immediately effective, inviting inspection, relevant, so that sensible people can know it for themselves?”	NA
sn1.20:7.1	“I’m junior, good fellow, recently gone forth, newly come to this teaching and training.	NA
sn1.20:7.2	I’m not able to explain this in detail.	NA
sn1.20:7.3	But the Blessed One, the perfected one, the fully awakened Buddha is staying near Rājagaha in the Hot Springs Monatery.	NA
sn1.20:7.4	You should go to him and ask about this matter.	NA
sn1.20:7.5	And you should remember it in line with the Buddha’s answer.”	NA
sn1.20:8.1	“It’s not easy for us to approach the Buddha, as he is surrounded by other illustrious deities.	NA
sn1.20:8.2	If you go to the Buddha and ask him about this matter, we’ll come along and listen to the teaching.”	NA
sn1.20:8.3	“Yes, reverend,” Venerable Samiddhi replied. He went to the Buddha, bowed, sat down to one side, and told him what had happened. Then he added:	NA
sn1.20:9.1	NA	NA
sn1.20:9.2	NA	NA
sn1.20:9.3	NA	NA
sn1.20:10.1	NA	NA
sn1.20:10.2	NA	NA
sn1.20:10.3	NA	NA
sn1.20:10.4	NA	NA
sn1.20:11.1	NA	NA
sn1.20:12.1	NA	NA
sn1.20:12.2	NA	NA
sn1.20:12.3	NA	NA
sn1.20:12.4	NA	NA
sn1.20:13.1	NA	NA
sn1.20:13.2	NA	NA
sn1.20:13.3	NA	NA
sn1.20:13.4	NA	NA
sn1.20:14.1	NA	NA
sn1.20:14.2	NA	NA
sn1.20:14.3	NA	NA
sn1.20:14.4	NA	NA
sn1.20:14.5	NA	NA
sn1.20:15.1	NA	NA
sn1.20:15.2	NA	NA
sn1.20:15.3	NA	NA
sn1.20:16.1	NA	NA
sn1.20:16.2	NA	NA
sn1.20:16.3	NA	NA
sn1.20:16.4	NA	NA
sn1.20:16.5	NA	NA
sn1.20:17.1	NA	NA
sn1.20:17.2	NA	NA
sn1.20:17.3	NA	NA
sn1.20:17.4	“Sir, if that deity spoke the truth, he’ll be close by.”	NA
sn1.20:18.1	When he had spoken, that deity said to Samiddhi,	NA
sn1.20:18.2	“Ask, mendicant, ask! For I have arrived.”	NA
sn1.20:19.1	Then the Buddha addressed the deity in verse:	NA
sn1.20:20.1	“Sentient beings who perceive the communicable,	NA
sn1.20:20.2	become established in the communicable.	NA
sn1.20:20.3	Not understanding the communicable,	NA
sn1.20:20.4	they fall under the yoke of Death.	NA
sn1.20:21.1	But having fully understood the communicable,	NA
sn1.20:21.2	they don’t conceive a communicator,	NA
sn1.20:21.3	for they have nothing	NA
sn1.20:21.4	by which they might be described.	NA
sn1.20:21.5	Tell me if you understand, spirit.”	NA
sn1.20:22.1	“I don’t understand the detailed meaning of the Buddha’s brief statement.	NA
sn1.20:22.2	Please teach me this matter so I can understand the detailed meaning.”	NA
sn1.20:23.1	“If you think that ‘I’m equal,	NA
sn1.20:23.2	special, or worse’, you’ll get into arguments.	NA
sn1.20:23.3	Unwavering in the face of the three discriminations,	NA
sn1.20:23.4	you’ll have no thought ‘I’m equal or special’.	The third discrimination, omitted here, is “I am worse” ([sn45.162]()).
sn1.20:23.5	Tell me if you understand, spirit.”	NA
sn1.20:24.1	“I don’t understand the detailed meaning of the Buddha’s brief statement.	NA
sn1.20:24.2	Please teach me this matter so I can understand the detailed meaning.”	NA
sn1.20:25.1	“They gave up judgement, did not fall into conceit;	_Saṅkhā_ is sometimes used in a positive senses, as one who has “appraised” the world (_sn7.20:3.3]()). Here, the context suggests it means “judgements” about people ([dn1:1.4.1](), [mn18]()).| For _na vimāna_ read _na ca māna_ per Bodhi, *Connected Discourses*, note 38.
sn1.20:25.2	craving for name and form was cut off right here.	NA
sn1.20:25.3	They cut the ties, untroubled, <j>with no need for hope.	NA
sn1.20:25.4	Though gods and humans search for them	NA
sn1.20:25.5	in this world and the world beyond, <j>they never find them,	NA
sn1.20:25.6	not in heaven nor in any abode.	NA
sn1.20:26.1	Tell me if you understand, spirit.”	NA
sn1.20:27.1	“This is how I understand the detailed meaning of the Buddha’s brief statement:	NA
sn1.20:28.1	You should never do anything bad	NA
sn1.20:28.2	by speech or mind or body in all the world.	NA
sn1.20:28.3	Having given up sensual pleasures, <j>mindful and aware,	NA
sn1.20:28.4	you shouldn’t keep doing  <j>what’s painful and pointless.”	NA
sn1.20:28.5	NA	NA
sn1.20:29.1	NA	NA
sn1.20:29.2	NA	NA
sn1.20:29.3	NA	NA
sn1.20:29.4	NA	NA
sn1.20:29.5	NA	NA
sn1.21:0.1	Linked Discourses 1.21	NA
sn1.21:0.2	3. A Sword	NA
sn1.21:0.3	A Sword	NA
sn1.21:1.1	At Sāvatthī.	NA
sn1.21:1.2	Standing to one side, that deity recited this verse in the Buddha’s presence:	NA
sn1.21:2.1	“Like they’re struck by a sword,	NA
sn1.21:2.2	like their head was on fire,	NA
sn1.21:2.3	a mendicant, mindful, should go forth,	NA
sn1.21:2.4	to give up sensual desire.”	Here, as often (eg. [an6.54:22.3]()), giving up _kāmarāga_ implies attaining the absorptions. It cannot mean relinquishing the “underlying tendency” or the “fetter” to sensual desire, for this occurs only at the third stage of awakening (non-return), whereas the Buddha’s rejoinder urges rather to give up substantialist view, the first stage of awakening, the stream-enterer.
sn1.21:3.1	“Like they’re struck by a sword,	NA
sn1.21:3.2	like their head was on fire,	NA
sn1.21:3.3	a mendicant, mindful, should go forth,	NA
sn1.21:3.4	to give up substantialist view.”	In some parallels for this verse, the mendicant is urged, rather, to give up desire for rebirth ([thag1.40:1.2](), [thag20.1:24.1]()). But [sn2.16:3.2]() is the same as here.
sn1.22:0.1	Linked Discourses 1.22	NA
