segment_id	segment_text	comment_text
cp3:7.2	supreme victor in battle.	NA
cp3:7.3	Now you have given the elephant,	NA
cp3:7.4	how shall you govern the realm?’	NA
cp3:8.1	‘I would give the entire realm	NA
cp3:8.2	and my physical body as well.	NA
cp3:8.3	Omniscience is precious to me,	NA
cp3:8.4	which is why I gave away the elephant.’”	NA
cp4:0.1	The Conduct Leading to Buddhahood	NA
cp4:0.2	The Chapter With Akitti	NA
cp4:0.3	The Perfection of Giving (4th)	NA
cp4:0.4	Mahāsudassana’s Conduct	NA
cp4:1.1	“In the city of Kusāvatī,	NA
cp4:1.2	when I was Lord of the Earth,	NA
cp4:1.3	my name was Sudassana the Great,	NA
cp4:1.4	a wheel-turning monarch of great power.	NA
cp4:2.1	There, thrice a day,	NA
cp4:2.2	I declared in one place or another:	NA
cp4:2.3	‘Who needs what? Who wants what?	NA
cp4:2.4	To whom ought riches be given?	NA
cp4:3.1	Who needs an umbrella? Who is thirsty?	NA
cp4:3.2	Who a garland? Who some makeup?	NA
cp4:3.3	What person, being naked,	NA
cp4:3.4	and will put on colorful clothes?	NA
cp4:4.1	Who will take an umbrella on a highway,	NA
cp4:4.2	who needs sandals, soft and pretty?’	NA
cp4:4.3	Thus I had it proclaimed everywhere	NA
cp4:4.4	morning and night.	NA
cp4:5.1	It was not just in ten places,	NA
cp4:5.2	or even a hundred,	NA
cp4:5.3	but in many hundreds of places	NA
cp4:5.4	riches were prepared for supplicants.	NA
cp4:6.1	By day or by night	NA
cp4:6.2	if a supplicant comes,	NA
cp4:6.3	then having gotten all he wants,	NA
cp4:6.4	he leaves with full hands.	NA
cp4:7.1	I gave great gifts like this	NA
cp4:7.2	for my whole life.	NA
cp4:7.3	I did not give because I disliked riches,	NA
cp4:7.4	or because I had a store set aside.	NA
cp4:8.1	Suppose a person is sick.	NA
cp4:8.2	In order to be free of sickness	NA
cp4:8.3	having compensated the doctor with money,	NA
cp4:8.4	they become freed from sickness.	NA
cp4:9.1	Thus I, knowingly,	NA
cp4:9.2	in order to fulfill without remainder,	NA
cp4:9.3	to fulfill what is lacking,	NA
cp4:9.4	gave gifts to supplicants	NA
cp4:9.5	without clinging or reward,	NA
cp4:9.6	for the attainment of awakening.”	NA
cp5:0.1	The Conduct Leading to Buddhahood	NA
cp5:0.2	The Chapter With Akitti	NA
cp5:0.3	The Perfection of Giving (5th)	NA
cp5:0.4	Mahāgovinda’s Conduct	NA
cp5:1.1	“Then again when I was	NA
cp5:1.2	high priest for seven kings,	NA
cp5:1.3	I was venerated by the gods among men	NA
cp5:1.4	as the brahmin Mahāgovinda.	NA
cp5:2.1	Then in all seven kingdoms	NA
cp5:2.2	what I receieved as tribute	NA
cp5:2.3	I used to give a great gift	NA
cp5:2.4	unwavering as the ocean.	NA
cp5:3.1	It was not because I disliked riches or grain,	NA
cp5:3.2	or because I had a store set aside,	NA
cp5:3.3	but because omniscience is precious to me,	NA
cp5:3.4	that is why I gave such fine riches.”	NA
cp6:0.1	The Conduct Leading to Buddhahood	NA
cp6:0.2	The Chapter With Akitti	NA
cp6:0.3	The Perfection of Giving (6th)	NA
cp6:0.4	King Nimi’s Conduct	NA
cp6:1.1	“Then again when I was	NA
cp6:1.2	in the capital city of Mithilā	NA
cp6:1.3	I was the great king named Nimi,	NA
cp6:1.4	astute and seeking the good.	NA
cp6:2.1	Then having had constructed	NA
cp6:2.2	four halls with four openings,	NA
cp6:2.3	I provided gifts there	NA
cp6:2.4	for beasts, birds, men, and so forth.	NA
cp6:3.1	Clothing and beds,	NA
cp6:3.2	food and drink to enjoy:	NA
cp6:3.3	I provided them without let,	NA
cp6:3.4	performing a great offering.	NA
cp6:4.1	Suppose a servant is looking	NA
cp6:4.2	to get a raise from their boss,	NA
cp6:4.3	they’d seek to fulfill their needs	NA
cp6:4.4	by body, speech, and mind.	NA
cp6:5.1	In that way in every life	NA
cp6:5.2	I shall seek the wisdom born of awakening.	NA
cp6:5.3	Having pleased beings with gifts,	NA
cp6:5.4	I wish for the supreme awakening.”	NA
cp7:0.1	The Conduct Leading to Buddhahood	NA
cp7:0.2	The Chapter With Akitti	NA
cp7:0.3	The Perfection of Giving (7th)	NA
cp7:0.4	Prince Candana’s Conduct	NA
cp7:1.1	“Then again when I was	NA
cp7:1.2	the true-born son of the One King	NA
cp7:1.3	in the city of flowers, Pupphavatī,	NA
cp7:1.4	I was called Prince Canda, the Moon.	NA
cp7:2.1	Then, released from being sacrificed,	An example of Frazer’s sacrifice of the king and release therefrom.
cp7:2.2	I fled the sacrificial enclosure.	NA
cp7:2.3	Giving rise to a sense of urgency,	NA
cp7:2.4	I performed a great offering.	NA
cp7:3.1	I did not drink, I did not eat,	NA
cp7:3.2	I did not enjoy any food	NA
cp7:3.3	for five or six days	NA
cp7:3.4	with having first offering to a worthy recipient.	NA
cp7:4.1	Suppose there was a merchant	NA
cp7:4.2	who had made a store of goods.	NA
cp7:4.3	They would take those goods	NA
cp7:4.4	to where they could make a large profit.	NA
cp7:5.1	So too, even giving what one has used oneself	NA
cp7:5.2	to others is very fruitful.	NA
cp7:5.3	That is why what is to be given to others	NA
cp7:5.4	multiplies a hundredfold.	NA
cp7:6.1	Knowing the reason for this,	NA
cp7:6.2	I gave gifts in life after life.	NA
cp7:6.3	I never relented in giving	NA
cp7:6.4	for the attainment of awakening.”	NA
cp8:0.1	The Conduct Leading to Buddhahood	NA
cp8:0.2	The Chapter With Akitti	NA
cp8:0.3	The Perfection of Giving (8th)	NA
cp8:0.4	King Sivi’s Conduct	NA
cp8:1.1	“In the city called Ariṭṭha	NA
cp8:1.2	I was the aristocrat named Sivi.	NA
cp8:1.3	Seated in my finest longhouse,	NA
cp8:1.4	I then had the following thought:	NA
cp8:2.1	‘Whatever human gifts there are,	NA
cp8:2.2	none may be found that I have not given.	NA
cp8:2.3	Even if someone were to ask for my eye,	NA
cp8:2.4	I would give it without wavering.’	NA
cp8:3.1	Knowing my thoughts,	NA
cp8:3.2	Sakka the lord of gods,	NA
cp8:3.3	sitting in the assembly of gods	NA
cp8:3.4	said the following.	NA
cp8:4.1	‘Seated in his finest longhouse,	NA
cp8:4.2	the mighty King Sivi	NA
cp8:4.3	is thinking of manifold gifts	NA
cp8:4.4	and cannot see any he would not give.	NA
cp8:5.1	Is this is true or not?	NA
cp8:5.2	Come, let us test him.	NA
cp8:5.3	Wait a while	NA
cp8:5.4	until I know his mind.’	NA
cp8:6.1	Appearing as a frail old man,	NA
cp8:6.2	with grey hair and wrinkled skin,	NA
cp8:6.3	feeble and blind,	NA
cp8:6.4	he approached the king.	NA
cp8:7.1	Then, stretching out	NA
cp8:7.2	his left and right arms,	NA
cp8:7.3	he raised his joined palms to his head	NA
cp8:7.4	and said the following.	NA
cp8:8.1	‘Great king, I have a request for you.	NA
cp8:8.2	Under your just rule the kingdom has flourished,	NA
cp8:8.3	and the renown of your love of giving	NA
cp8:8.4	has risen among gods and humans.	NA
cp8:9.1	Both my eyes, by which I find my way,	NA
cp8:9.2	are ruined and become blind.	NA
cp8:9.3	Give me just one eye,	NA
cp8:9.4	while you too get by with one.’	NA
cp8:10.1	After hearing his words	NA
cp8:10.2	I was thrilled, my mind elated,	NA
cp8:10.3	so with joined palms, inspired,	NA
cp8:10.4	I said the following.	NA
cp8:11.1	‘Just now I was reflecting on this	NA
cp8:11.2	when I came here from the longhouse.	NA
cp8:11.3	Understanding my mind,	NA
cp8:11.4	you have come to ask for an eye.	NA
cp8:12.1	Oh! My wish has come true!	NA
cp8:12.2	My intention is fulfilled!	NA
cp8:12.3	Today I shall give to a supplicant	NA
cp8:12.4	a fine gift never before given.’	NA
cp8:13.1	‘Come Sivaka, stand up,	Commentary says these two verses were spoken by the king’s minister.
cp8:13.2	do not hesitate or waver.	NA
cp8:13.3	Pluck out even both eyes	NA
cp8:13.4	and give them to the supplicant.’	NA
cp8:14.1	And then, urged on by me,	NA
cp8:14.2	Sivaka did as I said.	NA
cp8:14.3	Extracting both eyes,	NA
cp8:14.4	he presented them to the trembling supplicant.	NA
cp8:15.1	‘While planning to give, while giving,	Both _dadamāna_ and _denta_ are present participles, but the commentary explains _dadamāna_ as infinitive (_dātuṁ_).
cp8:15.2	and after I had given,	NA
cp8:15.3	my mind did not falter,	NA
cp8:15.4	because it was solely for awakening.	NA
cp8:16.1	It was not because I disliked my eyes,	NA
cp8:16.2	or that I disliked myself,	NA
cp8:16.3	but because omniscience is precious to me,	NA
cp8:16.4	that is why I gave away my eyes.’”	NA
cp9:0.1	The Conduct Leading to Buddhahood	NA
cp9:0.2	The Chapter With Akitti	NA
cp9:0.3	The Perfection of Giving (9th)	NA
cp9:0.4	Vessantara’s Conduct	NA
cp9:1.1	“She who was my mother,	NA
cp9:1.2	the aristocrat lady named Phussatī,	NA
cp9:1.3	was Sakka’s beloved queen	NA
cp9:1.4	in past lives.	NA
cp9:2.1	Knowing that she was at the end of life,	NA
cp9:2.2	the lord of gods said this:	NA
cp9:2.3	‘I grant you ten favors,	NA
cp9:2.4	my dear, whatever favor you wish.’	NA
cp9:3.1	When he said this the queen	NA
cp9:3.2	replied to Sakka:	NA
cp9:3.3	‘In what way am I deficient?	NA
cp9:3.4	How am I displeasing to you?	NA
cp9:3.5	You send me from this lovely place,	NA
cp9:3.6	like the wind a feeble tree.’	NA
cp9:4.1	When she said this Sakka	NA
cp9:4.2	replied to her:	NA
cp9:4.3	‘You have done nothing wrong,	NA
cp9:4.4	nor are you not beloved to me.	NA
cp9:5.1	But your life lasts only so long,	NA
cp9:5.2	your time of death will come.	NA
cp9:5.3	Accept the ten supreme favors	NA
cp9:5.4	I offer to you.’	NA
cp9:6.1	She accepted the offerings of Sakka,	NA
cp9:6.2	full of joy and happiness.	NA
cp9:6.3	Having conceived me,	NA
cp9:6.4	Phussatī was blessed with the ten favors.	NA
cp9:7.1	Then Phussatī, having passed from there,	NA
cp9:7.2	was reborn as an aristocrat	NA
cp9:7.3	in the city of Jetuttara,	NA
cp9:7.4	where she married Sañjaya.	NA
cp9:8.1	Once I was conceived in the womb	NA
cp9:8.2	of my dear mother Phussatī,	NA
cp9:8.3	because of my power,	NA
cp9:8.4	my mother always delighted in giving.	NA
cp9:9.1	She gave to the destitute, the ailing and aging,	NA
cp9:9.2	to beggars, travelers, and folk,	NA
cp9:9.3	to ascetics and brahmins, and the dispossessed,	NA
cp9:9.4	and to those who had nothing.	NA
cp9:10.1	Having carried me for ten months,	NA
cp9:10.2	she was proceeding around the city	NA
cp9:10.3	when Phussatī gave birth to me	NA
cp9:10.4	in the middle of the peasant’s street.	NA
cp9:11.1	My name was not from my mother’s side,	NA
cp9:11.2	nor from my father’s.	NA
cp9:11.3	I was born there in the peasant’s street,	NA
cp9:11.4	and that’s why I’m called Vessantara.	NA
cp9:12.1	When I was a boy	NA
cp9:12.2	of only eight years old,	NA
cp9:12.3	sitting in the stilt longhouse,	NA
cp9:12.4	I thought of giving gifts.	NA
cp9:13.1	‘I would give my heart and my eyes,	NA
cp9:13.2	my flesh and blood too.’	NA
cp9:13.3	I announced that I would give my body,	NA
cp9:13.4	if anyone asked me.	NA
cp9:14.1	Reflecting on my state of mind,	NA
cp9:14.2	so undisturbed and steadfast,	NA
cp9:14.3	the earth quaked there,	NA
cp9:14.4	and Mount Sineru, wreathed in forests.	NA
cp9:15.1	Every fortnight, the fifteenth,	NA
cp9:15.2	and the sabbath when the moon was full,	NA
cp9:15.3	I mounted the tusker Paccaya	NA
cp9:15.4	and went to give gifts.	NA
cp9:16.1	From the country of Kaliṅga,	NA
cp9:16.2	the brahmins came to me,	NA
cp9:16.3	requesting the royal elephant,	NA
cp9:16.4	that was lucky and deemed as auspicious.	NA
cp9:17.1	‘Our nation is suffering from drought,	NA
cp9:17.2	food is scarce and famine abounds,	NA
cp9:17.3	please give the noble elephant	NA
cp9:17.4	the all-white supreme elephant.’	NA
cp9:18.1	‘I give without hesitation	NA
cp9:18.2	what you ask of me, brahmins.	NA
cp9:18.3	I do not hide what I have,	NA
cp9:18.4	for my heart is happy to give.	NA
cp9:19.1	When supplicants come to me	NA
cp9:19.2	it is unbefitting to refuse.	NA
cp9:19.3	Let not my vow be broken,	NA
cp9:19.4	I shall give the mighty elephant.’	NA
cp9:20.1	Taking the elephant by the trunk,	NA
cp9:20.2	and a bejeweled ceremonial vessel,	NA
cp9:20.3	I sprinkled water on the hand,	NA
cp9:20.4	and gave the elephant to the brahmins.	NA
cp9:21.1	Then again when I was giving	NA
cp9:21.2	the all-white supreme elephant,	NA
cp9:21.3	the earth quaked again,	NA
cp9:21.4	and Mount Sineru, wreathed in forests.	NA
cp9:22.1	At the gift of the tusker,	NA
cp9:22.2	angry townsfolk gathered	NA
cp9:22.3	and banished me from my kingdom, saying:	NA
cp9:22.4	‘Go to Crooked Mountain.’	NA
cp9:23.1	While they were ejecting me,	NA
cp9:23.2	I was undisturbed and steadfast,	NA
cp9:23.3	I asked one favor:	NA
cp9:23.4	to perform a great offering.	NA
cp9:24.1	When I asked, all the townsfolk	NA
cp9:24.2	granted me that one favor.	NA
cp9:24.3	Sounding the drums,	NA
cp9:24.4	I gave a great offering.	NA
cp9:25.1	And as the sound went forth,	NA
cp9:25.2	there was a great tumult and upset.	NA
cp9:25.3	They drove me out because of giving,	NA
cp9:25.4	but I just gave again.	NA
cp9:26.1	Elephants, horses, chariots,	NA
cp9:26.2	male and female slaves, cattle, and riches:	NA
cp9:26.3	after giving this great gift	NA
cp9:26.4	I then left the city.	NA
cp9:27.1	After leaving the city,	NA
cp9:27.2	I turned back to look,	NA
cp9:27.3	at which the earth quaked,	NA
cp9:27.4	and Mount Sineru, wreathed in forests.	NA
cp9:28.1	Having given away my four-horse chariot,	NA
cp9:28.2	I was standing at the crossroads	NA
cp9:28.3	alone with no partner,	NA
cp9:28.4	and I said to Queen Maddī:	NA
cp9:29.1	‘Maddī, you take Kaṇhā,	NA
cp9:29.2	for she, as the younger sister, is the lighter.	NA
cp9:29.3	I shall take Jāli,	NA
cp9:29.4	for he, as the brother, is heavier.’	NA
cp9:30.1	Like a pink or white lotus,	NA
cp9:30.2	Maddī picked up Kaṇhājinā.	NA
cp9:30.3	Like a golden statue,	NA
cp9:30.4	I picked up Jāli, the aristocrat.	NA
cp9:31.1	High-born and delicate,	NA
cp9:31.2	four aristocrat folk	NA
cp9:31.3	traveled ground even and uneven,	NA
cp9:31.4	going to Crooked Mountain.	NA
cp9:32.1	Whenever men would come along,	NA
cp9:32.2	coming the other way along the road,	NA
cp9:32.3	we asked them in the middle of the street,	NA
cp9:32.4	‘Where is Crooked Mountain?’	NA
cp9:33.1	Seeing us there,	NA
cp9:33.2	they spoke to us kindly,	NA
cp9:33.3	‘It will be hard for you,’ they explained,	NA
cp9:33.4	‘for Crooked Mountain is far.’	NA
cp9:34.1	If the children saw fruit	NA
cp9:34.2	on a tree in the forest,	NA
cp9:34.3	then for the sake of that fruit,	NA
cp9:34.4	the children cried.	NA
cp9:35.1	Seeing the children cry,	NA
cp9:35.2	the tall, massive trees	NA
cp9:35.3	bent down of their own accord,	NA
cp9:35.4	within reach of the children.	NA
cp9:36.1	Seeing this marvel,	NA
cp9:36.2	so astonishing and hair-raising,	NA
cp9:36.3	Maddī, beautiful in every limb,	NA
cp9:36.4	exclaimed in celebration:	NA
cp9:37.1	‘Such a marvel in the world,	NA
cp9:37.2	so astonishing and hair-raising,	NA
cp9:37.3	due to the power of Vessantara,	NA
cp9:37.4	the trees bent down of their own accord.’	NA
cp9:38.1	Native spirits, out of compassion,	NA
cp9:38.2	shortened the path,	NA
cp9:38.3	so that on the very day they set out,	NA
cp9:38.4	they arrived at the kingdom of Ceta.	NA
cp9:39.1	Sixty thousand kings	NA
cp9:39.2	were living at Mātula then.	_Mātule_; at [dn26:1.2]() this is feminine, _mātulāyaṁ_.
cp9:39.3	All raised their joined palms,	NA
cp9:39.4	and approached, weeping.	NA
cp9:40.1	There they held conversation	NA
cp9:40.2	with the folks of Ceta and their children.	NA
cp9:40.3	Then, leaving that place,	NA
cp9:40.4	they arrived at Crooked Mountain.	NA
cp9:41.1	The lord of gods addressed	NA
cp9:41.2	Vissakamma of great psychic power:	NA
cp9:41.3	‘Build a hermitage, well-made and delightful,	NA
cp9:41.4	with a hall of leaves.’	NA
cp9:42.1	After hearing Sakka’s words,	NA
cp9:42.2	Vissakamma of great psychic power	NA
cp9:42.3	built a hermitage, well-made and delightful,	NA
cp9:42.4	with a hall of leaves.	NA
cp9:43.1	Having plunged into the forest,	NA
cp9:43.2	quiet and undisturbed,	NA
cp9:43.3	we four people	NA
cp9:43.4	lived there in the mountains.	NA
cp9:44.1	Myself and Queen Maddī,	NA
cp9:44.2	with both Jāli and Kaṇhājinā,	NA
cp9:44.3	dispelling each other’s sorrow	NA
cp9:44.4	lived then in that hermitage.	NA
cp9:45.1	While caring for the children,	NA
cp9:45.2	I was not idle in the hermitage.	NA
cp9:45.3	Maddī gathered fruit,	NA
cp9:45.4	and provided for three people.	NA
cp9:46.1	While I was living in the forest,	NA
cp9:46.2	a traveler came to me	NA
cp9:46.3	and asked for my children,	NA
cp9:46.4	both Jāli and Kaṇhājinā.	NA
cp9:47.1	When I saw the supplicant approaching,	NA
cp9:47.2	I felt so full of joy.	NA
cp9:47.3	Taking both my children,	NA
cp9:47.4	I gave them to the brahmin then.	NA
cp9:48.1	When I gave away my own children,	NA
cp9:48.2	to the brahmin Jūjaka,	NA
cp9:48.3	the earth quaked again,	NA
cp9:48.4	and Mount Sineru, wreathed in forests.	NA
cp9:49.1	And then Sakka descended	NA
cp9:49.2	in the guise of a brahmin.	NA
cp9:49.3	He asked me for Queen Maddī,	NA
cp9:49.4	virtuous, and devoted.	NA
cp9:50.1	Taking Maddī by the hand,	NA
cp9:50.2	filling clasped hands with water,	NA
cp9:50.3	with a confident heart,	NA
cp9:50.4	I gave Maddī to him.	NA
cp9:51.1	As Maddī was being given,	NA
cp9:51.2	gods applauded in the welkin,	NA
cp9:51.3	and the earth quaked again,	NA
cp9:51.4	and Mount Sineru, wreathed in forests.	NA
cp9:52.1	Jāli and Kaṇhājinā my daughter,	NA
cp9:52.2	and Queen Maddī my devoted wife:	NA
cp9:52.3	I gave them up without a second thought,	NA
cp9:52.4	because it was solely for awakening.	NA
cp9:53.1	I had no dislike of my children,	NA
cp9:53.2	nor for Queen Maddī.	NA
cp9:53.3	But because omniscience is precious to me,	NA
cp9:53.4	I gave my loved ones away.	NA
cp9:54.1	Later on in the mighty forest,	NA
cp9:54.2	we were reunited by my mother and father.	NA
cp9:54.3	Crying pitifully,	NA
cp9:54.4	they spoke of my happiness and sadness.	NA
cp9:55.1	With deep conscience and prudence,	NA
cp9:55.2	I approached them,	NA
cp9:55.3	at which the earth quaked,	NA
cp9:55.4	and Mount Sineru, wreathed in forests.	NA
cp9:56.1	Later on in the mighty forest,	NA
cp9:56.2	having left the forest with my family,	NA
cp9:56.3	I entered the delightful city	NA
cp9:56.4	Jetuttara, the capital city.	NA
cp9:57.1	The seven gems rained down,	NA
cp9:57.2	raining forth from a mighty cloud,	NA
cp9:57.3	and the earth quaked again,	NA
cp9:57.4	and Mount Sineru, wreathed in forests.	NA
cp9:58.1	Even this insentient earth,	NA
cp9:58.2	with no knowledge of happiness or sadness,	NA
cp9:58.3	quaked seven times	NA
cp9:58.4	at the power of my giving.”	NA
cp10:0.1	The Conduct Leading to Buddhahood	NA
cp10:0.2	The Chapter With Akitti	NA
cp10:0.3	The Perfection of Giving (10th)	NA
cp10:0.4	The Wise Hare’s Conduct	NA
cp10:1.1	“Then again when I was	NA
cp10:1.2	a hare who roamed the forest,	NA
cp10:1.3	eating grass, leaves, vegetables, and fruit,	NA
cp10:1.4	refraining from harming others,	NA
cp10:2.1	a monkey, a jackal,	NA
cp10:2.2	a young otter and I	NA
cp10:2.3	lived in the same neighborhood	NA
cp10:2.4	and were seen together morning and evening.	NA
cp10:3.1	I advised them	NA
cp10:3.2	regarding good and bad deeds:	NA
cp10:3.3	‘Shun bad deeds,	NA
cp10:3.4	and cling to the good.’	NA
cp10:4.1	Seeing the full moon	NA
cp10:4.2	on the sabbath day,	NA
cp10:4.3	I pointed it out to them, saying,	NA
cp10:4.4	‘Today is the sabbath.	NA
cp10:5.1	Prepare gifts	NA
cp10:5.2	for one worthy of offerings.	NA
cp10:5.3	Having given to one worthy of offerings,	NA
cp10:5.4	observe the sabbath day.’	NA
cp10:6.1	Saying ‘good!’ to me,	NA
cp10:6.2	they prepared gifts	NA
cp10:6.3	according to their capacity and means,	NA
cp10:6.4	and sought out one worthy of offerings.	NA
cp10:7.1	As I was sitting I thought about	NA
cp10:7.2	what sort of gift would suit one worthy of offerings:	NA
cp10:7.3	‘If I were to find a worthy recipient,	NA
cp10:7.4	what gift would i give?	NA
cp10:8.1	I have no sesame or mung beans,	NA
cp10:8.2	no beans or rice or ghee.	NA
cp10:8.3	I feed only on grass,	NA
cp10:8.4	but that’s not something I can give.	NA
cp10:9.1	If someone worthy of gifts comes,	NA
cp10:9.2	seeking alms near me,	NA
cp10:9.3	I shall give my own self:	NA
cp10:9.4	they shall not leave empty-handed.’	NA
cp10:10.1	Knowing my thoughts,	NA
cp10:10.2	Sakka in the guise of a brahmin	NA
cp10:10.3	approached my lair	NA
cp10:10.4	in order to test my generosity.	NA
cp10:11.1	Seeing him I was elated,	NA
cp10:11.2	and said the following.	NA
cp10:11.3	‘It is so good that you have come	NA
cp10:11.4	to me looking for food.	NA
cp10:12.1	Today I shall give to you	NA
cp10:12.2	a fine gift never before given.	NA
cp10:12.3	You are furnished with virtue,	NA
cp10:12.4	unattached to harming others.	NA
cp10:13.1	Come, light a fire,	NA
cp10:13.2	having gathered different sticks.	NA
cp10:13.3	I shall cook myself,	NA
cp10:13.4	you shall eat me roasted.’	NA
cp10:14.1	‘Good!’ he said happily,	NA
cp10:14.2	and gathered different sticks.	NA
cp10:14.3	Building a great pyre,	NA
cp10:14.4	he placed an ember in the recess.	NA
cp10:15.1	He lit such a fire there	NA
cp10:15.2	that would quickly grow big.	NA
cp10:15.3	Shaking my dusty limbs,	NA
cp10:15.4	I withdrew to one side.	NA
cp10:16.1	When the great pile of sticks	NA
cp10:16.2	was burning and blazing,	NA
cp10:16.3	I leapt up and fell on it,	NA
cp10:16.4	in the midst of the fiery flames.	NA
cp10:17.1	Like diving	NA
cp10:17.2	into cool water,	NA
cp10:17.3	allaying distress and fever,	NA
cp10:17.4	bringing satisfaction and joy.	NA
cp10:18.1	That’s how it was	NA
cp10:18.2	when I entered the burning flame.	NA
cp10:18.3	It allayed distress and fever,	NA
