segment_id	segment_text
mn1:21.2	mutaṁ mutato saññatvā mutaṁ maññati, mutasmiṁ maññati, mutato maññati, mutaṁ meti maññati, mutaṁ abhinandati.
mn1:21.3	Taṁ kissa hetu?
mn1:21.4	‘Apariññātaṁ tassā’ti vadāmi.
mn1:22.1	Viññātaṁ viññātato sañjānāti;
mn1:22.2	viññātaṁ viññātato saññatvā viññātaṁ maññati, viññātasmiṁ maññati, viññātato maññati, viññātaṁ meti maññati, viññātaṁ abhinandati.
mn1:22.3	Taṁ kissa hetu?
mn1:22.4	‘Apariññātaṁ tassā’ti vadāmi.
mn1:23.1	Ekattaṁ ekattato sañjānāti;
mn1:23.2	ekattaṁ ekattato saññatvā ekattaṁ maññati, ekattasmiṁ maññati, ekattato maññati, ekattaṁ meti maññati, ekattaṁ abhinandati.
mn1:23.3	Taṁ kissa hetu?
mn1:23.4	‘Apariññātaṁ tassā’ti vadāmi.
mn1:24.1	Nānattaṁ nānattato sañjānāti;
mn1:24.2	nānattaṁ nānattato saññatvā nānattaṁ maññati, nānattasmiṁ maññati, nānattato maññati, nānattaṁ meti maññati, nānattaṁ abhinandati.
mn1:24.3	Taṁ kissa hetu?
mn1:24.4	‘Apariññātaṁ tassā’ti vadāmi.
mn1:25.1	Sabbaṁ sabbato sañjānāti;
mn1:25.2	sabbaṁ sabbato saññatvā sabbaṁ maññati, sabbasmiṁ maññati, sabbato maññati, sabbaṁ meti maññati, sabbaṁ abhinandati.
mn1:25.3	Taṁ kissa hetu?
mn1:25.4	‘Apariññātaṁ tassā’ti vadāmi.
mn1:26.1	Nibbānaṁ nibbānato sañjānāti;
mn1:26.2	nibbānaṁ nibbānato saññatvā nibbānaṁ maññati, nibbānasmiṁ maññati, nibbānato maññati, nibbānaṁ meti maññati, nibbānaṁ abhinandati.
mn1:26.3	Taṁ kissa hetu?
mn1:26.4	‘Apariññātaṁ tassā’ti vadāmi.
mn1:26.5	Puthujjanavasena paṭhamanayabhūmiparicchedo niṭṭhito.
mn1:27.1	Yopi so, bhikkhave, bhikkhu sekkho appattamānaso anuttaraṁ yogakkhemaṁ patthayamāno viharati, sopi pathaviṁ pathavito abhijānāti;
mn1:27.2	pathaviṁ pathavito abhiññāya pathaviṁ mā maññi, pathaviyā mā maññi, pathavito mā maññi, pathaviṁ meti mā maññi, pathaviṁ mābhinandi.
mn1:27.3	Taṁ kissa hetu?
mn1:27.4	‘Pariññeyyaṁ tassā’ti vadāmi.
mn1:28-49.1	Āpaṁ …pe…
mn1:28-49.2	tejaṁ …
mn1:28-49.3	vāyaṁ …
mn1:28-49.4	bhūte …
mn1:28-49.5	deve …
mn1:28-49.6	pajāpatiṁ …
mn1:28-49.7	brahmaṁ …
mn1:28-49.8	ābhassare …
mn1:28-49.9	subhakiṇhe …
mn1:28-49.10	vehapphale …
mn1:28-49.11	abhibhuṁ …
mn1:28-49.12	ākāsānañcāyatanaṁ …
mn1:28-49.13	viññāṇañcāyatanaṁ …
mn1:28-49.14	ākiñcaññāyatanaṁ …
mn1:28-49.15	nevasaññānāsaññāyatanaṁ …
mn1:28-49.16	diṭṭhaṁ …
mn1:28-49.17	sutaṁ …
mn1:28-49.18	mutaṁ …
mn1:28-49.19	viññātaṁ …
mn1:28-49.20	ekattaṁ …
mn1:28-49.21	nānattaṁ …
mn1:28-49.22	sabbaṁ …
mn1:28-49.23	nibbānaṁ nibbānato abhijānāti;
mn1:50.1	nibbānaṁ nibbānato abhiññāya nibbānaṁ mā maññi, nibbānasmiṁ mā maññi, nibbānato mā maññi, nibbānaṁ meti mā maññi, nibbānaṁ mābhinandi.
mn1:50.2	Taṁ kissa hetu?
mn1:50.3	‘Pariññeyyaṁ tassā’ti vadāmi.
mn1:50.4	Sekkhavasena dutiyanayabhūmiparicchedo niṭṭhito.
mn1:51.1	Yopi so, bhikkhave, bhikkhu arahaṁ khīṇāsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṁyojano sammadaññāvimutto, sopi pathaviṁ pathavito abhijānāti;
mn1:51.2	pathaviṁ pathavito abhiññāya pathaviṁ na maññati, pathaviyā na maññati, pathavito na maññati, pathaviṁ meti na maññati, pathaviṁ nābhinandati.
mn1:51.3	Taṁ kissa hetu?
mn1:51.4	‘Pariññātaṁ tassā’ti vadāmi.
mn1:52-74.1	Āpaṁ …pe…
mn1:52-74.2	tejaṁ …
mn1:52-74.3	vāyaṁ …
mn1:52-74.4	bhūte …
mn1:52-74.5	deve …
mn1:52-74.6	pajāpatiṁ …
mn1:52-74.7	brahmaṁ …
mn1:52-74.8	ābhassare …
mn1:52-74.9	subhakiṇhe …
mn1:52-74.10	vehapphale …
mn1:52-74.11	abhibhuṁ …
mn1:52-74.12	ākāsānañcāyatanaṁ …
mn1:52-74.13	viññāṇañcāyatanaṁ …
mn1:52-74.14	ākiñcaññāyatanaṁ …
mn1:52-74.15	nevasaññānāsaññāyatanaṁ …
mn1:52-74.16	diṭṭhaṁ …
mn1:52-74.17	sutaṁ …
mn1:52-74.18	mutaṁ …
mn1:52-74.19	viññātaṁ …
mn1:52-74.20	ekattaṁ …
mn1:52-74.21	nānattaṁ …
mn1:52-74.22	sabbaṁ …
mn1:52-74.23	nibbānaṁ nibbānato abhijānāti;
mn1:52-74.24	nibbānaṁ nibbānato abhiññāya nibbānaṁ na maññati, nibbānasmiṁ na maññati, nibbānato na maññati, nibbānaṁ meti na maññati, nibbānaṁ nābhinandati.
mn1:52-74.25	Taṁ kissa hetu?
mn1:52-74.26	‘Pariññātaṁ tassā’ti vadāmi.
mn1:52-74.27	Khīṇāsavavasena tatiyanayabhūmiparicchedo niṭṭhito.
mn1:75.1	Yopi so, bhikkhave, bhikkhu arahaṁ khīṇāsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṁyojano sammadaññā vimutto, sopi pathaviṁ pathavito abhijānāti;
mn1:75.2	pathaviṁ pathavito abhiññāya pathaviṁ na maññati, pathaviyā na maññati, pathavito na maññati, pathaviṁ meti na maññati, pathaviṁ nābhinandati.
mn1:75.3	Taṁ kissa hetu?
mn1:75.4	Khayā rāgassa, vītarāgattā.
mn1:76-98.1	Āpaṁ …pe…
mn1:76-98.2	tejaṁ …
mn1:76-98.3	vāyaṁ …
mn1:76-98.4	bhūte …
mn1:76-98.5	deve …
mn1:76-98.6	pajāpatiṁ …
mn1:76-98.7	brahmaṁ …
mn1:76-98.8	ābhassare …
mn1:76-98.9	subhakiṇhe …
mn1:76-98.10	vehapphale …
mn1:76-98.11	abhibhuṁ …
mn1:76-98.12	ākāsānañcāyatanaṁ …
mn1:76-98.13	viññāṇañcāyatanaṁ …
mn1:76-98.14	ākiñcaññāyatanaṁ …
mn1:76-98.15	nevasaññānāsaññāyatanaṁ …
mn1:76-98.16	diṭṭhaṁ …
mn1:76-98.17	sutaṁ …
mn1:76-98.18	mutaṁ …
mn1:76-98.19	viññātaṁ …
mn1:76-98.20	ekattaṁ …
mn1:76-98.21	nānattaṁ …
mn1:76-98.22	sabbaṁ …
mn1:76-98.23	nibbānaṁ nibbānato abhijānāti;
mn1:76-98.24	nibbānaṁ nibbānato abhiññāya nibbānaṁ na maññati, nibbānasmiṁ na maññati, nibbānato na maññati, nibbānaṁ meti na maññati, nibbānaṁ nābhinandati.
mn1:76-98.25	Taṁ kissa hetu?
mn1:76-98.26	Khayā rāgassa, vītarāgattā.
mn1:76-98.27	Khīṇāsavavasena catutthanayabhūmiparicchedo niṭṭhito.
mn1:99.1	Yopi so, bhikkhave, bhikkhu arahaṁ khīṇāsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṁyojano sammadaññāvimutto, sopi pathaviṁ pathavito abhijānāti;
mn1:99.2	pathaviṁ pathavito abhiññāya pathaviṁ na maññati, pathaviyā na maññati, pathavito na maññati, pathaviṁ meti na maññati, pathaviṁ nābhinandati.
mn1:99.3	Taṁ kissa hetu?
mn1:99.4	Khayā dosassa, vītadosattā.
mn1:100-122.1	Āpaṁ …pe…
mn1:100-122.2	tejaṁ …
mn1:100-122.3	vāyaṁ …
mn1:100-122.4	bhūte …
mn1:100-122.5	deve …
mn1:100-122.6	pajāpatiṁ …
mn1:100-122.7	brahmaṁ …
mn1:100-122.8	ābhassare …
mn1:100-122.9	subhakiṇhe …
mn1:100-122.10	vehapphale …
mn1:100-122.11	abhibhuṁ …
mn1:100-122.12	ākāsānañcāyatanaṁ …
mn1:100-122.13	viññāṇañcāyatanaṁ …
mn1:100-122.14	ākiñcaññāyatanaṁ …
mn1:100-122.15	nevasaññānāsaññāyatanaṁ …
mn1:100-122.16	diṭṭhaṁ …
mn1:100-122.17	sutaṁ …
mn1:100-122.18	mutaṁ …
mn1:100-122.19	viññātaṁ …
mn1:100-122.20	ekattaṁ …
mn1:100-122.21	nānattaṁ …
mn1:100-122.22	sabbaṁ …
mn1:100-122.23	nibbānaṁ nibbānato abhijānāti;
mn1:100-122.24	nibbānaṁ nibbānato abhiññāya nibbānaṁ na maññati, nibbānasmiṁ na maññati, nibbānato na maññati, nibbānaṁ meti na maññati, nibbānaṁ nābhinandati.
mn1:100-122.25	Taṁ kissa hetu?
mn1:100-122.26	Khayā dosassa, vītadosattā.
mn1:100-122.27	Khīṇāsavavasena pañcamanayabhūmiparicchedo niṭṭhito.
mn1:123.1	Yopi so, bhikkhave, bhikkhu arahaṁ khīṇāsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṁyojano sammadaññāvimutto, sopi pathaviṁ pathavito abhijānāti;
mn1:123.2	pathaviṁ pathavito abhiññāya pathaviṁ na maññati, pathaviyā na maññati, pathavito na maññati, pathaviṁ meti na maññati, pathaviṁ nābhinandati.
mn1:123.3	Taṁ kissa hetu?
mn1:123.4	Khayā mohassa, vītamohattā.
mn1:124-146.1	Āpaṁ …pe…
mn1:124-146.2	tejaṁ …
mn1:124-146.3	vāyaṁ …
mn1:124-146.4	bhūte …
mn1:124-146.5	deve …
mn1:124-146.6	pajāpatiṁ …
mn1:124-146.7	brahmaṁ …
mn1:124-146.8	ābhassare …
mn1:124-146.9	subhakiṇhe …
mn1:124-146.10	vehapphale …
mn1:124-146.11	abhibhuṁ …
mn1:124-146.12	ākāsānañcāyatanaṁ …
mn1:124-146.13	viññāṇañcāyatanaṁ …
mn1:124-146.14	ākiñcaññāyatanaṁ …
mn1:124-146.15	nevasaññānāsaññāyatanaṁ …
mn1:124-146.16	diṭṭhaṁ …
mn1:124-146.17	sutaṁ …
mn1:124-146.18	mutaṁ …
mn1:124-146.19	viññātaṁ …
mn1:124-146.20	ekattaṁ …
mn1:124-146.21	nānattaṁ …
mn1:124-146.22	sabbaṁ …
mn1:124-146.23	nibbānaṁ nibbānato abhijānāti;
mn1:124-146.24	nibbānaṁ nibbānato abhiññāya nibbānaṁ na maññati, nibbānasmiṁ na maññati, nibbānato na maññati, nibbānaṁ meti na maññati, nibbānaṁ nābhinandati.
mn1:124-146.25	Taṁ kissa hetu?
mn1:124-146.26	Khayā mohassa, vītamohattā.
mn1:124-146.27	Khīṇāsavavasena chaṭṭhanayabhūmiparicchedo niṭṭhito.
mn1:147.1	Tathāgatopi, bhikkhave, arahaṁ sammāsambuddho pathaviṁ pathavito abhijānāti;
mn1:147.2	pathaviṁ pathavito abhiññāya pathaviṁ na maññati, pathaviyā na maññati, pathavito na maññati, pathaviṁ meti na maññati, pathaviṁ nābhinandati.
mn1:147.3	Taṁ kissa hetu?
mn1:147.4	‘Pariññātantaṁ tathāgatassā’ti vadāmi.
mn1:148-170.1	Āpaṁ …pe…
mn1:148-170.2	tejaṁ …
mn1:148-170.3	vāyaṁ …
mn1:148-170.4	bhūte …
mn1:148-170.5	deve …
mn1:148-170.6	pajāpatiṁ …
mn1:148-170.7	brahmaṁ …
mn1:148-170.8	ābhassare …
mn1:148-170.9	subhakiṇhe …
mn1:148-170.10	vehapphale …
mn1:148-170.11	abhibhuṁ …
mn1:148-170.12	ākāsānañcāyatanaṁ …
mn1:148-170.13	viññāṇañcāyatanaṁ …
mn1:148-170.14	ākiñcaññāyatanaṁ …
mn1:148-170.15	nevasaññānāsaññāyatanaṁ …
mn1:148-170.16	diṭṭhaṁ …
mn1:148-170.17	sutaṁ …
mn1:148-170.18	mutaṁ …
mn1:148-170.19	viññātaṁ …
mn1:148-170.20	ekattaṁ …
mn1:148-170.21	nānattaṁ …
mn1:148-170.22	sabbaṁ …
mn1:148-170.23	nibbānaṁ nibbānato abhijānāti;
mn1:148-170.24	nibbānaṁ nibbānato abhiññāya nibbānaṁ na maññati, nibbānasmiṁ na maññati, nibbānato na maññati, nibbānaṁ meti na maññati, nibbānaṁ nābhinandati.
mn1:148-170.25	Taṁ kissa hetu?
mn1:148-170.26	‘Pariññātantaṁ tathāgatassā’ti vadāmi.
mn1:148-170.27	Tathāgatavasena sattamanayabhūmiparicchedo niṭṭhito.
mn1:171.1	Tathāgatopi, bhikkhave, arahaṁ sammāsambuddho pathaviṁ pathavito abhijānāti;
mn1:171.2	pathaviṁ pathavito abhiññāya pathaviṁ na maññati, pathaviyā na maññati, pathavito na maññati, pathaviṁ meti na maññati, pathaviṁ nābhinandati.
mn1:171.3	Taṁ kissa hetu?
mn1:171.4	‘Nandī dukkhassa mūlan’ti—
mn1:171.5	iti viditvā ‘bhavā jāti bhūtassa jarāmaraṇan’ti.
mn1:171.6	Tasmātiha, bhikkhave, ‘tathāgato sabbaso taṇhānaṁ khayā virāgā nirodhā cāgā paṭinissaggā anuttaraṁ sammāsambodhiṁ abhisambuddho’ti vadāmi.
mn1:172-194.1	Āpaṁ …pe…
mn1:172-194.2	tejaṁ …
mn1:172-194.3	vāyaṁ …
mn1:172-194.4	bhūte …
mn1:172-194.5	deve …
mn1:172-194.6	pajāpatiṁ …
mn1:172-194.7	brahmaṁ …
mn1:172-194.8	ābhassare …
mn1:172-194.9	subhakiṇhe …
mn1:172-194.10	vehapphale …
mn1:172-194.11	abhibhuṁ …
mn1:172-194.12	ākāsānañcāyatanaṁ …
mn1:172-194.13	viññāṇañcāyatanaṁ …
mn1:172-194.14	ākiñcaññāyatanaṁ …
mn1:172-194.15	nevasaññānāsaññāyatanaṁ …
mn1:172-194.16	diṭṭhaṁ …
mn1:172-194.17	sutaṁ …
mn1:172-194.18	mutaṁ …
mn1:172-194.19	viññātaṁ …
mn1:172-194.20	ekattaṁ …
mn1:172-194.21	nānattaṁ …
mn1:172-194.22	sabbaṁ …
mn1:172-194.23	nibbānaṁ nibbānato abhijānāti;
mn1:172-194.24	nibbānaṁ nibbānato abhiññāya nibbānaṁ na maññati, nibbānasmiṁ na maññati, nibbānato na maññati, nibbānaṁ meti na maññati, nibbānaṁ nābhinandati.
mn1:172-194.25	Taṁ kissa hetu?
mn1:172-194.26	‘Nandī dukkhassa mūlan’ti—
mn1:172-194.27	iti viditvā ‘bhavā jāti bhūtassa jarāmaraṇan’ti.
mn1:172-194.28	Tasmātiha, bhikkhave, ‘tathāgato sabbaso taṇhānaṁ khayā virāgā nirodhā cāgā paṭinissaggā anuttaraṁ sammāsambodhiṁ abhisambuddho’ti vadāmī”ti.
mn1:172-194.29	Tathāgatavasena aṭṭhamanayabhūmiparicchedo niṭṭhito.
mn1:172-194.30	Idamavoca bhagavā.
mn1:172-194.31	Na te bhikkhū bhagavato bhāsitaṁ abhinandunti.
mn1:172-194.32	Mūlapariyāyasuttaṁ niṭṭhitaṁ paṭhamaṁ.
mn2:0.1	Majjhima Nikāya 2
mn2:0.2	Sabbāsavasutta
mn2:1.1	Evaṁ me sutaṁ—
mn2:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.
mn2:1.3	Tatra kho bhagavā bhikkhū āmantesi:
mn2:1.4	“bhikkhavo”ti.
mn2:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.
mn2:1.6	Bhagavā etadavoca:
mn2:2.1	“sabbāsavasaṁvarapariyāyaṁ vo, bhikkhave, desessāmi.
mn2:2.2	Taṁ suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti.
mn2:2.3	“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ.
mn2:2.4	Bhagavā etadavoca:
mn2:3.1	“Jānato ahaṁ, bhikkhave, passato āsavānaṁ khayaṁ vadāmi, no ajānato no apassato.
mn2:3.2	Kiñca, bhikkhave, jānato kiñca passato āsavānaṁ khayaṁ vadāmi?
mn2:3.3	Yoniso ca manasikāraṁ ayoniso ca manasikāraṁ.
mn2:3.4	Ayoniso, bhikkhave, manasikaroto anuppannā ceva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhanti;
mn2:3.5	yoniso ca kho, bhikkhave, manasikaroto anuppannā ceva āsavā na uppajjanti, uppannā ca āsavā pahīyanti.
mn2:4.1	Atthi, bhikkhave, āsavā dassanā pahātabbā, atthi āsavā saṁvarā pahātabbā, atthi āsavā paṭisevanā pahātabbā, atthi āsavā adhivāsanā pahātabbā, atthi āsavā parivajjanā pahātabbā, atthi āsavā vinodanā pahātabbā, atthi āsavā bhāvanā pahātabbā.
mn2:5.0	1. Dassanāpahātabbaāsava
mn2:5.1	Katame ca, bhikkhave, āsavā dassanā pahātabbā?
mn2:5.2	Idha, bhikkhave, assutavā puthujjano ariyānaṁ adassāvī ariyadhammassa akovido ariyadhamme avinīto, sappurisānaṁ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto—
mn2:5.3	manasikaraṇīye dhamme nappajānāti, amanasikaraṇīye dhamme nappajānāti.
mn2:5.4	So manasikaraṇīye dhamme appajānanto amanasikaraṇīye dhamme appajānanto, ye dhammā na manasikaraṇīyā, te dhamme manasi karoti, ye dhammā manasikaraṇīyā te dhamme na manasi karoti.
mn2:6.1	Katame ca, bhikkhave, dhammā na manasikaraṇīyā ye dhamme manasi karoti?
mn2:6.2	Yassa, bhikkhave, dhamme manasikaroto anuppanno vā kāmāsavo uppajjati, uppanno vā kāmāsavo pavaḍḍhati;
mn2:6.3	anuppanno vā bhavāsavo uppajjati, uppanno vā bhavāsavo pavaḍḍhati;
mn2:6.4	anuppanno vā avijjāsavo uppajjati, uppanno vā avijjāsavo pavaḍḍhati—
mn2:6.5	ime dhammā na manasikaraṇīyā ye dhamme manasi karoti.
mn2:6.6	Katame ca, bhikkhave, dhammā manasikaraṇīyā ye dhamme na manasi karoti?
mn2:6.7	Yassa, bhikkhave, dhamme manasikaroto anuppanno vā kāmāsavo na uppajjati, uppanno vā kāmāsavo pahīyati;
mn2:6.8	anuppanno vā bhavāsavo na uppajjati, uppanno vā bhavāsavo pahīyati;
mn2:6.9	anuppanno vā avijjāsavo na uppajjati, uppanno vā avijjāsavo pahīyati—
mn2:6.10	ime dhammā manasikaraṇīyā ye dhamme na manasi karoti.
mn2:7.1	Tassa amanasikaraṇīyānaṁ dhammānaṁ manasikārā manasikaraṇīyānaṁ dhammānaṁ amanasikārā anuppannā ceva āsavā uppajjanti uppannā ca āsavā pavaḍḍhanti.
mn2:7.2	So evaṁ ayoniso manasi karoti:
mn2:7.3	‘ahosiṁ nu kho ahaṁ atītamaddhānaṁ? Na nu kho ahosiṁ atītamaddhānaṁ? Kiṁ nu kho ahosiṁ atītamaddhānaṁ? Kathaṁ nu kho ahosiṁ atītamaddhānaṁ? Kiṁ hutvā kiṁ ahosiṁ nu kho ahaṁ atītamaddhānaṁ?
mn2:7.4	Bhavissāmi nu kho ahaṁ anāgatamaddhānaṁ? Na nu kho bhavissāmi anāgatamaddhānaṁ? Kiṁ nu kho bhavissāmi anāgatamaddhānaṁ? Kathaṁ nu kho bhavissāmi anāgatamaddhānaṁ? Kiṁ hutvā kiṁ bhavissāmi nu kho ahaṁ anāgatamaddhānan’ti?
mn2:7.5	Etarahi vā paccuppannamaddhānaṁ ajjhattaṁ kathaṅkathī hoti:
mn2:7.6	‘ahaṁ nu khosmi? No nu khosmi? Kiṁ nu khosmi? Kathaṁ nu khosmi? Ayaṁ nu kho satto kuto āgato? So kuhiṁ gāmī bhavissatī’ti?
mn2:8.1	Tassa evaṁ ayoniso manasikaroto channaṁ diṭṭhīnaṁ aññatarā diṭṭhi uppajjati.
