segment_id	segment_text	sutta	section_num	segment_num	collection	sutta_num	title
cp1:8.4	I gave in just the same way.	cp1	8	4	cp	1	Akitti’s Conduct
cp1:9.1	That is the reason why	cp1	9	1	cp	1	Akitti’s Conduct
cp1:9.2	my body is not discolored.	cp1	9	2	cp	1	Akitti’s Conduct
cp1:9.3	In rapture and bliss free of relishing	cp1	9	3	cp	1	Akitti’s Conduct
cp1:9.4	I spend the day.	cp1	9	4	cp	1	Akitti’s Conduct
cp1:10.1	If even for a month or two	cp1	10	1	cp	1	Akitti’s Conduct
cp1:10.2	I were to find a worthy recipient,	cp1	10	2	cp	1	Akitti’s Conduct
cp1:10.3	undisturbed, unattached,	cp1	10	3	cp	1	Akitti’s Conduct
cp1:10.4	I would give the supreme gift.	cp1	10	4	cp	1	Akitti’s Conduct
cp1:11.1	While giving him that gift	cp1	11	1	cp	1	Akitti’s Conduct
cp1:11.2	I did not wish for fame or profit.	cp1	11	2	cp	1	Akitti’s Conduct
cp1:11.3	Wishing for omniscience	cp1	11	3	cp	1	Akitti’s Conduct
cp1:11.4	I performed those deeds.”	cp1	11	4	cp	1	Akitti’s Conduct
cp2:1.1	“Then again when I was	cp2	1	1	cp	2	Saṅkha’s Conduct
cp2:1.2	a brahmin called Saṅkha,	cp2	1	2	cp	2	Saṅkha’s Conduct
cp2:1.3	wanting to cross the great ocean,	cp2	1	3	cp	2	Saṅkha’s Conduct
cp2:1.4	I was on my way to the port.	cp2	1	4	cp	2	Saṅkha’s Conduct
cp2:2.1	There I saw across the way	cp2	2	1	cp	2	Saṅkha’s Conduct
cp2:2.2	one self-awakened, undefeated,	cp2	2	2	cp	2	Saṅkha’s Conduct
cp2:2.3	walking a desert road	cp2	2	3	cp	2	Saṅkha’s Conduct
cp2:2.4	whose ground was hot and rough.	cp2	2	4	cp	2	Saṅkha’s Conduct
cp2:3.1	Seeing him across the way,	cp2	3	1	cp	2	Saṅkha’s Conduct
cp2:3.2	I thought this:	cp2	3	2	cp	2	Saṅkha’s Conduct
cp2:3.3	‘A field has appeared	cp2	3	3	cp	2	Saṅkha’s Conduct
cp2:3.4	for a person desiring merit.	cp2	3	4	cp	2	Saṅkha’s Conduct
cp2:4.1	Now suppose a farmer	cp2	4	1	cp	2	Saṅkha’s Conduct
cp2:4.2	seeing a fertile field	cp2	4	2	cp	2	Saṅkha’s Conduct
cp2:4.3	does not sow seed there,	cp2	4	3	cp	2	Saṅkha’s Conduct
cp2:4.4	then they are not in need of grain.	cp2	4	4	cp	2	Saṅkha’s Conduct
cp2:5.1	So too, if I, desiring merit,	cp2	5	1	cp	2	Saṅkha’s Conduct
cp2:5.2	seeing a supreme excellent field,	cp2	5	2	cp	2	Saṅkha’s Conduct
cp2:5.3	do not render service there,	cp2	5	3	cp	2	Saṅkha’s Conduct
cp2:5.4	then I am not in need of merit.	cp2	5	4	cp	2	Saṅkha’s Conduct
cp2:6.1	Or suppose a minister seeking the royal seal	cp2	6	1	cp	2	Saṅkha’s Conduct
cp2:6.2	of authority over the people of the court,	cp2	6	2	cp	2	Saṅkha’s Conduct
cp2:6.3	does not give them money and grain,	cp2	6	3	cp	2	Saṅkha’s Conduct
cp2:6.4	their authority dwindles.	cp2	6	4	cp	2	Saṅkha’s Conduct
cp2:7.1	So too, if I, desiring merit,	cp2	7	1	cp	2	Saṅkha’s Conduct
cp2:7.2	seeing an abundantly worthy recipient,	cp2	7	2	cp	2	Saṅkha’s Conduct
cp2:7.3	do not give gifts to them,	cp2	7	3	cp	2	Saṅkha’s Conduct
cp2:7.4	I will dwindle in merit.’	cp2	7	4	cp	2	Saṅkha’s Conduct
cp2:8.1	Reflecting in this way,	cp2	8	1	cp	2	Saṅkha’s Conduct
cp2:8.2	I took off my sandals	cp2	8	2	cp	2	Saṅkha’s Conduct
cp2:8.3	and bowed to his feet,	cp2	8	3	cp	2	Saṅkha’s Conduct
cp2:8.4	giving him an umbrella and sandals.	cp2	8	4	cp	2	Saṅkha’s Conduct
cp2:9.1	Though I was a hundred times	cp2	9	1	cp	2	Saṅkha’s Conduct
cp2:9.2	more delicate and dainty than him,	cp2	9	2	cp	2	Saṅkha’s Conduct
cp2:9.3	fulfilling my generosity,	cp2	9	3	cp	2	Saṅkha’s Conduct
cp2:9.4	I gave like this to him.”	cp2	9	4	cp	2	Saṅkha’s Conduct
cp3:1.1	“Then again when I reigned	cp3	1	1	cp	3	Kururāja’s Conduct
cp3:1.3	as the king named Dhanañjaya	cp3	1	3	cp	3	Kururāja’s Conduct
cp3:1.4	I was blessed with the ten skillful deeds.	cp3	1	4	cp	3	Kururāja’s Conduct
cp3:2.1	From the realm of Kaliṅga	cp3	2	1	cp	3	Kururāja’s Conduct
cp3:2.2	brahmins came to me	cp3	2	2	cp	3	Kururāja’s Conduct
cp3:2.3	requesting the royal elephant	cp3	2	3	cp	3	Kururāja’s Conduct
cp3:2.4	that was lucky and deemed auspicious.	cp3	2	4	cp	3	Kururāja’s Conduct
cp3:3.1	‘Our nation is suffering from drought,	cp3	3	1	cp	3	Kururāja’s Conduct
cp3:3.2	food is scarce and famine abounds,	cp3	3	2	cp	3	Kururāja’s Conduct
cp3:3.3	please give the noble elephant	cp3	3	3	cp	3	Kururāja’s Conduct
cp3:3.4	of midnight hue named Añjana.’	cp3	3	4	cp	3	Kururāja’s Conduct
cp3:4.1	‘When supplicants come to me	cp3	4	1	cp	3	Kururāja’s Conduct
cp3:4.2	it is unbefitting to refuse.	cp3	4	2	cp	3	Kururāja’s Conduct
cp3:4.3	Let not my vow be broken,	cp3	4	3	cp	3	Kururāja’s Conduct
cp3:4.4	I shall give the mighty elephant.’	cp3	4	4	cp	3	Kururāja’s Conduct
cp3:5.1	Taking the elephant by the trunk,	cp3	5	1	cp	3	Kururāja’s Conduct
cp3:5.2	and a bejewelled ceremonial vessel,	cp3	5	2	cp	3	Kururāja’s Conduct
cp3:5.3	I sprinkled water on the hand,	cp3	5	3	cp	3	Kururāja’s Conduct
cp3:5.4	and gave the elephant to the brahmins.	cp3	5	4	cp	3	Kururāja’s Conduct
cp3:6.1	When I had given the elephant,	cp3	6	1	cp	3	Kururāja’s Conduct
cp3:6.2	my ministers said,	cp3	6	2	cp	3	Kururāja’s Conduct
cp3:6.3	‘Why did you give the noble elephant	cp3	6	3	cp	3	Kururāja’s Conduct
cp3:6.4	to the supplicants?	cp3	6	4	cp	3	Kururāja’s Conduct
cp3:7.1	He was lucky and endowed with the auspicious,	cp3	7	1	cp	3	Kururāja’s Conduct
cp3:7.2	supreme victor in battle.	cp3	7	2	cp	3	Kururāja’s Conduct
cp3:7.3	Now you have given the elephant,	cp3	7	3	cp	3	Kururāja’s Conduct
cp3:7.4	how shall you govern the realm?’	cp3	7	4	cp	3	Kururāja’s Conduct
cp3:8.1	‘I would give the entire realm	cp3	8	1	cp	3	Kururāja’s Conduct
cp3:8.2	and my physical body as well.	cp3	8	2	cp	3	Kururāja’s Conduct
cp3:8.3	Omniscience is precious to me,	cp3	8	3	cp	3	Kururāja’s Conduct
cp3:8.4	which is why I gave away the elephant.’”	cp3	8	4	cp	3	Kururāja’s Conduct
cp4:1.1	“When I was Lord of the Earth	cp4	1	1	cp	4	Mahāsudassana’s Conduct
cp4:1.2	when I was Lord of the Earth,	cp4	1	2	cp	4	Mahāsudassana’s Conduct
cp4:1.3	my name was Sudassana the Great,	cp4	1	3	cp	4	Mahāsudassana’s Conduct
cp4:1.4	a wheel-turning monarch of great power.	cp4	1	4	cp	4	Mahāsudassana’s Conduct
cp4:2.3	‘Who needs what? Who wants what?	cp4	2	3	cp	4	Mahāsudassana’s Conduct
cp4:2.4	To whom ought riches be given?	cp4	2	4	cp	4	Mahāsudassana’s Conduct
cp4:3.1	Who needs an umbrella? Who is thirsty?	cp4	3	1	cp	4	Mahāsudassana’s Conduct
cp4:3.3	What person, being naked,	cp4	3	3	cp	4	Mahāsudassana’s Conduct
cp4:3.4	and will put on colorful clothes?	cp4	3	4	cp	4	Mahāsudassana’s Conduct
cp4:4.1	Who will take an embrella on a highway,	cp4	4	1	cp	4	Mahāsudassana’s Conduct
cp4:4.2	who needs sandals, soft and pretty?	cp4	4	2	cp	4	Mahāsudassana’s Conduct
cp4:4.3	Thus I had it proclaimed everywhere	cp4	4	3	cp	4	Mahāsudassana’s Conduct
cp4:4.4	morning and night.	cp4	4	4	cp	4	Mahāsudassana’s Conduct
cp4:5.1	It was not just in ten places,	cp4	5	1	cp	4	Mahāsudassana’s Conduct
cp4:5.2	or even a hundred,	cp4	5	2	cp	4	Mahāsudassana’s Conduct
cp4:5.3	but in many hundreds of places	cp4	5	3	cp	4	Mahāsudassana’s Conduct
cp4:5.4	riches were prepared for supplicants.	cp4	5	4	cp	4	Mahāsudassana’s Conduct
cp4:6.1	By day or by night	cp4	6	1	cp	4	Mahāsudassana’s Conduct
cp4:6.2	if a nomad comes,	cp4	6	2	cp	4	Mahāsudassana’s Conduct
cp4:6.3	then having gotten all he wants,	cp4	6	3	cp	4	Mahāsudassana’s Conduct
cp4:6.4	he leaves with full hands.	cp4	6	4	cp	4	Mahāsudassana’s Conduct
cp4:7.2	for my whole life.	cp4	7	2	cp	4	Mahāsudassana’s Conduct
cp4:7.3	I did not give because I disliked riches,	cp4	7	3	cp	4	Mahāsudassana’s Conduct
cp4:7.4	or because I had a store set aside.	cp4	7	4	cp	4	Mahāsudassana’s Conduct
cp4:8.1	Suppose a person is sick.	cp4	8	1	cp	4	Mahāsudassana’s Conduct
cp4:8.2	In order to be free of sickness	cp4	8	2	cp	4	Mahāsudassana’s Conduct
cp4:8.3	having compensated the doctor with money,	cp4	8	3	cp	4	Mahāsudassana’s Conduct
cp4:8.4	they become freed from sickness.	cp4	8	4	cp	4	Mahāsudassana’s Conduct
cp4:9.2	in order to fulfill without remainder,	cp4	9	2	cp	4	Mahāsudassana’s Conduct
cp4:9.4	I gave gifts to nomads	cp4	9	4	cp	4	Mahāsudassana’s Conduct
cp4:9.5	without clinging or reward,	cp4	9	5	cp	4	Mahāsudassana’s Conduct
cp4:9.6	for the attainment of awakening.”	cp4	9	6	cp	4	Mahāsudassana’s Conduct
cp5:1.1	“Then again when I was	cp5	1	1	cp	5	Mahāgovinda’s Conduct
cp5:1.2	high priest for seven kings,	cp5	1	2	cp	5	Mahāgovinda’s Conduct
cp5:1.3	I was venerated by men and gods	cp5	1	3	cp	5	Mahāgovinda’s Conduct
cp5:1.4	as the brahmin Mahāgovinda.	cp5	1	4	cp	5	Mahāgovinda’s Conduct
cp5:2.1	Then in all seven kingdoms	cp5	2	1	cp	5	Mahāgovinda’s Conduct
cp5:2.2	what I receieved as tribute	cp5	2	2	cp	5	Mahāgovinda’s Conduct
cp5:2.3	I used to give a great gift	cp5	2	3	cp	5	Mahāgovinda’s Conduct
cp5:2.4	unwavering as the ocean.	cp5	2	4	cp	5	Mahāgovinda’s Conduct
cp5:3.1	It was not because I disliked riches or grain,	cp5	3	1	cp	5	Mahāgovinda’s Conduct
cp5:3.2	or because I had a store set aside,	cp5	3	2	cp	5	Mahāgovinda’s Conduct
cp5:3.3	but because omniscience is precious to me,	cp5	3	3	cp	5	Mahāgovinda’s Conduct
cp5:3.4	that is why I gave such fine riches.”	cp5	3	4	cp	5	Mahāgovinda’s Conduct
cp6:1.1	“Then again when I was	cp6	1	1	cp	6	King Nimi’s Conduct
cp6:1.2	in the capital city of Mithilā	cp6	1	2	cp	6	King Nimi’s Conduct
cp6:1.3	I was the great king named Nimi,	cp6	1	3	cp	6	King Nimi’s Conduct
cp6:1.4	astute and seeking the good.	cp6	1	4	cp	6	King Nimi’s Conduct
cp6:2.1	Then having had constructed	cp6	2	1	cp	6	King Nimi’s Conduct
cp6:2.2	four halls with four openings,	cp6	2	2	cp	6	King Nimi’s Conduct
cp6:2.3	I provided gifts there	cp6	2	3	cp	6	King Nimi’s Conduct
cp6:2.4	for beasts, birds, men, and so forth.	cp6	2	4	cp	6	King Nimi’s Conduct
cp6:3.1	Clothing and beds,	cp6	3	1	cp	6	King Nimi’s Conduct
cp6:3.2	food and drink to enjoy:	cp6	3	2	cp	6	King Nimi’s Conduct
cp6:3.3	I provided them without let,	cp6	3	3	cp	6	King Nimi’s Conduct
cp6:3.4	performing a great offering.	cp6	3	4	cp	6	King Nimi’s Conduct
cp6:4.1	Suppose a servant is looking	cp6	4	1	cp	6	King Nimi’s Conduct
cp6:4.2	to get a raise from their boss,	cp6	4	2	cp	6	King Nimi’s Conduct
cp6:4.3	they’d seek to fulfill their needs	cp6	4	3	cp	6	King Nimi’s Conduct
cp6:4.4	by body, speech, and mind.	cp6	4	4	cp	6	King Nimi’s Conduct
cp6:5.1	In that way in every life	cp6	5	1	cp	6	King Nimi’s Conduct
cp6:5.2	I shall seek the wisdom born of awakening.	cp6	5	2	cp	6	King Nimi’s Conduct
cp6:5.3	Having pleased beings with gifts,	cp6	5	3	cp	6	King Nimi’s Conduct
cp6:5.4	I wish for the supreme awakening.”	cp6	5	4	cp	6	King Nimi’s Conduct
cp7:1.1	“Then again when I was	cp7	1	1	cp	7	Prince Candana’s Conduct
cp7:1.2	the true-born son of the One King	cp7	1	2	cp	7	Prince Candana’s Conduct
cp7:1.3	in the city of flowers, Pupphavatī,	cp7	1	3	cp	7	Prince Candana’s Conduct
cp7:1.4	I was called Prince Canda, the Moon.	cp7	1	4	cp	7	Prince Candana’s Conduct
cp7:2.1	Then, released from being sacrificed,	cp7	2	1	cp	7	Prince Candana’s Conduct
cp7:2.2	I fled the sacrificial enclosure.	cp7	2	2	cp	7	Prince Candana’s Conduct
cp7:2.3	Giving rise to a sense of urgency,	cp7	2	3	cp	7	Prince Candana’s Conduct
cp7:2.4	I performed a great offering.	cp7	2	4	cp	7	Prince Candana’s Conduct
cp7:3.1	I did not drink, I did not eat,	cp7	3	1	cp	7	Prince Candana’s Conduct
cp7:3.2	I did not enjoy any food	cp7	3	2	cp	7	Prince Candana’s Conduct
cp7:3.3	for five or six days	cp7	3	3	cp	7	Prince Candana’s Conduct
cp7:3.4	with having first offering to a worthy recipient.	cp7	3	4	cp	7	Prince Candana’s Conduct
cp7:4.1	Suppose there was a merchant	cp7	4	1	cp	7	Prince Candana’s Conduct
cp7:4.2	who had made a store of goods.	cp7	4	2	cp	7	Prince Candana’s Conduct
cp7:4.3	They would take those goods	cp7	4	3	cp	7	Prince Candana’s Conduct
cp7:4.4	to where they could make a large profit.	cp7	4	4	cp	7	Prince Candana’s Conduct
cp7:5.1	So too, even giving what one has used oneself	cp7	5	1	cp	7	Prince Candana’s Conduct
cp7:5.2	to others is very fruitful.	cp7	5	2	cp	7	Prince Candana’s Conduct
cp7:5.3	That is why what is to be given to others	cp7	5	3	cp	7	Prince Candana’s Conduct
cp7:5.4	multiplies a hundredfold.	cp7	5	4	cp	7	Prince Candana’s Conduct
cp7:6.1	Knowing the reason for this,	cp7	6	1	cp	7	Prince Candana’s Conduct
cp7:6.2	I gave gifts in life after life.	cp7	6	2	cp	7	Prince Candana’s Conduct
cp7:6.3	I never relented in giving	cp7	6	3	cp	7	Prince Candana’s Conduct
cp7:6.4	for the attainment of awakening.”	cp7	6	4	cp	7	Prince Candana’s Conduct
cp8:1.1	“In the city called Ariṭṭha	cp8	1	1	cp	8	King Sivi’s Conduct
cp8:1.2	I was the aristocrat named Sivi.	cp8	1	2	cp	8	King Sivi’s Conduct
cp8:1.3	Seated in my finest longhouse,	cp8	1	3	cp	8	King Sivi’s Conduct
cp8:1.4	I then had the following thought:	cp8	1	4	cp	8	King Sivi’s Conduct
cp8:2.1	‘Whatever human gifts there are,	cp8	2	1	cp	8	King Sivi’s Conduct
cp8:2.2	none may be found that I have not given.	cp8	2	2	cp	8	King Sivi’s Conduct
cp8:2.3	Even if someone were to ask for my eye,	cp8	2	3	cp	8	King Sivi’s Conduct
cp8:2.4	I would give it without wavering.’	cp8	2	4	cp	8	King Sivi’s Conduct
cp8:3.1	Knowing my thoughts,	cp8	3	1	cp	8	King Sivi’s Conduct
cp8:3.2	Sakka the lord of Gods,	cp8	3	2	cp	8	King Sivi’s Conduct
cp8:3.3	sitting in the assembly of gods	cp8	3	3	cp	8	King Sivi’s Conduct
cp8:3.4	said the following.	cp8	3	4	cp	8	King Sivi’s Conduct
cp8:4.1	‘Seated in his finest longhouse,	cp8	4	1	cp	8	King Sivi’s Conduct
cp8:4.2	the mighty King Sivi	cp8	4	2	cp	8	King Sivi’s Conduct
cp8:4.3	is thinking of manifold gifts	cp8	4	3	cp	8	King Sivi’s Conduct
cp8:4.4	and cannot see any he would not give.	cp8	4	4	cp	8	King Sivi’s Conduct
cp8:5.1	Is this is true or not?	cp8	5	1	cp	8	King Sivi’s Conduct
cp8:5.2	Come, let us test him.	cp8	5	2	cp	8	King Sivi’s Conduct
cp8:5.3	Wait a minute	cp8	5	3	cp	8	King Sivi’s Conduct
cp8:5.4	until I know his mind.’	cp8	5	4	cp	8	King Sivi’s Conduct
cp8:6.1	Appearing as a frail old man,	cp8	6	1	cp	8	King Sivi’s Conduct
cp8:6.2	with grey hair and wrinkled skin,	cp8	6	2	cp	8	King Sivi’s Conduct
cp8:6.3	feeble and blind,	cp8	6	3	cp	8	King Sivi’s Conduct
cp8:6.4	he approached the king.	cp8	6	4	cp	8	King Sivi’s Conduct
cp8:7.1	Then, stretching out	cp8	7	1	cp	8	King Sivi’s Conduct
cp8:7.2	his left and right arms,	cp8	7	2	cp	8	King Sivi’s Conduct
cp8:7.3	he raised his joined palms to his head	cp8	7	3	cp	8	King Sivi’s Conduct
cp8:7.4	and said the following.	cp8	7	4	cp	8	King Sivi’s Conduct
cp8:8.1	‘Great king, I have a request for you.	cp8	8	1	cp	8	King Sivi’s Conduct
cp8:8.2	Under your just rule the kingdom has flourished,	cp8	8	2	cp	8	King Sivi’s Conduct
cp8:8.3	and the renown of your love of giving	cp8	8	3	cp	8	King Sivi’s Conduct
cp8:8.4	has risen among gods and humans.	cp8	8	4	cp	8	King Sivi’s Conduct
cp8:9.1	Both my eyes, by which I find my way,	cp8	9	1	cp	8	King Sivi’s Conduct
cp8:9.2	are ruined and become blind.	cp8	9	2	cp	8	King Sivi’s Conduct
cp8:9.3	Give me just one eye,	cp8	9	3	cp	8	King Sivi’s Conduct
cp8:9.4	while you too get by with one.’	cp8	9	4	cp	8	King Sivi’s Conduct
cp8:10.1	After hearing his words	cp8	10	1	cp	8	King Sivi’s Conduct
cp8:10.2	I was thrilled, my mind elated,	cp8	10	2	cp	8	King Sivi’s Conduct
cp8:10.3	so with joined palms, inspired,	cp8	10	3	cp	8	King Sivi’s Conduct
cp8:10.4	I said the following.	cp8	10	4	cp	8	King Sivi’s Conduct
cp8:11.1	‘Just now I was reflecting on this	cp8	11	1	cp	8	King Sivi’s Conduct
cp8:11.2	when I came here from the longhouse.	cp8	11	2	cp	8	King Sivi’s Conduct
cp8:11.3	Understanding my mind,	cp8	11	3	cp	8	King Sivi’s Conduct
cp8:11.4	you have come to ask for an eye.	cp8	11	4	cp	8	King Sivi’s Conduct
cp8:12.1	Oh! My wish has come true!	cp8	12	1	cp	8	King Sivi’s Conduct
cp8:12.2	My intention is fulfilled!	cp8	12	2	cp	8	King Sivi’s Conduct
cp8:12.3	Today I shall give to a supplicant	cp8	12	3	cp	8	King Sivi’s Conduct
cp8:12.4	a fine gift never before given.’	cp8	12	4	cp	8	King Sivi’s Conduct
cp8:13.1	‘Come Sivaka, stand up,	cp8	13	1	cp	8	King Sivi’s Conduct
cp8:13.2	do not hesitate or waver.	cp8	13	2	cp	8	King Sivi’s Conduct
cp8:13.3	Pluck out even both eyes	cp8	13	3	cp	8	King Sivi’s Conduct
cp8:13.4	and give them to the beggar.’	cp8	13	4	cp	8	King Sivi’s Conduct
cp8:14.1	And then, urged on by me,	cp8	14	1	cp	8	King Sivi’s Conduct
cp8:14.2	Sivaka did as I said.	cp8	14	2	cp	8	King Sivi’s Conduct
cp8:14.3	Extracting both eyes,	cp8	14	3	cp	8	King Sivi’s Conduct
cp8:14.4	he presented them to the trembling supplicant.	cp8	14	4	cp	8	King Sivi’s Conduct
cp8:15.1	‘While planning to give, while giving,	cp8	15	1	cp	8	King Sivi’s Conduct
cp8:15.2	and after I had given,	cp8	15	2	cp	8	King Sivi’s Conduct
cp8:15.3	my mind did not falter,	cp8	15	3	cp	8	King Sivi’s Conduct
cp8:15.4	because it was solely for awakening.	cp8	15	4	cp	8	King Sivi’s Conduct
cp8:16.1	It was not because I disliked my eyes,	cp8	16	1	cp	8	King Sivi’s Conduct
cp8:16.2	or that I disliked myself,	cp8	16	2	cp	8	King Sivi’s Conduct
cp8:16.3	but because omniscience is precious to me,	cp8	16	3	cp	8	King Sivi’s Conduct
cp8:16.4	that is why I gave away my eyes.’”	cp8	16	4	cp	8	King Sivi’s Conduct
cp9:1.1	“She who was my mother,	cp9	1	1	cp	9	Vessantara’s Conduct
cp9:1.2	the aristocrat lady named Phussatī,	cp9	1	2	cp	9	Vessantara’s Conduct
cp9:1.3	was Sakka’s beloved queen	cp9	1	3	cp	9	Vessantara’s Conduct
cp9:1.4	in past lives.	cp9	1	4	cp	9	Vessantara’s Conduct
cp9:2.1	Knowing that she was at the end of life,	cp9	2	1	cp	9	Vessantara’s Conduct
cp9:2.2	the Lord of Gods said this:	cp9	2	2	cp	9	Vessantara’s Conduct
cp9:2.3	‘I grant you ten favors,	cp9	2	3	cp	9	Vessantara’s Conduct
cp9:2.4	my dear, whatever favor you wish.’	cp9	2	4	cp	9	Vessantara’s Conduct
cp9:3.1	When he said this the queen	cp9	3	1	cp	9	Vessantara’s Conduct
cp9:3.2	replied to Sakka:	cp9	3	2	cp	9	Vessantara’s Conduct
cp9:3.3	‘In what way am I deficient?	cp9	3	3	cp	9	Vessantara’s Conduct
cp9:3.4	How am I displeasing to you?	cp9	3	4	cp	9	Vessantara’s Conduct
cp9:3.5	You send me from this lovely place,	cp9	3	5	cp	9	Vessantara’s Conduct
cp9:3.6	like the wind a feeble tree.’	cp9	3	6	cp	9	Vessantara’s Conduct
cp9:4.1	When she said this Sakka	cp9	4	1	cp	9	Vessantara’s Conduct
cp9:4.2	replied to her:	cp9	4	2	cp	9	Vessantara’s Conduct
cp9:4.3	‘You have done nothing wrong,	cp9	4	3	cp	9	Vessantara’s Conduct
cp9:4.4	nor are you not beloved to me.	cp9	4	4	cp	9	Vessantara’s Conduct
cp9:5.1	But you life lasts only so long,	cp9	5	1	cp	9	Vessantara’s Conduct
cp9:5.2	your time of death will come.	cp9	5	2	cp	9	Vessantara’s Conduct
cp9:5.3	Accept the ten supreme favors	cp9	5	3	cp	9	Vessantara’s Conduct
cp9:5.4	I offer to you.’	cp9	5	4	cp	9	Vessantara’s Conduct
cp9:6.1	She accepted the offerings of Sakka,	cp9	6	1	cp	9	Vessantara’s Conduct
cp9:6.2	full of joy and happiness.	cp9	6	2	cp	9	Vessantara’s Conduct
cp9:6.3	Having conceived me,	cp9	6	3	cp	9	Vessantara’s Conduct
cp9:6.4	Phussatī was blessed with the ten favors.	cp9	6	4	cp	9	Vessantara’s Conduct
cp9:7.1	Then Phussatī, having passed from there,	cp9	7	1	cp	9	Vessantara’s Conduct
cp9:7.2	was reborn as an aristocrat	cp9	7	2	cp	9	Vessantara’s Conduct
cp9:7.3	in the city of Jetuttara,	cp9	7	3	cp	9	Vessantara’s Conduct
cp9:7.4	where she married Sañjaya.	cp9	7	4	cp	9	Vessantara’s Conduct
cp9:8.1	Once I was conceived in the womb	cp9	8	1	cp	9	Vessantara’s Conduct
cp9:8.2	of my dear mother Phussatī,	cp9	8	2	cp	9	Vessantara’s Conduct
cp9:8.3	because of my power,	cp9	8	3	cp	9	Vessantara’s Conduct
cp9:8.4	my mother always delighted in giving.	cp9	8	4	cp	9	Vessantara’s Conduct
cp9:9.1	She gave to the destitute, the ailing and aging,	cp9	9	1	cp	9	Vessantara’s Conduct
cp9:9.2	to beggars, travelers, and folk,	cp9	9	2	cp	9	Vessantara’s Conduct
cp9:9.3	to ascetics and brahmins, and the dispossessed,	cp9	9	3	cp	9	Vessantara’s Conduct
cp9:9.4	and to those who had nothing.	cp9	9	4	cp	9	Vessantara’s Conduct
cp9:10.1	Having carried me for ten months,	cp9	10	1	cp	9	Vessantara’s Conduct
cp9:10.2	she was proceeding around the city	cp9	10	2	cp	9	Vessantara’s Conduct
cp9:10.3	when Phussatī gave birth to me	cp9	10	3	cp	9	Vessantara’s Conduct
cp9:10.4	in the middle of the peasant’s street.	cp9	10	4	cp	9	Vessantara’s Conduct
cp9:11.1	My name was not from my mother’s side,	cp9	11	1	cp	9	Vessantara’s Conduct
cp9:11.2	nor from my father’s.	cp9	11	2	cp	9	Vessantara’s Conduct
cp9:11.3	I was born there in the peasant’s street,	cp9	11	3	cp	9	Vessantara’s Conduct
cp9:11.4	and that’s why I’m called Vessantara.	cp9	11	4	cp	9	Vessantara’s Conduct
cp9:12.1	When I was a boy	cp9	12	1	cp	9	Vessantara’s Conduct
cp9:12.2	of only eight years old,	cp9	12	2	cp	9	Vessantara’s Conduct
cp9:12.3	sitting in the stilt longhouse,	cp9	12	3	cp	9	Vessantara’s Conduct
cp9:12.4	I thought of giving gifts.	cp9	12	4	cp	9	Vessantara’s Conduct
