segment_id	segment_text	comment_text
pli-tv-pvr1.1:2.20	Who have finished the training?	NA
pli-tv-pvr1.1:2.21	Established in what?	NA
pli-tv-pvr1.1:2.22	Who master it?	NA
pli-tv-pvr1.1:2.23	Whose pronouncement was it?	NA
pli-tv-pvr1.1:2.24	Who handed it down?”	NA
pli-tv-pvr1.1:3.1	“The first offense entailing expulsion was laid down by the Buddha who knows and sees, the Perfected One, the fully Awakened One. Where was it laid down?”	NA
pli-tv-pvr1.1:3.2	At Vesālī.	NA
pli-tv-pvr1.1:3.3	“Whom is it about?”	NA
pli-tv-pvr1.1:3.4	Sudinna the Kalandian.	NA
pli-tv-pvr1.1:3.5	“What is it about?”	NA
pli-tv-pvr1.1:3.6	Sudinna having sexual intercourse with his ex-wife.	NA
pli-tv-pvr1.1:3.7	“Is there a rule, an addition to the rule, an unprompted rule?”	NA
pli-tv-pvr1.1:3.8	There is one rule. There are two additions to the rule.	Sp 5.2: _Dve anupaññattiyoti “antamaso tiracchānagatāyapī”ti ca, “sikkhaṁ apaccakkhāyā”ti ca makkaṭivajjiputtakavatthūnaṁ vasena vuttā – imā dve anupaññattiyo_, “Two _anupaññattiyo_ is said because of the accounts of the female monkey and the Vajjians. These are the two additions to the rule: ‘even with a female animal’ and ‘without first renouncing the training’.”
pli-tv-pvr1.1:3.9	There is no unprompted rule.	NA
pli-tv-pvr1.1:3.10	“Is it a rule that applies everywhere or in a particular place?”	NA
pli-tv-pvr1.1:3.11	Everywhere.	Sp 5.2: _Sabbatthapaññattīti majjhimadese ceva paccantimajanapadesu ca sabbatthapaññatti_, “_Sabbatthapaññatti_: both in the central Ganges plain and in the outlying countries, this is _sabbatthapaññatti_.”
pli-tv-pvr1.1:3.12	“Is it a rule that the monks and nuns have in common or not in common?”	NA
pli-tv-pvr1.1:3.13	In common.	NA
pli-tv-pvr1.1:3.14	“Is it a rule for one Sangha or for both?”	NA
pli-tv-pvr1.1:3.15	For both.	Sp 5.2: _Byañjanamattameva hi ettha nānaṁ, bhikkhūnaṁ bhikkhunīnampi sādhāraṇattā sādhāraṇapaññatti, ubhinnampi paññattattā ubhatopaññattīti_, “For here merely the wording is different, since a commonality between the monks and the nuns is a common rule, whereas a ruling for both is a rule for both sides.” The point seems to be that a rule “in common” is synonymous with a rule “for both”.
pli-tv-pvr1.1:3.16	“In which of the five ways of reciting the Monastic Code is it contained and included?”	NA
pli-tv-pvr1.1:3.17	In the introduction.	Sp 5.2: _Nidānogadhanti “yassa siyā āpatti so āvikareyyā”ti ettha sabbāpattīnaṁ anupaviṭṭhattā nidānogadhaṁ; nidāne anupaviṭṭhanti attho_, “_Nidānogadha_: it is contained in the introduction because of the entry here of all offenses: ‘Anyone who has committed an offense should reveal it.’ The meaning is they are entered in the introduction.”
pli-tv-pvr1.1:3.18	“In which recitation is it included?”	NA
pli-tv-pvr1.1:3.19	In the second recitation.	Sp 5.2: _Dutiyena uddesenāti nidānogadhaṁ nidānapariyāpannampi samānaṁ “tatrime cattāro pārājikā dhammā”tiādinā dutiyeneva uddesena uddesaṁ āgacchati_, “In the second recitation: being contained and included in the introduction, it comes to be recited with ‘Now these four rules on expulsion’ etc.”
pli-tv-pvr1.1:3.20	“To which of the four kinds of failure does it belong?”	NA
pli-tv-pvr1.1:3.21	Failure in morality.	NA
pli-tv-pvr1.1:3.22	“To which of the seven classes of offenses does it belong?”	NA
pli-tv-pvr1.1:3.23	The class of offenses entailing expulsion.	NA
pli-tv-pvr1.1:3.24	“Through how many of the six kinds of originations of offenses does it originate?”	NA
pli-tv-pvr1.1:3.25	It originates in one way:	NA
pli-tv-pvr1.1:3.26	from body and mind, not from speech.	NA
pli-tv-pvr1.1:3.27	“To which of the four kinds of legal issues does it belong?”	NA
pli-tv-pvr1.1:3.28	Legal issues arising from an offense.	NA
pli-tv-pvr1.1:3.29	“Through how many of the seven principles for settling legal issues is it settled?”	NA
pli-tv-pvr1.1:3.30	Through two of them:	NA
pli-tv-pvr1.1:3.31	by resolution face-to-face and by acting according to what has been admitted.	NA
pli-tv-pvr1.1:3.32	“What is the Monastic Law there? What is concerned with the Monastic Law there?”	NA
pli-tv-pvr1.1:3.33	The rule is the Monastic Law. Its analysis is concerned with the Monastic Law.	Sp 5.2: _Vibhattīti padabhājanaṁ vuccati; vibhattīti hi vibhaṅgassevetaṁ nāmaṁ_, “The word analysis is called _vibhatti_; for _vibhatti_ is a name for the analysis.” The first of these refers to the Pātimokkha, which is mentioned in the next entry, whereas the latter refers to the _vibhaṅga_. This shows us that the prefix _abhi-_ means “about” in certain contexts, such as this one, and refers to a commentary style text. It may well be, then, that the Abhidhamma, which is sometimes paired with _abhivinaya_ in the Canonical texts, originally was regarded as a commentary on the content of the Sutta Piṭaka.
pli-tv-pvr1.1:3.34	“What is the Monastic Code there? What is concerned with the Monastic Code there?”	NA
pli-tv-pvr1.1:3.35	The rule is the Monastic Code. Its analysis is concerned with the Monastic Code.	NA
pli-tv-pvr1.1:3.36	“What is failure?”	NA
pli-tv-pvr1.1:3.37	Lack of restraint.	NA
pli-tv-pvr1.1:3.38	“What is success?”	NA
pli-tv-pvr1.1:3.39	Restraint.	NA
pli-tv-pvr1.1:3.40	“What is the practice?”	NA
pli-tv-pvr1.1:3.41	Thinking, “I won’t do such a thing,” one undertakes to train in the training rules for life.	NA
pli-tv-pvr1.1:3.42	“For how many reasons did the Buddha lay down the first offense entailing expulsion?”	NA
pli-tv-pvr1.1:3.43	He laid it down for the following ten reasons:	NA
pli-tv-pvr1.1:3.44	for the well-being of the Sangha, for the comfort of the Sangha, for the restraint of bad people, for the ease of good monks, for the restraint of the corruptions relating to the present life, for the restraint of the corruptions relating to future lives, to give rise to confidence in those without it, to increase the confidence of those who have it, for the longevity of the true Teaching, and for supporting the training.	NA
pli-tv-pvr1.1:3.45	“Who are those who train?”	NA
pli-tv-pvr1.1:3.46	They are the trainees and the good ordinary people.	NA
pli-tv-pvr1.1:3.47	“Who have finished the training?”	NA
pli-tv-pvr1.1:3.48	The perfected ones.	NA
pli-tv-pvr1.1:3.49	“Established in what?”	NA
pli-tv-pvr1.1:3.50	In fondness for the training.	NA
pli-tv-pvr1.1:3.51	“Who master it?”	NA
pli-tv-pvr1.1:3.52	Those who learn it.	Sp 5.2: _Yesaṁ vattatīti yesaṁ vinayapiṭakañca aṭṭhakathā ca sabbā paguṇāti attho_, “_Yesaṁ vattati_ means for those who learn the whole collection of Monastic Law and the commentaries.”
pli-tv-pvr1.1:3.53	“Whose pronouncement was it?”	NA
pli-tv-pvr1.1:3.54	It was the pronouncement of the Buddha, the Perfected One, the fully Awakened One.	NA
pli-tv-pvr1.1:3.55	“Who handed it down?”	NA
pli-tv-pvr1.1:3.56	The lineage:	NA
pli-tv-pvr1.1:4.1	“Upāli and Dāsaka,	NA
pli-tv-pvr1.1:4.2	Soṇaka and so Siggava;	NA
pli-tv-pvr1.1:4.3	With Moggaliputta as the fifth—	NA
pli-tv-pvr1.1:4.4	These were in India, the land named after the glorious rose apple.	Vmv 1.1: _Jambusirivhayeti jambusadiso sirimanto avhayo nāmaṁ yassa dīpassa, tasmiṁ jambudīpeti vuttaṁ hoti_, “_Jambusirivhaye_: this is said: in that rose-apple land that is like a glorious rose apple and is so-called, so-named.”
pli-tv-pvr1.1:5.1	Then Mahinda, Iṭṭiya,	NA
pli-tv-pvr1.1:5.2	Uttiya and so Sambala;	NA
pli-tv-pvr1.1:5.3	And the wise one named Bhadda.	NA
pli-tv-pvr1.1:6.1	These mighty beings of great wisdom,	NA
pli-tv-pvr1.1:6.2	Came here from India;	NA
pli-tv-pvr1.1:6.3	They taught the Collection on Monastic Law,	NA
pli-tv-pvr1.1:6.4	In Sri Lanka.	NA
pli-tv-pvr1.1:7.1	And the five Collections of Discourses,	NA
pli-tv-pvr1.1:7.2	And the seven works of philosophy;	Sp-ṭ 1.0: _Satta ceva pakaraṇeti dhammasaṅgaṇīvibhaṅgādike satta abhidhammappakaraṇe ca vācesunti attho_ “_Satta ceva pakaraṇe_: it means they also taught the seven treatises of philosophy, starting with the Dhammasaṅgaṇī and the Vibhaṅga.”
pli-tv-pvr1.1:7.3	Then Ariṭṭha the discerning,	NA
pli-tv-pvr1.1:7.4	And the wise Tissadatta.	NA
pli-tv-pvr1.1:8.1	The confident Kālasumana,	NA
pli-tv-pvr1.1:8.2	And the senior monk named Dīgha;	NA
pli-tv-pvr1.1:8.3	And the wise Dīghasumana.	NA
pli-tv-pvr1.1:9.1	Another Kālasumana,	NA
pli-tv-pvr1.1:9.2	And the senior monk Nāga, Buddharakkhita;	NA
pli-tv-pvr1.1:9.3	And the discerning senior monk Tissa,	NA
pli-tv-pvr1.1:9.4	And the wise senior monk Deva.	NA
pli-tv-pvr1.1:10.1	Another discerning Sumana,	NA
pli-tv-pvr1.1:10.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:10.3	The learned Cūlanāga,	NA
pli-tv-pvr1.1:10.4	Invincible, like an elephant.	NA
pli-tv-pvr1.1:11.1	And the one named Dhammapālita,	NA
pli-tv-pvr1.1:11.2	Rohaṇa, venerated as a saint;	NA
pli-tv-pvr1.1:11.3	His student Khema of great wisdom,	NA
pli-tv-pvr1.1:11.4	A master of the three Collections.	NA
pli-tv-pvr1.1:12.1	Like the king of the stars on the island,	NA
pli-tv-pvr1.1:12.2	He outshone others in his wisdom;	NA
pli-tv-pvr1.1:12.3	And the discerning Upatissa,	NA
pli-tv-pvr1.1:12.4	Phussadeva the great speaker.	NA
pli-tv-pvr1.1:13.1	Another discerning Sumana,	NA
pli-tv-pvr1.1:13.2	The learned one named Puppha;	NA
pli-tv-pvr1.1:13.3	Mahāsīva the great speaker,	NA
pli-tv-pvr1.1:13.4	Skilled in the entire Collection.	NA
pli-tv-pvr1.1:14.1	Another discerning Upāli,	NA
pli-tv-pvr1.1:14.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:14.3	Mahānāga of great wisdom,	NA
pli-tv-pvr1.1:14.4	Skilled in the tradition of the true Teaching.	NA
pli-tv-pvr1.1:15.1	Another discerning Abhaya,	NA
pli-tv-pvr1.1:15.2	Skilled in the entire Collection;	NA
pli-tv-pvr1.1:15.3	And the discerning senior monk Tissa,	NA
pli-tv-pvr1.1:15.4	Confident in the Monastic Law.	NA
pli-tv-pvr1.1:16.1	His student of great wisdom,	NA
pli-tv-pvr1.1:16.2	The learned one named Puppha;	NA
pli-tv-pvr1.1:16.3	Guarding Buddhism,	NA
pli-tv-pvr1.1:16.4	He established himself in India.	NA
pli-tv-pvr1.1:17.1	And the discerning Cūlābhaya,	NA
pli-tv-pvr1.1:17.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:17.3	And the discerning senior monk Tissa,	NA
pli-tv-pvr1.1:17.4	Skilled in the tradition of the true Teaching.	NA
pli-tv-pvr1.1:18.1	And the discerning Cūladeva,	NA
pli-tv-pvr1.1:18.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:18.3	And the discerning senior monk Siva,	NA
pli-tv-pvr1.1:18.4	Skilled in the entire Monastic Law—	NA
pli-tv-pvr1.1:19.1	These mighty beings of great wisdom,	NA
pli-tv-pvr1.1:19.2	Knowers of the Monastic Law and skilled in the path;	NA
pli-tv-pvr1.1:19.3	Proclaimed the Collection of Monastic Law,	NA
pli-tv-pvr1.1:19.4	On the island of Sri Lanka.”	NA
pli-tv-pvr1.1:20.1	“The second offense entailing expulsion was laid down by the Buddha who knows and sees, the Perfected One, the fully Awakened One. Where was it laid down?”	NA
pli-tv-pvr1.1:20.2	At Rājagaha.	NA
pli-tv-pvr1.1:20.3	“Whom is it about?”	NA
pli-tv-pvr1.1:20.4	Dhaniya the potter.	NA
pli-tv-pvr1.1:20.5	“What is it about?”	NA
pli-tv-pvr1.1:20.6	Dhaniya stealing timber from the king.	NA
pli-tv-pvr1.1:20.7	There is one rule. There is one addition to the rule.	NA
pli-tv-pvr1.1:20.8	“Through how many of the six kinds of originations of offenses does it originate?”	NA
pli-tv-pvr1.1:20.9	It originates in three ways:	NA
pli-tv-pvr1.1:20.10	from body and mind, not from speech; or	NA
pli-tv-pvr1.1:20.11	from speech and mind, not from body; or	NA
pli-tv-pvr1.1:20.12	from body, speech, and mind. …	NA
pli-tv-pvr1.1:21.1	“There is the third offense entailing expulsion. Where was it laid down?”	NA
pli-tv-pvr1.1:21.2	At Vesālī.	NA
pli-tv-pvr1.1:21.3	“Whom is it about?”	NA
pli-tv-pvr1.1:21.4	A number of monks.	NA
pli-tv-pvr1.1:21.5	“What is it about?”	NA
pli-tv-pvr1.1:21.6	Those monks killing one another.	NA
pli-tv-pvr1.1:21.7	There is one rule. There is one addition to the rule.	NA
pli-tv-pvr1.1:21.8	“Through how many of the six kinds of originations of offenses does it originate?”	NA
pli-tv-pvr1.1:21.9	It originates in three ways:	NA
pli-tv-pvr1.1:21.10	from body and mind, not from speech; or	NA
pli-tv-pvr1.1:21.11	from speech and mind, not from body; or	NA
pli-tv-pvr1.1:21.12	from body, speech, and mind. …	NA
pli-tv-pvr1.1:22.1	“There is the fourth offense entailing expulsion. Where was it laid down?”	NA
pli-tv-pvr1.1:22.2	At Vesālī.	NA
pli-tv-pvr1.1:22.3	“Whom is it about?”	NA
pli-tv-pvr1.1:22.4	The monks from the banks of the Vaggumudā.	NA
pli-tv-pvr1.1:22.5	“What is it about?”	NA
pli-tv-pvr1.1:22.6	Those monks praising one another’s superhuman qualities to householders.	NA
pli-tv-pvr1.1:22.7	There is one rule. There is one addition to the rule.	NA
pli-tv-pvr1.1:22.8	“Through how many of the six kinds of originations of offenses does it originate?”	NA
pli-tv-pvr1.1:22.9	It originates in three ways:	NA
pli-tv-pvr1.1:22.10	from body and mind, not from speech; or	NA
pli-tv-pvr1.1:22.11	from speech and mind, not from body; or	NA
pli-tv-pvr1.1:22.12	from body, speech, and mind. …	NA
pli-tv-pvr1.1:23.1	The four offenses entailing expulsion are finished.	NA
pli-tv-pvr1.1:24.1	This is the summary:	NA
pli-tv-pvr1.1:25.1	“Sexual intercourse, and stealing,	NA
pli-tv-pvr1.1:25.2	Person, super—	NA
pli-tv-pvr1.1:25.3	The four offenses entailing expulsion,	NA
pli-tv-pvr1.1:25.4	Definitive grounds for cutting off.”	NA
pli-tv-pvr1.1:26.0	2. The chapter on offenses entailing suspension	NA
pli-tv-pvr1.1:26.1	“The offense entailing suspension for emitting semen by means of effort was laid down by the Buddha who knows and sees, the Perfected One, the fully Awakened One. Where was it laid down?	NA
pli-tv-pvr1.1:26.2	Whom is it about?	NA
pli-tv-pvr1.1:26.3	What is it about?	NA
pli-tv-pvr1.1:26.4	Is there a rule, an addition to the rule, an unprompted rule?	NA
pli-tv-pvr1.1:26.5	Is it a rule that applies everywhere or in a particular place?	NA
pli-tv-pvr1.1:26.6	Is it a rule that the monks and nuns have in common or not in common?	NA
pli-tv-pvr1.1:26.7	Is it a rule for one Sangha or for both?	NA
pli-tv-pvr1.1:26.8	In which of the five ways of reciting the Monastic Code is it contained and included?	NA
pli-tv-pvr1.1:26.9	In which recitation is it included?	NA
pli-tv-pvr1.1:26.10	To which of the four kinds of failure does it belong?	NA
pli-tv-pvr1.1:26.11	To which of the seven classes of offenses does it belong?	NA
pli-tv-pvr1.1:26.12	Through how many of the six kinds of originations of offenses does it originate?	NA
pli-tv-pvr1.1:26.13	To which of the four kinds of legal issues does it belong?	NA
pli-tv-pvr1.1:26.14	Through how many of the seven principles for settling legal issues is it settled?	NA
pli-tv-pvr1.1:26.15	What is the Monastic Law there? What is concerned with the Monastic Law there?	NA
pli-tv-pvr1.1:26.16	What is the Monastic Code there? What is concerned with the Monastic Code there?	NA
pli-tv-pvr1.1:26.17	What is failure? What is success? What is the practice?	NA
pli-tv-pvr1.1:26.18	For how many reasons did the Buddha lay down the offense entailing suspension for emitting semen by means of effort?	NA
pli-tv-pvr1.1:26.19	Who are those who train? Who have finished the training?	NA
pli-tv-pvr1.1:26.20	Established in what?	NA
pli-tv-pvr1.1:26.21	Who master it?	NA
pli-tv-pvr1.1:26.22	Whose pronouncement was it?	NA
pli-tv-pvr1.1:26.23	Who handed it down?”	NA
pli-tv-pvr1.1:27.1	“The offense entailing suspension for emitting semen by means of effort was laid down by the Buddha who knows and sees, the Perfected One, the fully Awakened One. Where was it laid down?”	NA
pli-tv-pvr1.1:27.2	At Sāvatthī.	NA
pli-tv-pvr1.1:27.3	“Whom is it about?”	NA
pli-tv-pvr1.1:27.4	Venerable Seyyasaka.	NA
pli-tv-pvr1.1:27.5	“What is it about?”	NA
pli-tv-pvr1.1:27.6	Seyyasaka masturbating.	NA
pli-tv-pvr1.1:27.7	“Is there a rule, an addition to the rule, an unprompted rule?”	NA
pli-tv-pvr1.1:27.8	There is one rule. There is one addition to the rule.	NA
pli-tv-pvr1.1:27.9	There is no unprompted rule.	NA
pli-tv-pvr1.1:27.10	“Is it a rule that applies everywhere or in a particular place?”	NA
pli-tv-pvr1.1:27.11	Everywhere.	NA
pli-tv-pvr1.1:27.12	“Is it a rule that the monks and nuns have in common or not in common?”	NA
pli-tv-pvr1.1:27.13	Not in common.	NA
pli-tv-pvr1.1:27.14	“Is it a rule for one Sangha or for both?”	NA
pli-tv-pvr1.1:27.15	For one.	NA
pli-tv-pvr1.1:27.16	“In which of the five ways of reciting the Monastic Code is it contained and included?”	NA
pli-tv-pvr1.1:27.17	In the introduction.	NA
pli-tv-pvr1.1:27.18	“In which recitation is it included?”	NA
pli-tv-pvr1.1:27.19	In the third recitation.	NA
pli-tv-pvr1.1:27.20	“To which of the four kinds of failure does it belong?”	NA
pli-tv-pvr1.1:27.21	Failure in morality.	NA
pli-tv-pvr1.1:27.22	“To which of the seven classes of offenses does it belong?”	NA
pli-tv-pvr1.1:27.23	The class of offenses entailing suspension.	NA
pli-tv-pvr1.1:27.24	“Through how many of the six kinds of originations of offenses does it originate?”	NA
pli-tv-pvr1.1:27.25	It originates in one way:	NA
pli-tv-pvr1.1:27.26	from body and mind, not from speech.	NA
pli-tv-pvr1.1:27.27	“To which of the four kinds of legal issues does it belong?”	NA
pli-tv-pvr1.1:27.28	Legal issues arising from an offense.	NA
pli-tv-pvr1.1:27.29	“Through how many of the seven principles for settling legal issues is it settled?”	NA
pli-tv-pvr1.1:27.30	Through two of them:	NA
pli-tv-pvr1.1:27.31	by resolution face-to-face and by acting according to what has been admitted.	NA
pli-tv-pvr1.1:27.32	“What is the Monastic Law there? What is concerned with the Monastic Law there?”	NA
pli-tv-pvr1.1:27.33	The rule is the Monastic Law. Its analysis is concerned with the Monastic Law.	NA
pli-tv-pvr1.1:27.34	“What is the Monastic Code there? What is concerned with the Monastic Code there?”	NA
pli-tv-pvr1.1:27.35	The rule is the Monastic Code. Its analysis is concerned with the Monastic Code.	NA
pli-tv-pvr1.1:27.36	“What is failure?”	NA
pli-tv-pvr1.1:27.37	Lack of restraint.	NA
pli-tv-pvr1.1:27.38	“What is success?”	NA
pli-tv-pvr1.1:27.39	Restraint.	NA
pli-tv-pvr1.1:27.40	“What is the practice?”	NA
pli-tv-pvr1.1:27.41	Thinking, “I won’t do such a thing,” one undertakes to train in the training rules for life.	NA
pli-tv-pvr1.1:27.42	“For how many reasons did the Buddha lay down the offense entailing suspension for emitting semen by means of effort?”	NA
pli-tv-pvr1.1:27.43	He laid it down for the following ten reasons:	NA
pli-tv-pvr1.1:27.44	for the well-being of the Sangha, for the comfort of the Sangha, for the restraint of bad people, for the ease of good monks, for the restraint of the corruptions relating to the present life, for the restraint of the corruptions relating to future lives, to give rise to confidence in those without it, to increase the confidence of those who have it, for the longevity of the true Teaching, and for supporting the training.	NA
pli-tv-pvr1.1:27.45	“Who are those who train?”	NA
pli-tv-pvr1.1:27.46	They are the trainees and the good ordinary people.	NA
pli-tv-pvr1.1:27.47	“Who have finished the training?”	NA
pli-tv-pvr1.1:27.48	The perfected ones.	NA
pli-tv-pvr1.1:27.49	“Established in what?”	NA
pli-tv-pvr1.1:27.50	In fondness for the training.	NA
pli-tv-pvr1.1:27.51	“Who master it?”	NA
pli-tv-pvr1.1:27.52	Those who learn it.	NA
pli-tv-pvr1.1:27.53	“Whose pronouncement was it?”	NA
pli-tv-pvr1.1:27.54	It was the pronouncement of the Buddha, the Perfected One, the fully Awakened One.	NA
pli-tv-pvr1.1:27.55	“Who handed it down?”	NA
pli-tv-pvr1.1:27.56	The lineage:	NA
pli-tv-pvr1.1:28.1	“Upāli and Dāsaka,	NA
pli-tv-pvr1.1:28.2	Soṇaka and so Siggava;	NA
pli-tv-pvr1.1:28.3	With Moggaliputta as the fifth—	NA
pli-tv-pvr1.1:28.4	These were in India, the land named after the glorious rose apple.	NA
pli-tv-pvr1.1:29.1	Then Mahinda, Iṭṭiya,	NA
pli-tv-pvr1.1:29.2	Uttiya and so Sambala;	NA
pli-tv-pvr1.1:29.3	And the wise one named Bhadda.	NA
pli-tv-pvr1.1:30.1	These mighty beings of great wisdom,	NA
pli-tv-pvr1.1:30.2	Came here from India;	NA
pli-tv-pvr1.1:30.3	They taught the Collection on Monastic Law,	NA
pli-tv-pvr1.1:30.4	In Sri Lanka.	NA
pli-tv-pvr1.1:31.1	And the five Collections of Discourses,	NA
pli-tv-pvr1.1:31.2	And the seven works of philosophy;	NA
pli-tv-pvr1.1:31.3	Then Ariṭṭha the discerning,	NA
pli-tv-pvr1.1:31.4	And the wise Tissadatta.	NA
pli-tv-pvr1.1:32.1	The confident Kālasumana,	NA
pli-tv-pvr1.1:32.2	And the senior monk named Dīgha;	NA
pli-tv-pvr1.1:32.3	And the wise Dīghasumana.	NA
pli-tv-pvr1.1:33.1	Another Kālasumana,	NA
pli-tv-pvr1.1:33.2	And the senior monk Nāga, Buddharakkhita;	NA
pli-tv-pvr1.1:33.3	And the discerning senior monk Tissa,	NA
pli-tv-pvr1.1:33.4	And the wise senior monk Deva.	NA
pli-tv-pvr1.1:34.1	Another discerning Sumana,	NA
pli-tv-pvr1.1:34.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:34.3	The learned Cūlanāga,	NA
pli-tv-pvr1.1:34.4	Invincible, like an elephant.	NA
pli-tv-pvr1.1:35.1	And the one named Dhammapālita,	NA
pli-tv-pvr1.1:35.2	Rohaṇa, venerated as a saint;	NA
pli-tv-pvr1.1:35.3	His student Khema of great wisdom,	NA
pli-tv-pvr1.1:35.4	A master of the three Collections.	NA
pli-tv-pvr1.1:36.1	Like the king of the stars on the island,	NA
pli-tv-pvr1.1:36.2	He outshone others in his wisdom;	NA
pli-tv-pvr1.1:36.3	And the discerning Upatissa,	NA
pli-tv-pvr1.1:36.4	Phussadeva the great speaker.	NA
pli-tv-pvr1.1:37.1	Another discerning Sumana,	NA
pli-tv-pvr1.1:37.2	The learned one named Puppha;	NA
pli-tv-pvr1.1:37.3	Mahāsīva the great speaker,	NA
pli-tv-pvr1.1:37.4	Skilled in the entire Collection.	NA
pli-tv-pvr1.1:38.1	Another discerning Upāli,	NA
pli-tv-pvr1.1:38.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:38.3	Mahānāga of great wisdom,	NA
pli-tv-pvr1.1:38.4	Skilled in the tradition of the true Teaching.	NA
pli-tv-pvr1.1:39.1	Another discerning Abhaya,	NA
pli-tv-pvr1.1:39.2	Skilled in the entire Collection;	NA
pli-tv-pvr1.1:39.3	And the discerning senior monk Tissa,	NA
pli-tv-pvr1.1:39.4	Confident in the Monastic Law,	NA
pli-tv-pvr1.1:40.1	His student of great wisdom,	NA
pli-tv-pvr1.1:40.2	The learned one named Puppha;	NA
pli-tv-pvr1.1:40.3	Guarding Buddhism,	NA
pli-tv-pvr1.1:40.4	He established himself in India.	NA
pli-tv-pvr1.1:41.1	And the discerning Cūlābhaya,	NA
pli-tv-pvr1.1:41.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:41.3	And the discerning senior monk Tissa,	NA
pli-tv-pvr1.1:41.4	Skilled in the tradition of the true Teaching.	NA
pli-tv-pvr1.1:42.1	And the discerning Cūladeva,	NA
pli-tv-pvr1.1:42.2	Confident in the Monastic Law;	NA
pli-tv-pvr1.1:42.3	And the discerning senior monk Siva,	NA
pli-tv-pvr1.1:42.4	Skilled in the entire Monastic Law—	NA
pli-tv-pvr1.1:43.1	These mighty beings of great wisdom,	NA
pli-tv-pvr1.1:43.2	Knowers of the Monastic Law and skilled in the path;	NA
pli-tv-pvr1.1:43.3	Proclaimed the Collection of Monastic Law,	NA
pli-tv-pvr1.1:43.4	On the island of Sri Lanka.”	NA
pli-tv-pvr1.1:44.1	“The offense entailing suspension for making physical contact with a woman was laid down by the Buddha who knows and sees, the Perfected One, the fully Awakened One. Where was it laid down?”	NA
pli-tv-pvr1.1:44.2	At Sāvatthī.	NA
pli-tv-pvr1.1:44.3	“Whom is it about?”	NA
pli-tv-pvr1.1:44.4	Venerable Udāyī.	NA
pli-tv-pvr1.1:44.5	“What is it about?”	NA
pli-tv-pvr1.1:44.6	Udāyī making physical contact with a woman.	NA
pli-tv-pvr1.1:44.7	There is one rule.	NA
pli-tv-pvr1.1:44.8	Of the six kinds of originations of offenses, it originates in one way:	NA
pli-tv-pvr1.1:44.9	from body and mind, not from speech. …	NA
pli-tv-pvr1.1:45.1	“There is an offense entailing suspension for speaking indecently to a woman. Where was it laid down?”	NA
pli-tv-pvr1.1:45.2	At Sāvatthī.	NA
pli-tv-pvr1.1:45.3	“Whom is it about?”	NA
pli-tv-pvr1.1:45.4	Venerable Udāyī.	NA
