segment_id	segment_text
pli-tv-bu-vb-ay1:2.2.41	“I’ve seen you seated, making physical contact with a woman,” 
pli-tv-bu-vb-ay1:2.2.42	and he admits to that, then he is to be dealt with for the offense. … 
pli-tv-bu-vb-ay1:2.2.43	“It’s true that I was seated, but I didn’t make physical contact,” 
pli-tv-bu-vb-ay1:2.2.44	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay1:2.2.45	“I wasn’t seated, but lying down,” 
pli-tv-bu-vb-ay1:2.2.46	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay1:2.2.47	“I wasn’t seated, but standing,” 
pli-tv-bu-vb-ay1:2.2.48	then he is not to be dealt with. 
pli-tv-bu-vb-ay1:2.2.49	If she accuses him like this: 
pli-tv-bu-vb-ay1:2.2.50	“I’ve seen you lying down, making physical contact with a woman,” 
pli-tv-bu-vb-ay1:2.2.51	and he admits to that, then he is to be dealt with for the offense. … 
pli-tv-bu-vb-ay1:2.2.52	“It’s true that I was lying down, but I didn’t make physical contact,” 
pli-tv-bu-vb-ay1:2.2.53	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay1:2.2.54	“I wasn’t lying down, but seated,” 
pli-tv-bu-vb-ay1:2.2.55	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay1:2.2.56	“I wasn’t lying down, but standing,” 
pli-tv-bu-vb-ay1:2.2.57	then he is not to be dealt with. 
pli-tv-bu-vb-ay1:2.2.58	If she accuses him like this: 
pli-tv-bu-vb-ay1:2.2.59	“I’ve seen you seated alone with a woman on a private and concealed seat suitable for action,” 
pli-tv-bu-vb-ay1:2.2.60	and he admits to that, then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay1:2.2.61	“I wasn’t seated, but lying down,” 
pli-tv-bu-vb-ay1:2.2.62	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay1:2.2.63	“I wasn’t seated, but standing,” 
pli-tv-bu-vb-ay1:2.2.64	then he is not to be dealt with. 
pli-tv-bu-vb-ay1:2.2.65	If she accuses him like this: 
pli-tv-bu-vb-ay1:2.2.66	“I’ve seen you lying down alone with a woman on a private and concealed seat suitable for action,” 
pli-tv-bu-vb-ay1:2.2.67	and he admits to that, then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay1:2.2.68	“I wasn’t lying down, but seated,” 
pli-tv-bu-vb-ay1:2.2.69	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay1:2.2.70	“I wasn’t lying down, but standing,” 
pli-tv-bu-vb-ay1:2.2.71	then he is not to be dealt with. 
pli-tv-bu-vb-ay1:2.2.72	Undetermined: 
pli-tv-bu-vb-ay1:2.2.73	not determined. It is either an offense entailing expulsion, an offense entailing suspension, or an offense entailing confession. 
pli-tv-bu-vb-ay1:3.0	Permutations 
pli-tv-bu-vb-ay1:3.1	If he admits to going, and he admits to sitting, and he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay1:3.2	If he admits to going, but he does not admit to sitting, yet he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay1:3.3	If he admits to going, and he admits to sitting, but he does not admit to an offense, he is to be dealt with for the sitting. 
pli-tv-bu-vb-ay1:3.4	If he admits to going, but he does not admit to sitting, nor does he admit to an offense, he is not to be dealt with. 
pli-tv-bu-vb-ay1:3.5	If he does not admit to going, but he admits to sitting, and he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay1:3.6	If he does not admit to going, nor does he admit to sitting, but he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay1:3.7	If he does not admit to going, but he admits to sitting, yet he does not admit to an offense, he is to be dealt with for the sitting. 
pli-tv-bu-vb-ay1:3.8	If he does not admit to going, nor does he admit to sitting, nor does he admit to an offense, he is not to be dealt with. 
pli-tv-bu-vb-ay1:3.9	The first undetermined offense is finished. 
pli-tv-bu-vb-ay2:0.1	Theravāda Collection on Monastic Law 
pli-tv-bu-vb-ay2:0.2	The monks’ rules and their analysis 
pli-tv-bu-vb-ay2:0.3	The chapter on undetermined offenses 
pli-tv-bu-vb-ay2:0.4	2. The second undetermined training rule 
pli-tv-bu-vb-ay2:1.0	Origin story 
pli-tv-bu-vb-ay2:1.1	At one time the Buddha was staying at Sāvatthī in the Jeta Grove, Anāthapiṇḍika’s Monastery. 
pli-tv-bu-vb-ay2:1.2	At this time Venerable Udāyī knew that the Buddha had prohibited sitting alone with a woman on a private and concealed seat suitable for action, and so instead he sat alone in private with the same girl. When they were able, they just chatted; otherwise he gave her a teaching. 
pli-tv-bu-vb-ay2:1.3	A second time Visākhā had been invited to that family. 
pli-tv-bu-vb-ay2:1.4	When she arrived, she saw Udāyī sitting alone in private with the same girl, 
pli-tv-bu-vb-ay2:1.5	and she said to Udāyī, 
pli-tv-bu-vb-ay2:1.6	“Venerable, it’s not appropriate for you to sit alone with a woman on a private seat. 
pli-tv-bu-vb-ay2:1.7	You may not be aiming at that act, but it’s hard to convince people with little confidence.” 
pli-tv-bu-vb-ay2:1.8	But Udāyī did not listen. 
pli-tv-bu-vb-ay2:1.9	After leaving, Visākhā told the monks what had happened. 
pli-tv-bu-vb-ay2:1.10	The monks of few desires complained and criticized him, 
pli-tv-bu-vb-ay2:1.11	“How could Venerable Udāyī sit alone with a woman on a private seat?” 
pli-tv-bu-vb-ay2:1.12	After rebuking Udāyī in many ways, they told the Buddha. Soon afterwards he had the Sangha gathered and questioned Udāyī: 
pli-tv-bu-vb-ay2:1.13	“Is it true, Udāyī, that you did this?” 
pli-tv-bu-vb-ay2:1.14	“It’s true, Sir.” 
pli-tv-bu-vb-ay2:1.15	The Buddha rebuked him … 
pli-tv-bu-vb-ay2:1.16	“Foolish man, how could you do this? 
pli-tv-bu-vb-ay2:1.17	This won’t give rise to or increase people’s confidence … 
pli-tv-bu-vb-ay2:1.18	And, monks, this training rule should be recited like this: 
pli-tv-bu-vb-ay2:1.19.0	Final ruling 
pli-tv-bu-vb-ay2:1.19.1	‘Although a seat is not concealed, nor suitable for action, it may be suitable for speaking indecently to a woman. 
pli-tv-bu-vb-ay2:1.20	If a monk sits alone with a woman in private on such a seat, and a trustworthy female lay follower sees him 
pli-tv-bu-vb-ay2:1.21	and accuses him of an offense entailing suspension or an offense entailing confession, 
pli-tv-bu-vb-ay2:1.22	then, if he admits to the sitting, he is to be dealt with according to one of these two 
pli-tv-bu-vb-ay2:1.23	or according to what that trustworthy female lay follower has said. 
pli-tv-bu-vb-ay2:1.24	This rule too is undetermined.’” 
pli-tv-bu-vb-ay2:2.1.0	Definitions 
pli-tv-bu-vb-ay2:2.1.1	Although a seat is not concealed: 
pli-tv-bu-vb-ay2:2.1.2	it is not concealed by a wall, a screen, a door, a cloth screen, a tree, a pillar, a grain container, or anything else. 
pli-tv-bu-vb-ay2:2.1.3	Nor suitable for action: 
pli-tv-bu-vb-ay2:2.1.4	one is not able to have sexual intercourse. 
pli-tv-bu-vb-ay2:2.1.5	It may be suitable for speaking indecently to a woman: 
pli-tv-bu-vb-ay2:2.1.6	one is able to speak indecently to a woman. 
pli-tv-bu-vb-ay2:2.1.7	A: 
pli-tv-bu-vb-ay2:2.1.8	whoever … 
pli-tv-bu-vb-ay2:2.1.9	Monk: 
pli-tv-bu-vb-ay2:2.1.10	… The monk who has been given the full ordination by a unanimous Sangha through a legal procedure consisting of one motion and three announcements that is irreversible and fit to stand—this sort of monk is meant in this case. 
pli-tv-bu-vb-ay2:2.1.11	On such a seat: 
pli-tv-bu-vb-ay2:2.1.12	on that sort of seat. 
pli-tv-bu-vb-ay2:2.1.13	A woman: 
pli-tv-bu-vb-ay2:2.1.14	a human female, not a female spirit, not a female ghost, not a female animal. She understands and is capable of discerning bad speech and good speech, what is decent and what is indecent. 
pli-tv-bu-vb-ay2:2.1.15	With: 
pli-tv-bu-vb-ay2:2.1.16	together. 
pli-tv-bu-vb-ay2:2.1.17	Alone: 
pli-tv-bu-vb-ay2:2.1.18	just the monk and the woman. 
pli-tv-bu-vb-ay2:2.1.19	Private: 
pli-tv-bu-vb-ay2:2.1.20	there is private to the eye and there is private to the ear. 
pli-tv-bu-vb-ay2:2.1.21	Private to the eye: 
pli-tv-bu-vb-ay2:2.1.22	one is unable to see them winking, raising an eyebrow, or nodding. 
pli-tv-bu-vb-ay2:2.1.23	Private to the ear: 
pli-tv-bu-vb-ay2:2.1.24	one is unable to hear ordinary speech. 
pli-tv-bu-vb-ay2:2.1.25	Sits: 
pli-tv-bu-vb-ay2:2.1.26	the monk sits down or lies down next to the seated woman. 
pli-tv-bu-vb-ay2:2.1.27	The woman sits down or lies down next to the seated monk. 
pli-tv-bu-vb-ay2:2.1.28	Both are seated or both are lying down. 
pli-tv-bu-vb-ay2:2.1.29	Trustworthy: 
pli-tv-bu-vb-ay2:2.1.30	she has attained the fruit, she has broken through, she has understood the Teaching. 
pli-tv-bu-vb-ay2:2.1.31	Female lay follower: 
pli-tv-bu-vb-ay2:2.1.32	she has gone for refuge to the Buddha, the Teaching, and the Sangha. 
pli-tv-bu-vb-ay2:2.1.33	Sees: 
pli-tv-bu-vb-ay2:2.1.34	having seen. 
pli-tv-bu-vb-ay2:2.2.1	If she accuses him of an offense entailing suspension or an offense entailing confession, 
pli-tv-bu-vb-ay2:2.2.2	then, if he admits to the sitting, he is to be dealt with according to one of these two 
pli-tv-bu-vb-ay2:2.2.3	or according to what that trustworthy female lay follower has said: 
pli-tv-bu-vb-ay2:2.2.4	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.5	“I’ve seen you seated, making physical contact with a woman,” 
pli-tv-bu-vb-ay2:2.2.6	and he admits to that, then he is to be dealt with for the offense. 
pli-tv-bu-vb-ay2:2.2.7	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.8	“I’ve seen you seated, making physical contact with a woman,” 
pli-tv-bu-vb-ay2:2.2.9	but he says, 
pli-tv-bu-vb-ay2:2.2.10	“It’s true that I was seated, but I didn’t make physical contact,” 
pli-tv-bu-vb-ay2:2.2.11	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay2:2.2.12	“I wasn’t seated, but lying down,” 
pli-tv-bu-vb-ay2:2.2.13	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay2:2.2.14	“I wasn’t seated, but standing,” 
pli-tv-bu-vb-ay2:2.2.15	then he is not to be dealt with. 
pli-tv-bu-vb-ay2:2.2.16	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.17	“I’ve seen you lying down, making physical contact with a woman,” 
pli-tv-bu-vb-ay2:2.2.18	and he admits to that, then he is to be dealt with for the offense. … 
pli-tv-bu-vb-ay2:2.2.19	“It’s true that I was lying down, but I didn’t make physical contact,” 
pli-tv-bu-vb-ay2:2.2.20	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay2:2.2.21	“I wasn’t lying down, but seated,” 
pli-tv-bu-vb-ay2:2.2.22	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay2:2.2.23	“I wasn’t seated, but standing,” 
pli-tv-bu-vb-ay2:2.2.24	then he is not to be dealt with. 
pli-tv-bu-vb-ay2:2.2.25	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.26	“I’ve heard you speaking indecently to a woman while seated,” 
pli-tv-bu-vb-ay2:2.2.27	and he admits to that, then he is to be dealt with for the offense. 
pli-tv-bu-vb-ay2:2.2.28	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.29	“I’ve heard you speaking indecently to a woman while seated,” 
pli-tv-bu-vb-ay2:2.2.30	but he says, 
pli-tv-bu-vb-ay2:2.2.31	“It’s true that I was seated, but I didn’t speak indecently,” 
pli-tv-bu-vb-ay2:2.2.32	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay2:2.2.33	“I wasn’t seated, but lying down,” 
pli-tv-bu-vb-ay2:2.2.34	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay2:2.2.35	“I wasn’t seated, but standing,” 
pli-tv-bu-vb-ay2:2.2.36	then he is not to be dealt with. 
pli-tv-bu-vb-ay2:2.2.37	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.38	“I’ve heard you speaking indecently to a woman while lying down,” 
pli-tv-bu-vb-ay2:2.2.39	and he admits to that, then he is to be dealt with for the offense. … 
pli-tv-bu-vb-ay2:2.2.40	“It’s true that I was lying down, but I didn’t speak indecently,” 
pli-tv-bu-vb-ay2:2.2.41	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay2:2.2.42	“I wasn’t lying down, but seated,” 
pli-tv-bu-vb-ay2:2.2.43	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay2:2.2.44	“I wasn’t lying down, but standing,” 
pli-tv-bu-vb-ay2:2.2.45	then he is not to be dealt with. 
pli-tv-bu-vb-ay2:2.2.46	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.47	“I’ve seen you seated alone with a woman in private,” 
pli-tv-bu-vb-ay2:2.2.48	and he admits to that, then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay2:2.2.49	“I wasn’t seated, but lying down,” 
pli-tv-bu-vb-ay2:2.2.50	then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay2:2.2.51	“I wasn’t seated, but standing,” 
pli-tv-bu-vb-ay2:2.2.52	then he is not to be dealt with. 
pli-tv-bu-vb-ay2:2.2.53	If she accuses him like this: 
pli-tv-bu-vb-ay2:2.2.54	“I’ve seen you lying down alone with a woman in private,” 
pli-tv-bu-vb-ay2:2.2.55	and he admits to that, then he is to be dealt with for the lying down. … 
pli-tv-bu-vb-ay2:2.2.56	“I wasn’t lying down, but seated,” 
pli-tv-bu-vb-ay2:2.2.57	then he is to be dealt with for the sitting. … 
pli-tv-bu-vb-ay2:2.2.58	“I wasn’t lying down, but standing,” 
pli-tv-bu-vb-ay2:2.2.59	then he is not to be dealt with. 
pli-tv-bu-vb-ay2:2.2.60	This rule too: 
pli-tv-bu-vb-ay2:2.2.61	this is said with reference to the previous undetermined rule. 
pli-tv-bu-vb-ay2:2.2.62	Undetermined: 
pli-tv-bu-vb-ay2:2.2.63	not determined. It is either an offense entailing suspension or an offense entailing confession. 
pli-tv-bu-vb-ay2:3.0	Permutations 
pli-tv-bu-vb-ay2:3.1	If he admits to going, and he admits to sitting, and he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay2:3.2	If he admits to going, but he does not admit to sitting, yet he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay2:3.3	If he admits to going, and he admits to sitting, but he does not admit to an offense, he is to be dealt with for the sitting. 
pli-tv-bu-vb-ay2:3.4	If he admits to going, but he does not admit to sitting, nor does he admit to an offense, he is not to be dealt with. 
pli-tv-bu-vb-ay2:3.5	If he does not admit to going, but he admits to sitting, and he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay2:3.6	If he does not admit to going, nor does he admit to sitting, but he admits to an offense, he is to be dealt with for the offense. 
pli-tv-bu-vb-ay2:3.7	If he does not admit to going, but he admits to sitting, yet he does not admit to an offense, he is to be dealt with for the sitting. 
pli-tv-bu-vb-ay2:3.8	If he does not admit to going, nor does he admit to sitting, nor does he admit to an offense, he is not to be dealt with. 
pli-tv-bu-vb-ay2:3.9	The second undetermined offense is finished. 
pli-tv-bu-vb-ay2:3.10	“Venerables, the two undetermined rules have been recited. 
pli-tv-bu-vb-ay2:3.11	In regard to this I ask you, 
pli-tv-bu-vb-ay2:3.12	‘Are you pure in this?’ 
pli-tv-bu-vb-ay2:3.13	A second time I ask, 
pli-tv-bu-vb-ay2:3.14	‘Are you pure in this?’ 
pli-tv-bu-vb-ay2:3.15	A third time I ask, 
pli-tv-bu-vb-ay2:3.16	‘Are you pure in this?’ 
pli-tv-bu-vb-ay2:3.17	You are pure in this 
pli-tv-bu-vb-ay2:3.18	and therefore silent. 
pli-tv-bu-vb-ay2:3.19	I will remember it thus.” 
pli-tv-bu-vb-ay2:3.20	This is the summary: 
pli-tv-bu-vb-ay2:3.21	Suitable for action, 
pli-tv-bu-vb-ay2:3.22	And then not so. 
pli-tv-bu-vb-ay2:3.23	The undetermined offenses have been well laid down 
pli-tv-bu-vb-ay2:3.24	By the Stable One, the Buddha who is the best. 
